,Age (decade),Education Years,Income,Gender,Income Binary
17850,30.0,>12, <=50K, Female,0
12803,60.0,10, <=50K, Male,0
32519,40.0,10, >50K, Male,1
16654,20.0,10, <=50K, Male,0
9917,40.0,>12, <=50K, Female,0
4952,40.0,10, >50K, Male,1
18342,60.0,9, <=50K, Male,0
26906,40.0,>12, >50K, Male,1
8620,30.0,12, <=50K, Male,0
32100,20.0,9, <=50K, Male,0
20524,40.0,9, <=50K, Male,0
3249,30.0,>12, >50K, Male,1
5449,10.0,9, <=50K, Female,0
24814,30.0,9, <=50K, Male,0
8391,20.0,9, <=50K, Male,0
19600,50.0,12, <=50K, Female,0
21860,50.0,9, <=50K, Male,0
22897,20.0,9, <=50K, Male,0
24328,60.0,<6, <=50K, Female,1
12602,30.0,>12, >50K, Male,1
2128,40.0,9, >50K, Female,1
10046,50.0,10, <=50K, Male,0
28685,30.0,<6, <=50K, Male,0
17910,30.0,10, <=50K, Male,0
15617,40.0,10, <=50K, Female,0
12876,30.0,10, >50K, Male,1
2761,30.0,7, <=50K, Male,0
19363,30.0,>12, >50K, Male,1
26395,30.0,10, <=50K, Female,0
5492,50.0,9, <=50K, Female,0
11847,30.0,>12, >50K, Male,1
5035,50.0,9, <=50K, Female,1
8730,50.0,9, <=50K, Male,0
24593,30.0,>12, <=50K, Female,1
12934,20.0,9, <=50K, Male,0
16071,50.0,9, <=50K, Male,0
22950,20.0,10, <=50K, Female,0
21960,50.0,10, >50K, Male,1
7598,40.0,9, <=50K, Female,0
11848,40.0,>12, <=50K, Male,0
12232,40.0,11, >50K, Male,0
24527,60.0,7, <=50K, Male,0
2568,20.0,9, <=50K, Male,0
1914,40.0,10, <=50K, Male,0
29928,40.0,>12, <=50K, Male,0
1263,>=70,9, <=50K, Female,0
14397,50.0,9, <=50K, Male,0
30175,20.0,>12, <=50K, Female,0
5808,>=70,6, <=50K, Male,0
25084,20.0,6, >50K, Male,1
6158,30.0,12, <=50K, Female,0
6270,50.0,10, <=50K, Male,0
16145,40.0,>12, <=50K, Male,0
17557,50.0,>12, <=50K, Male,0
25329,20.0,9, <=50K, Male,0
18360,40.0,>12, <=50K, Male,0
28730,50.0,10, >50K, Male,1
15431,30.0,10, >50K, Male,1
10286,50.0,>12, >50K, Male,1
4457,30.0,9, <=50K, Male,0
31481,40.0,11, >50K, Male,1
32142,20.0,10, <=50K, Female,0
26453,50.0,<6, <=50K, Male,0
12736,50.0,11, <=50K, Female,0
5377,60.0,>12, >50K, Female,1
27138,40.0,10, <=50K, Female,0
21969,40.0,10, <=50K, Male,0
1501,40.0,11, <=50K, Male,0
13534,50.0,9, >50K, Male,1
6179,50.0,9, >50K, Male,0
2320,40.0,10, <=50K, Male,0
6605,20.0,10, <=50K, Male,0
11529,20.0,9, <=50K, Male,0
13970,30.0,7, <=50K, Female,0
25218,20.0,9, <=50K, Male,0
5507,20.0,9, >50K, Male,1
15653,30.0,9, <=50K, Female,0
22562,40.0,9, <=50K, Female,0
746,50.0,9, >50K, Male,1
14545,30.0,<6, <=50K, Male,0
11246,20.0,10, >50K, Male,1
19532,20.0,>12, <=50K, Female,0
874,50.0,<6, <=50K, Male,0
24697,30.0,9, <=50K, Female,0
24581,30.0,6, <=50K, Male,0
15085,60.0,>12, >50K, Male,0
29475,30.0,9, <=50K, Male,0
17099,20.0,10, <=50K, Male,0
28499,20.0,10, <=50K, Male,0
5898,40.0,>12, >50K, Male,0
13163,30.0,>12, >50K, Male,0
22612,40.0,>12, <=50K, Male,0
16150,20.0,10, <=50K, Male,0
17764,50.0,9, >50K, Male,1
7156,30.0,9, >50K, Male,1
4349,50.0,>12, >50K, Male,1
1601,50.0,9, <=50K, Female,0
25047,40.0,9, <=50K, Female,0
12593,30.0,6, <=50K, Male,0
22817,30.0,11, >50K, Female,1
6102,10.0,7, <=50K, Male,0
25963,>=70,10, >50K, Male,0
26420,40.0,11, <=50K, Female,1
26698,30.0,>12, <=50K, Female,1
10051,30.0,>12, <=50K, Male,0
25516,50.0,6, <=50K, Male,0
25813,50.0,9, <=50K, Male,0
27575,50.0,7, <=50K, Female,0
19236,10.0,6, <=50K, Female,0
11998,20.0,10, <=50K, Female,0
3116,50.0,>12, <=50K, Male,0
1757,40.0,9, <=50K, Male,0
6851,30.0,9, <=50K, Male,0
25205,20.0,9, <=50K, Male,0
7653,40.0,9, <=50K, Female,0
25655,30.0,10, <=50K, Female,0
32479,60.0,<6, <=50K, Female,0
14976,30.0,9, <=50K, Male,0
11276,20.0,11, <=50K, Male,0
9835,30.0,10, <=50K, Female,0
5429,50.0,>12, >50K, Female,1
31159,50.0,9, >50K, Male,1
15029,20.0,10, <=50K, Female,0
27744,30.0,9, <=50K, Male,0
26150,60.0,>12, >50K, Male,1
22159,20.0,>12, <=50K, Male,0
29873,40.0,>12, >50K, Male,1
265,30.0,10, >50K, Male,1
7591,40.0,10, >50K, Male,0
22410,30.0,11, <=50K, Female,0
28542,40.0,9, <=50K, Male,0
23108,30.0,10, <=50K, Male,0
1477,20.0,12, <=50K, Female,0
13964,40.0,10, <=50K, Female,1
17168,60.0,9, <=50K, Male,0
5644,40.0,7, <=50K, Female,0
23252,20.0,9, <=50K, Female,0
31269,10.0,10, <=50K, Female,1
24367,20.0,>12, <=50K, Female,0
225,10.0,9, <=50K, Female,0
15841,20.0,9, <=50K, Female,0
22520,40.0,9, <=50K, Male,0
16941,30.0,>12, <=50K, Male,0
27981,20.0,11, <=50K, Female,0
15253,30.0,>12, >50K, Male,1
31676,30.0,9, <=50K, Male,0
9174,20.0,11, <=50K, Female,0
16386,30.0,9, <=50K, Male,0
9163,40.0,>12, <=50K, Female,1
437,30.0,10, <=50K, Female,0
1917,20.0,11, <=50K, Male,0
8082,10.0,9, <=50K, Male,0
2686,40.0,9, <=50K, Male,0
27767,30.0,11, <=50K, Male,0
18438,30.0,10, <=50K, Male,0
12449,30.0,9, <=50K, Male,0
16495,20.0,<6, <=50K, Male,0
4420,50.0,7, <=50K, Male,0
13677,>=70,10, <=50K, Male,0
1611,30.0,>12, >50K, Female,1
22039,30.0,<6, <=50K, Male,0
6722,30.0,9, <=50K, Male,0
28162,30.0,9, <=50K, Male,0
28089,20.0,9, <=50K, Male,0
14918,60.0,9, <=50K, Male,0
23768,30.0,>12, <=50K, Male,0
14403,40.0,>12, >50K, Male,1
5315,30.0,9, <=50K, Male,0
21847,20.0,10, <=50K, Male,0
7544,20.0,10, <=50K, Male,0
19724,30.0,>12, <=50K, Female,0
5053,50.0,>12, >50K, Male,1
29952,40.0,>12, <=50K, Male,0
31829,30.0,9, <=50K, Male,0
29232,20.0,9, <=50K, Male,0
26067,50.0,>12, <=50K, Male,0
5554,50.0,6, <=50K, Male,0
23636,>=70,11, >50K, Male,1
7130,60.0,9, <=50K, Male,0
26722,40.0,>12, <=50K, Male,0
25734,20.0,9, <=50K, Male,0
14303,20.0,10, <=50K, Female,0
5614,30.0,>12, >50K, Male,1
30755,50.0,9, <=50K, Female,1
32553,30.0,>12, <=50K, Male,0
24078,20.0,10, <=50K, Male,0
13316,30.0,12, <=50K, Male,0
28465,30.0,9, <=50K, Male,0
19572,10.0,9, <=50K, Female,0
10371,30.0,10, <=50K, Male,0
21819,50.0,10, <=50K, Female,1
27965,50.0,11, <=50K, Male,0
25291,20.0,11, <=50K, Male,0
18145,20.0,>12, <=50K, Female,0
10787,>=70,9, <=50K, Female,0
27231,20.0,9, <=50K, Male,0
9025,20.0,7, <=50K, Male,0
20607,40.0,11, >50K, Male,0
26543,40.0,>12, <=50K, Male,0
14860,>=70,12, <=50K, Female,1
252,50.0,7, <=50K, Female,0
29460,40.0,>12, >50K, Male,0
19693,40.0,9, <=50K, Female,0
3081,30.0,9, <=50K, Female,0
17772,40.0,9, <=50K, Male,0
27181,30.0,10, <=50K, Male,0
15878,40.0,>12, >50K, Male,1
4778,20.0,<6, <=50K, Male,0
11197,40.0,7, <=50K, Male,0
17950,50.0,9, <=50K, Male,0
29984,30.0,>12, <=50K, Male,0
5100,30.0,<6, <=50K, Male,0
14267,20.0,9, <=50K, Male,0
27584,20.0,7, <=50K, Male,0
19761,20.0,10, <=50K, Male,0
17609,>=70,9, >50K, Male,1
10524,20.0,>12, >50K, Female,1
6305,20.0,10, <=50K, Male,0
14054,20.0,9, <=50K, Female,0
15583,30.0,12, <=50K, Female,0
20284,30.0,>12, <=50K, Male,0
2578,60.0,>12, >50K, Male,1
15005,30.0,>12, <=50K, Female,0
19848,20.0,10, <=50K, Female,0
28695,50.0,>12, <=50K, Male,0
1169,40.0,9, <=50K, Male,0
26336,50.0,10, >50K, Male,0
23490,20.0,6, <=50K, Female,1
13097,30.0,>12, <=50K, Male,0
120,20.0,10, <=50K, Female,0
30880,30.0,10, >50K, Male,1
16409,40.0,>12, >50K, Male,1
25493,30.0,9, <=50K, Male,0
6949,30.0,>12, <=50K, Male,0
203,40.0,11, <=50K, Female,0
14127,30.0,9, <=50K, Male,0
29914,30.0,>12, <=50K, Female,1
20114,50.0,9, <=50K, Female,0
30925,20.0,10, <=50K, Male,0
31109,20.0,9, <=50K, Female,0
11140,10.0,7, <=50K, Male,0
31632,40.0,9, <=50K, Male,0
18309,20.0,7, >50K, Male,1
30185,40.0,7, <=50K, Male,0
14111,30.0,10, <=50K, Male,0
15357,20.0,8, <=50K, Male,0
4359,20.0,>12, >50K, Female,1
14120,40.0,>12, >50K, Female,1
18290,20.0,10, <=50K, Male,0
32129,40.0,10, >50K, Male,1
25165,20.0,12, <=50K, Male,0
11865,60.0,10, <=50K, Male,0
31919,50.0,6, <=50K, Female,0
21787,20.0,7, <=50K, Male,0
3181,20.0,9, <=50K, Male,0
16532,10.0,7, <=50K, Female,0
13049,20.0,9, <=50K, Male,0
9234,20.0,>12, <=50K, Female,0
30416,30.0,10, <=50K, Male,0
18340,50.0,<6, <=50K, Female,0
25724,50.0,>12, <=50K, Female,0
10101,20.0,8, <=50K, Male,0
605,40.0,10, <=50K, Female,0
17954,50.0,>12, <=50K, Female,0
28150,50.0,9, <=50K, Male,0
10549,30.0,10, <=50K, Male,0
14598,40.0,9, <=50K, Female,0
4434,30.0,11, <=50K, Male,0
12149,20.0,9, <=50K, Female,0
2177,60.0,9, <=50K, Female,0
29334,20.0,10, <=50K, Female,0
3801,30.0,9, <=50K, Male,0
19287,20.0,9, <=50K, Female,0
26896,30.0,10, <=50K, Male,0
3371,20.0,10, <=50K, Male,0
14857,>=70,9, <=50K, Male,0
7214,30.0,>12, >50K, Male,1
20550,10.0,10, <=50K, Male,0
23983,50.0,>12, >50K, Male,1
10445,20.0,>12, >50K, Male,0
6302,30.0,10, <=50K, Male,0
30796,40.0,>12, <=50K, Female,1
31136,40.0,>12, >50K, Female,1
15513,30.0,9, >50K, Male,1
24620,30.0,9, <=50K, Male,0
18265,40.0,6, >50K, Male,1
11062,60.0,8, <=50K, Female,1
16033,40.0,10, <=50K, Male,0
9508,20.0,10, <=50K, Male,0
4475,50.0,>12, >50K, Male,1
1253,50.0,9, <=50K, Female,0
11371,60.0,10, <=50K, Female,1
11930,20.0,10, >50K, Male,1
31549,30.0,9, <=50K, Male,0
12789,20.0,6, <=50K, Female,0
25759,20.0,10, <=50K, Male,0
30363,60.0,9, >50K, Male,1
9823,30.0,>12, <=50K, Male,0
10127,40.0,9, <=50K, Male,0
26349,20.0,10, <=50K, Female,0
8807,40.0,>12, <=50K, Female,1
21333,20.0,>12, >50K, Female,1
19215,10.0,10, <=50K, Male,0
22606,30.0,9, <=50K, Female,0
24095,50.0,9, <=50K, Male,0
18355,40.0,9, <=50K, Female,0
4511,20.0,>12, <=50K, Male,0
31689,20.0,9, <=50K, Female,0
10041,40.0,<6, >50K, Male,1
29200,30.0,9, <=50K, Male,0
9013,40.0,>12, >50K, Female,1
8458,20.0,>12, >50K, Male,0
32010,30.0,9, <=50K, Male,0
13107,60.0,>12, >50K, Female,1
6109,40.0,12, <=50K, Male,0
26676,20.0,6, <=50K, Female,0
23725,30.0,9, >50K, Male,1
17605,20.0,9, <=50K, Male,0
16889,30.0,12, <=50K, Male,0
21944,50.0,9, <=50K, Female,0
22732,20.0,>12, >50K, Male,1
10592,30.0,9, <=50K, Female,0
31373,50.0,9, <=50K, Male,0
21085,20.0,9, <=50K, Male,0
5291,>=70,>12, <=50K, Female,1
17696,20.0,9, <=50K, Male,0
23132,20.0,10, <=50K, Male,0
14683,50.0,>12, <=50K, Female,1
501,60.0,9, <=50K, Male,0
15850,20.0,7, <=50K, Male,0
24934,10.0,10, <=50K, Female,1
5210,20.0,10, <=50K, Female,0
23401,20.0,9, <=50K, Male,0
29247,60.0,9, <=50K, Male,0
17980,30.0,10, <=50K, Female,0
22790,30.0,9, <=50K, Female,1
1082,50.0,9, <=50K, Male,0
18989,40.0,9, <=50K, Female,0
19875,30.0,9, <=50K, Male,0
31144,40.0,>12, <=50K, Male,0
11620,60.0,>12, <=50K, Male,0
32404,30.0,9, <=50K, Female,0
12989,20.0,12, <=50K, Male,0
31335,30.0,9, >50K, Female,1
17862,30.0,9, >50K, Male,1
1111,30.0,>12, >50K, Female,1
23298,20.0,8, <=50K, Male,0
30586,40.0,12, <=50K, Female,0
24153,30.0,9, <=50K, Male,0
4644,30.0,10, <=50K, Male,0
62,40.0,9, <=50K, Male,0
28698,40.0,>12, >50K, Male,1
11506,>=70,10, <=50K, Male,0
4664,20.0,9, <=50K, Male,0
9955,40.0,9, >50K, Male,1
18221,40.0,11, <=50K, Female,0
31501,30.0,9, <=50K, Female,0
4681,30.0,10, <=50K, Male,0
17111,40.0,>12, <=50K, Female,1
29884,30.0,10, <=50K, Male,0
2464,60.0,9, <=50K, Male,0
4544,20.0,6, <=50K, Male,0
10626,30.0,11, >50K, Male,1
5065,30.0,<6, <=50K, Male,0
11798,50.0,>12, >50K, Male,1
25354,60.0,>12, <=50K, Male,0
1545,20.0,>12, <=50K, Male,0
31936,50.0,10, <=50K, Male,0
1113,60.0,9, <=50K, Female,0
12036,40.0,10, <=50K, Female,0
21097,50.0,<6, >50K, Male,1
832,20.0,10, <=50K, Male,0
5730,20.0,10, <=50K, Male,0
30041,20.0,10, <=50K, Male,0
1277,60.0,>12, >50K, Male,1
3726,50.0,9, >50K, Female,1
3129,60.0,12, >50K, Female,1
4315,50.0,10, <=50K, Male,0
4356,50.0,10, <=50K, Male,0
23313,50.0,11, >50K, Male,1
31398,30.0,>12, >50K, Male,1
18827,30.0,9, >50K, Male,1
31894,50.0,10, >50K, Male,0
15211,30.0,11, >50K, Male,1
15974,40.0,>12, <=50K, Male,0
6212,40.0,10, >50K, Male,1
31005,30.0,9, <=50K, Male,0
16225,50.0,<6, >50K, Male,1
31723,30.0,10, <=50K, Female,0
10345,20.0,<6, <=50K, Female,0
11929,40.0,>12, >50K, Male,1
18666,40.0,9, <=50K, Male,0
3990,>=70,9, <=50K, Female,0
16266,40.0,10, <=50K, Female,0
25677,30.0,9, <=50K, Male,0
25561,20.0,9, <=50K, Male,0
10166,50.0,9, <=50K, Male,0
8973,>=70,>12, >50K, Male,1
11121,40.0,10, >50K, Male,1
23303,50.0,>12, >50K, Male,1
8972,50.0,9, >50K, Female,1
8488,20.0,11, <=50K, Male,0
28609,30.0,9, <=50K, Male,0
18938,40.0,10, >50K, Male,1
18688,>=70,<6, <=50K, Male,0
15924,>=70,7, <=50K, Female,1
9978,40.0,9, <=50K, Male,0
16426,50.0,8, <=50K, Male,0
7583,20.0,10, <=50K, Male,0
10700,60.0,>12, >50K, Male,1
9496,10.0,7, <=50K, Female,0
20065,30.0,9, <=50K, Male,0
2563,50.0,9, <=50K, Female,0
25788,10.0,7, <=50K, Female,0
5728,30.0,>12, >50K, Male,0
13454,50.0,>12, <=50K, Male,0
30940,30.0,10, <=50K, Male,0
17900,50.0,9, <=50K, Male,0
14589,40.0,>12, <=50K, Male,0
15860,60.0,<6, >50K, Male,1
14776,30.0,8, <=50K, Male,0
29373,40.0,>12, <=50K, Female,1
8759,20.0,9, <=50K, Male,0
6871,30.0,>12, <=50K, Male,0
12112,40.0,<6, <=50K, Male,0
26519,30.0,>12, <=50K, Male,0
2218,30.0,9, <=50K, Female,0
10855,40.0,10, >50K, Male,1
7885,20.0,9, <=50K, Male,0
6125,40.0,>12, <=50K, Female,0
1245,60.0,11, <=50K, Female,0
821,30.0,>12, <=50K, Female,0
366,50.0,10, <=50K, Male,0
16478,30.0,<6, <=50K, Male,0
783,40.0,10, <=50K, Male,0
26838,20.0,12, <=50K, Female,0
24912,30.0,9, <=50K, Male,0
17977,40.0,9, <=50K, Female,0
23570,40.0,>12, >50K, Male,0
28817,40.0,10, >50K, Male,1
9997,20.0,10, <=50K, Male,0
4833,20.0,11, >50K, Male,1
2955,50.0,10, <=50K, Male,0
3595,20.0,12, >50K, Female,1
12323,30.0,>12, <=50K, Male,0
31228,30.0,9, <=50K, Male,0
2645,40.0,10, <=50K, Male,0
9806,60.0,9, <=50K, Female,0
7425,30.0,12, <=50K, Female,0
13136,40.0,10, <=50K, Female,0
21236,30.0,6, <=50K, Male,0
27480,50.0,9, >50K, Male,1
21646,40.0,>12, <=50K, Female,0
26610,40.0,10, <=50K, Female,0
13941,30.0,>12, >50K, Male,1
29800,30.0,>12, >50K, Male,1
9829,50.0,10, <=50K, Male,0
26718,20.0,<6, <=50K, Female,0
13602,30.0,<6, <=50K, Female,0
1485,30.0,6, <=50K, Male,0
24304,30.0,9, <=50K, Male,0
7167,60.0,7, <=50K, Male,0
333,50.0,6, <=50K, Male,0
21083,30.0,9, <=50K, Male,0
25643,30.0,9, <=50K, Female,0
26457,40.0,>12, >50K, Male,1
2379,40.0,10, <=50K, Male,0
5992,20.0,9, <=50K, Male,0
2612,30.0,9, <=50K, Male,0
12576,60.0,9, <=50K, Male,0
84,40.0,10, >50K, Female,1
4167,30.0,10, <=50K, Male,0
7385,20.0,>12, >50K, Male,1
18484,30.0,10, <=50K, Male,0
24895,40.0,>12, >50K, Male,1
27663,40.0,>12, >50K, Male,1
16148,20.0,9, <=50K, Female,0
14757,50.0,>12, >50K, Male,0
31739,30.0,9, <=50K, Female,0
29209,30.0,9, <=50K, Male,0
28870,40.0,12, >50K, Male,1
4767,20.0,10, <=50K, Female,0
4149,20.0,10, <=50K, Male,0
31203,20.0,9, <=50K, Female,1
29216,30.0,11, <=50K, Male,0
13192,30.0,>12, <=50K, Male,0
14252,20.0,>12, <=50K, Female,0
21410,>=70,6, <=50K, Male,0
8329,50.0,9, <=50K, Female,1
29130,10.0,6, <=50K, Male,0
6021,40.0,10, <=50K, Female,0
8286,20.0,>12, <=50K, Male,0
10617,40.0,9, <=50K, Male,0
1260,30.0,9, <=50K, Male,0
4600,50.0,9, >50K, Male,1
16875,50.0,9, <=50K, Female,0
28739,30.0,7, <=50K, Male,0
6556,50.0,>12, >50K, Male,1
6652,20.0,9, >50K, Male,1
11944,40.0,9, <=50K, Male,0
9384,20.0,>12, <=50K, Female,0
10871,40.0,9, <=50K, Male,0
26475,40.0,9, <=50K, Female,0
1211,30.0,10, <=50K, Male,0
32440,30.0,10, >50K, Male,1
24020,20.0,9, <=50K, Male,0
18087,50.0,>12, >50K, Male,1
1043,40.0,>12, >50K, Male,1
19835,50.0,>12, <=50K, Male,0
30748,20.0,>12, >50K, Female,1
32026,20.0,9, <=50K, Male,0
13481,20.0,10, <=50K, Male,0
4436,30.0,9, <=50K, Male,0
16685,50.0,10, >50K, Male,1
22819,30.0,10, <=50K, Female,0
6037,20.0,<6, <=50K, Male,0
15348,20.0,<6, <=50K, Male,0
18021,50.0,10, >50K, Male,1
3587,50.0,9, <=50K, Female,0
16308,30.0,10, <=50K, Male,0
23296,30.0,9, <=50K, Male,0
21996,10.0,9, <=50K, Male,0
11214,20.0,9, <=50K, Female,0
27979,50.0,>12, >50K, Female,1
910,20.0,9, <=50K, Male,0
22496,10.0,7, <=50K, Female,0
3153,50.0,>12, >50K, Male,0
28893,30.0,9, <=50K, Male,0
31749,20.0,10, <=50K, Female,0
26401,30.0,10, <=50K, Male,0
26469,10.0,<6, <=50K, Male,0
3804,10.0,7, <=50K, Male,0
26330,30.0,10, <=50K, Male,0
22649,40.0,10, <=50K, Male,0
20092,20.0,10, <=50K, Male,0
10640,30.0,9, <=50K, Male,0
9357,60.0,9, <=50K, Male,0
19997,>=70,6, <=50K, Female,0
14094,10.0,6, <=50K, Male,0
23831,40.0,>12, <=50K, Female,1
23578,50.0,>12, >50K, Male,1
10716,50.0,9, >50K, Male,1
30822,20.0,9, <=50K, Female,0
23315,20.0,10, <=50K, Female,0
107,30.0,7, <=50K, Male,0
5483,20.0,9, <=50K, Female,0
19296,>=70,9, <=50K, Male,0
13751,30.0,9, <=50K, Male,0
19614,40.0,9, <=50K, Male,0
22690,20.0,10, <=50K, Female,0
29941,30.0,11, >50K, Male,0
24842,40.0,6, <=50K, Female,0
20228,20.0,10, <=50K, Male,0
28258,20.0,9, >50K, Male,1
5296,30.0,9, <=50K, Male,0
11471,20.0,10, <=50K, Female,0
27223,>=70,>12, <=50K, Female,0
10670,>=70,>12, <=50K, Male,0
9822,20.0,12, >50K, Female,1
2587,30.0,>12, <=50K, Male,0
25439,30.0,9, >50K, Male,1
30165,30.0,9, <=50K, Male,0
2384,10.0,10, <=50K, Female,0
25740,40.0,9, <=50K, Female,0
23038,30.0,9, <=50K, Male,0
29833,20.0,10, <=50K, Female,0
23580,40.0,>12, <=50K, Male,0
20729,40.0,10, <=50K, Female,0
22306,40.0,10, >50K, Male,0
18680,30.0,>12, >50K, Male,1
32431,50.0,<6, <=50K, Female,0
18697,60.0,10, <=50K, Male,0
24457,30.0,>12, <=50K, Male,0
25259,50.0,9, >50K, Male,1
3297,>=70,10, >50K, Male,1
2636,20.0,10, <=50K, Female,0
29731,20.0,10, <=50K, Female,0
14631,20.0,11, <=50K, Female,0
30397,60.0,9, >50K, Male,1
10525,20.0,>12, <=50K, Female,0
23903,30.0,>12, <=50K, Male,0
7178,20.0,9, <=50K, Female,0
18738,50.0,>12, <=50K, Male,0
32064,40.0,>12, <=50K, Female,0
18130,30.0,9, <=50K, Female,0
9838,30.0,>12, <=50K, Female,1
22560,20.0,10, <=50K, Male,0
9401,30.0,>12, <=50K, Female,0
23820,30.0,7, <=50K, Female,0
14975,20.0,10, <=50K, Male,0
8779,30.0,10, <=50K, Male,0
25134,20.0,10, <=50K, Male,0
16405,30.0,9, <=50K, Male,0
21596,20.0,12, <=50K, Male,0
22774,20.0,9, <=50K, Male,0
4898,30.0,>12, >50K, Male,0
726,40.0,9, <=50K, Female,0
19409,20.0,9, <=50K, Male,0
3508,30.0,10, <=50K, Male,0
11806,30.0,9, <=50K, Male,0
9633,60.0,>12, <=50K, Male,0
20275,40.0,10, <=50K, Male,0
1267,50.0,10, <=50K, Male,0
11474,50.0,9, <=50K, Male,0
24986,30.0,>12, <=50K, Female,0
11231,20.0,10, <=50K, Male,0
30110,40.0,>12, >50K, Male,1
26095,40.0,<6, <=50K, Female,0
18626,30.0,9, <=50K, Male,0
17038,30.0,12, <=50K, Female,0
21305,10.0,7, <=50K, Male,0
24549,40.0,10, >50K, Male,1
24609,30.0,8, <=50K, Male,0
4305,40.0,9, <=50K, Male,0
18061,>=70,9, <=50K, Male,0
28420,30.0,10, <=50K, Female,0
9573,30.0,6, <=50K, Male,0
566,40.0,>12, <=50K, Male,0
28999,30.0,10, >50K, Male,1
25568,60.0,10, <=50K, Male,0
14239,50.0,9, <=50K, Male,0
31124,>=70,<6, <=50K, Female,0
13614,20.0,>12, <=50K, Female,0
13329,40.0,10, >50K, Male,1
16783,40.0,>12, <=50K, Male,0
20161,20.0,8, <=50K, Female,0
19995,30.0,9, >50K, Male,1
28399,40.0,9, <=50K, Female,0
20273,30.0,10, >50K, Male,1
19938,30.0,>12, >50K, Male,1
3667,30.0,>12, <=50K, Female,0
21335,40.0,9, <=50K, Male,0
28884,20.0,10, <=50K, Male,0
20859,30.0,<6, <=50K, Female,0
8113,30.0,9, >50K, Male,1
12780,50.0,10, <=50K, Male,0
350,30.0,>12, >50K, Male,0
23033,20.0,9, <=50K, Male,0
28587,40.0,10, <=50K, Male,0
31056,30.0,>12, >50K, Female,1
19795,60.0,>12, <=50K, Male,0
18456,20.0,9, <=50K, Male,0
14346,40.0,>12, >50K, Female,1
8087,30.0,11, <=50K, Male,0
32107,50.0,10, <=50K, Female,0
11152,30.0,>12, >50K, Male,1
12231,30.0,10, >50K, Male,0
30024,40.0,11, <=50K, Male,0
17163,50.0,9, >50K, Male,1
32441,50.0,10, >50K, Male,1
22372,30.0,9, <=50K, Male,0
21332,20.0,9, <=50K, Male,0
11301,30.0,9, >50K, Male,1
26241,40.0,11, <=50K, Male,0
21445,50.0,9, <=50K, Male,0
8402,60.0,>12, >50K, Male,1
19954,30.0,9, <=50K, Male,0
30643,30.0,9, <=50K, Male,0
15103,50.0,9, <=50K, Male,0
27782,40.0,>12, <=50K, Female,0
27381,50.0,9, <=50K, Male,0
10442,20.0,<6, <=50K, Male,0
7038,10.0,11, <=50K, Female,1
2184,60.0,>12, >50K, Male,1
28722,30.0,7, <=50K, Female,0
31334,50.0,11, <=50K, Female,1
1654,40.0,9, >50K, Male,1
6419,40.0,9, >50K, Female,1
15684,60.0,9, <=50K, Male,0
27790,20.0,>12, <=50K, Female,0
27101,30.0,9, <=50K, Male,0
19316,20.0,10, <=50K, Female,0
3331,20.0,9, <=50K, Male,0
838,20.0,>12, <=50K, Male,0
28931,20.0,9, <=50K, Female,0
8218,60.0,9, <=50K, Female,0
18706,>=70,9, <=50K, Male,0
21903,30.0,7, <=50K, Male,0
21446,20.0,9, <=50K, Female,0
1574,40.0,6, <=50K, Male,0
8487,30.0,10, <=50K, Female,0
24090,50.0,9, <=50K, Male,0
12514,30.0,10, <=50K, Female,0
711,30.0,10, <=50K, Female,0
23145,40.0,9, <=50K, Male,0
27882,40.0,10, <=50K, Female,0
4185,60.0,11, <=50K, Male,0
26277,40.0,9, >50K, Male,1
8155,30.0,9, <=50K, Female,0
25254,40.0,9, <=50K, Female,1
18502,20.0,6, <=50K, Male,0
30454,30.0,9, <=50K, Male,0
21803,20.0,10, <=50K, Male,0
20505,40.0,11, <=50K, Male,0
4995,40.0,<6, <=50K, Female,0
23414,30.0,7, <=50K, Female,1
8005,20.0,10, <=50K, Male,0
24848,20.0,>12, <=50K, Male,0
10052,60.0,9, <=50K, Female,0
8736,40.0,10, <=50K, Male,0
25424,50.0,10, >50K, Female,1
31658,10.0,7, <=50K, Female,0
11029,30.0,10, <=50K, Male,0
12216,50.0,>12, >50K, Male,1
4287,40.0,>12, <=50K, Male,0
2675,30.0,9, <=50K, Male,0
22001,20.0,9, <=50K, Male,0
1833,40.0,>12, <=50K, Female,0
3191,50.0,6, <=50K, Female,0
29417,20.0,>12, <=50K, Male,0
16522,20.0,10, <=50K, Female,0
22379,20.0,10, <=50K, Female,0
26169,20.0,10, <=50K, Female,0
29657,50.0,11, >50K, Male,1
19433,50.0,>12, <=50K, Male,0
19381,50.0,9, <=50K, Male,0
25001,20.0,10, <=50K, Male,0
5302,20.0,10, <=50K, Female,0
29120,30.0,11, <=50K, Male,0
14354,20.0,9, <=50K, Female,0
30312,40.0,<6, <=50K, Female,0
27816,30.0,9, >50K, Male,1
7054,20.0,<6, <=50K, Male,0
2865,30.0,9, <=50K, Male,0
9091,50.0,>12, >50K, Male,1
21376,60.0,12, <=50K, Female,1
21812,>=70,11, <=50K, Female,1
22176,20.0,10, <=50K, Male,0
15217,20.0,9, <=50K, Male,0
12447,20.0,9, <=50K, Male,0
4391,30.0,10, <=50K, Male,0
13718,20.0,10, <=50K, Male,0
28823,40.0,9, <=50K, Male,0
20328,60.0,>12, <=50K, Female,0
4264,40.0,>12, >50K, Male,1
