,Age (decade),Education Years,Income,Gender,Income Binary
31479,20.0,>12, <=50K, Female,0
17065,20.0,9, <=50K, Male,0
19187,60.0,>12, >50K, Male,0
21267,30.0,10, <=50K, Male,0
27403,20.0,>12, <=50K, Male,0
12981,10.0,7, <=50K, Male,0
15658,30.0,10, <=50K, Male,0
12514,30.0,10, <=50K, Female,0
10383,30.0,10, <=50K, Male,0
18118,30.0,>12, <=50K, Male,0
20722,30.0,10, <=50K, Male,0
24080,50.0,11, <=50K, Female,1
19407,20.0,>12, <=50K, Female,0
10772,40.0,>12, <=50K, Female,1
7415,20.0,10, <=50K, Male,0
22397,40.0,6, <=50K, Male,0
9567,60.0,9, >50K, Male,1
16041,30.0,11, <=50K, Female,0
11160,20.0,10, <=50K, Male,0
14374,30.0,9, <=50K, Male,0
30840,50.0,9, >50K, Male,1
19623,40.0,10, >50K, Female,1
26850,40.0,9, <=50K, Male,0
22301,40.0,12, >50K, Male,1
1023,30.0,10, <=50K, Male,0
31095,50.0,>12, >50K, Male,1
18550,50.0,9, <=50K, Female,0
32049,30.0,>12, >50K, Male,1
5076,30.0,9, <=50K, Female,0
3886,30.0,12, >50K, Male,1
11619,50.0,12, >50K, Male,1
32477,40.0,8, <=50K, Male,0
25227,20.0,<6, <=50K, Female,1
5565,10.0,7, <=50K, Female,0
13684,40.0,11, <=50K, Male,0
31700,10.0,7, <=50K, Female,0
23079,30.0,9, <=50K, Male,0
5186,60.0,>12, <=50K, Male,0
20182,20.0,7, <=50K, Male,0
24304,30.0,9, <=50K, Male,0
2230,50.0,>12, >50K, Male,1
12944,20.0,9, <=50K, Male,0
29295,50.0,>12, <=50K, Female,1
4754,50.0,9, <=50K, Female,0
8538,20.0,>12, >50K, Female,1
22568,40.0,8, <=50K, Female,0
17114,40.0,9, <=50K, Female,0
6318,20.0,>12, <=50K, Male,0
15835,20.0,9, <=50K, Female,0
20301,20.0,9, <=50K, Male,0
29461,40.0,10, >50K, Male,1
9831,60.0,>12, <=50K, Male,0
23432,30.0,6, <=50K, Male,0
8458,30.0,>12, >50K, Male,1
23217,20.0,9, <=50K, Female,0
3997,30.0,9, <=50K, Male,0
22243,30.0,9, <=50K, Female,0
26260,60.0,10, <=50K, Male,0
19975,30.0,10, <=50K, Male,0
12273,20.0,>12, <=50K, Female,0
30355,20.0,9, <=50K, Female,0
24612,20.0,9, <=50K, Male,0
6800,50.0,10, <=50K, Female,0
27798,40.0,10, <=50K, Male,0
17330,40.0,>12, >50K, Male,1
15720,40.0,9, <=50K, Male,0
1318,40.0,>12, >50K, Male,1
31569,40.0,>12, <=50K, Female,0
15169,30.0,7, <=50K, Male,0
27135,60.0,9, <=50K, Female,0
14747,40.0,9, <=50K, Male,0
11316,60.0,10, <=50K, Female,0
24038,30.0,>12, >50K, Male,0
29919,20.0,11, >50K, Male,1
28396,30.0,>12, <=50K, Female,0
10722,30.0,>12, <=50K, Male,0
14424,30.0,9, <=50K, Male,0
31828,40.0,>12, >50K, Male,1
7655,30.0,12, <=50K, Female,0
18934,50.0,>12, <=50K, Female,1
13351,20.0,12, >50K, Male,1
26464,50.0,8, <=50K, Male,0
13769,20.0,10, >50K, Male,0
4373,30.0,7, <=50K, Male,0
5611,40.0,9, >50K, Female,1
15013,20.0,9, <=50K, Male,0
25122,40.0,9, <=50K, Male,0
24801,20.0,9, <=50K, Male,0
20458,60.0,9, <=50K, Male,0
5226,50.0,9, <=50K, Male,0
26134,40.0,>12, <=50K, Male,0
1838,30.0,10, <=50K, Male,0
21535,20.0,<6, <=50K, Male,0
6570,20.0,10, <=50K, Male,0
6514,40.0,>12, <=50K, Male,0
4222,40.0,10, >50K, Male,1
10911,40.0,9, >50K, Male,1
8528,60.0,10, <=50K, Female,0
7641,30.0,10, >50K, Male,1
10474,30.0,9, <=50K, Male,0
888,50.0,9, <=50K, Male,0
13823,30.0,<6, <=50K, Male,0
6340,40.0,10, <=50K, Female,0
9690,20.0,>12, >50K, Female,1
15543,50.0,>12, >50K, Male,1
1337,40.0,9, >50K, Male,1
21876,30.0,>12, >50K, Male,1
23116,30.0,10, <=50K, Male,0
1514,50.0,>12, >50K, Male,1
24271,60.0,<6, >50K, Male,1
12997,20.0,10, <=50K, Male,0
22262,20.0,9, <=50K, Male,0
16337,30.0,10, >50K, Female,1
3149,50.0,9, <=50K, Male,0
11330,50.0,10, >50K, Female,1
13740,10.0,7, <=50K, Male,0
8393,50.0,10, >50K, Male,1
24897,30.0,9, <=50K, Male,0
7365,20.0,8, <=50K, Male,0
17085,30.0,9, >50K, Male,1
26833,60.0,12, <=50K, Female,1
8537,30.0,9, <=50K, Female,0
16778,40.0,>12, >50K, Male,1
16662,40.0,10, >50K, Male,1
21233,40.0,>12, <=50K, Male,0
2613,10.0,9, <=50K, Male,0
9570,20.0,>12, <=50K, Female,0
11535,40.0,6, <=50K, Male,0
27600,30.0,>12, >50K, Male,1
14433,20.0,11, >50K, Male,1
15209,20.0,>12, <=50K, Male,0
20350,20.0,10, <=50K, Female,0
18240,50.0,>12, >50K, Female,1
9696,40.0,9, <=50K, Female,0
16730,40.0,6, <=50K, Male,0
16839,40.0,10, <=50K, Male,0
8998,50.0,9, <=50K, Male,0
14519,30.0,>12, <=50K, Male,0
6832,40.0,10, <=50K, Female,0
10815,30.0,10, >50K, Male,1
7288,30.0,9, <=50K, Male,0
27170,30.0,>12, <=50K, Female,0
27502,10.0,7, <=50K, Male,0
7101,30.0,9, <=50K, Female,0
30795,30.0,9, <=50K, Male,0
6258,20.0,>12, <=50K, Male,0
16112,50.0,10, <=50K, Female,0
17165,40.0,10, <=50K, Male,0
7484,30.0,9, <=50K, Male,0
5345,30.0,11, <=50K, Male,0
24078,10.0,10, <=50K, Male,0
26817,30.0,10, <=50K, Male,0
27197,20.0,11, <=50K, Female,0
30768,50.0,>12, >50K, Male,1
11649,20.0,10, <=50K, Male,0
4275,40.0,10, <=50K, Male,0
9559,40.0,>12, >50K, Male,1
26377,20.0,12, <=50K, Female,0
9885,60.0,9, <=50K, Male,0
24204,30.0,10, <=50K, Male,0
17170,40.0,>12, <=50K, Male,0
21236,30.0,<6, <=50K, Male,0
4243,20.0,7, <=50K, Male,0
30811,60.0,9, <=50K, Female,0
28010,20.0,10, <=50K, Male,0
6321,20.0,10, <=50K, Male,0
26285,40.0,>12, <=50K, Female,1
13062,20.0,>12, <=50K, Male,0
26469,10.0,6, <=50K, Male,0
18576,20.0,10, <=50K, Female,0
23646,30.0,6, <=50K, Male,0
19218,20.0,10, <=50K, Male,0
28368,>=70,>12, <=50K, Male,0
21164,40.0,10, <=50K, Male,0
11,30.0,>12, >50K, Male,1
29970,20.0,10, <=50K, Female,0
25773,20.0,9, <=50K, Male,0
9978,40.0,9, <=50K, Male,0
11078,40.0,>12, >50K, Male,1
24068,30.0,10, <=50K, Male,0
7204,30.0,10, <=50K, Male,0
7086,10.0,9, <=50K, Male,0
16620,40.0,>12, <=50K, Female,1
20257,20.0,9, >50K, Male,1
18522,50.0,>12, <=50K, Male,0
14562,30.0,12, >50K, Male,1
31047,40.0,>12, <=50K, Male,0
10339,30.0,>12, >50K, Male,1
10048,30.0,9, <=50K, Female,0
93,30.0,9, <=50K, Female,0
11871,40.0,9, <=50K, Male,0
3891,40.0,9, <=50K, Male,0
9574,10.0,7, <=50K, Male,0
5949,20.0,10, <=50K, Female,0
15933,60.0,7, <=50K, Female,1
30843,50.0,10, >50K, Female,1
27269,20.0,9, <=50K, Male,0
26289,30.0,10, >50K, Male,1
26374,20.0,12, <=50K, Male,0
24386,60.0,10, >50K, Male,1
19446,30.0,9, <=50K, Male,0
15878,40.0,>12, >50K, Male,1
2519,30.0,>12, <=50K, Male,0
25518,40.0,10, <=50K, Male,0
13507,20.0,10, <=50K, Male,0
31004,20.0,9, <=50K, Male,0
24165,10.0,9, <=50K, Female,0
7056,30.0,>12, <=50K, Male,0
1583,30.0,9, >50K, Male,1
13015,50.0,>12, >50K, Male,1
20040,20.0,10, <=50K, Male,0
19186,20.0,<6, <=50K, Female,1
23093,20.0,10, <=50K, Male,0
1192,30.0,9, <=50K, Male,0
28768,20.0,9, <=50K, Male,0
28481,50.0,<6, <=50K, Male,0
916,40.0,>12, <=50K, Female,1
9161,30.0,10, <=50K, Female,0
4840,20.0,9, <=50K, Male,0
30894,20.0,10, <=50K, Male,0
14135,20.0,10, <=50K, Male,0
7289,20.0,10, <=50K, Male,0
20576,60.0,>12, <=50K, Male,0
7256,40.0,9, <=50K, Female,0
22584,20.0,9, <=50K, Male,0
29741,50.0,>12, >50K, Male,1
11592,30.0,6, <=50K, Male,0
23406,30.0,9, <=50K, Male,0
5175,40.0,10, >50K, Male,1
13410,20.0,12, >50K, Female,1
21840,50.0,>12, <=50K, Male,0
3605,10.0,7, <=50K, Female,1
14434,20.0,9, <=50K, Male,0
374,40.0,9, <=50K, Male,0
29041,30.0,10, <=50K, Male,0
30484,40.0,11, >50K, Male,1
23622,40.0,>12, <=50K, Male,0
6732,30.0,9, <=50K, Female,0
10724,20.0,>12, <=50K, Female,0
22856,60.0,10, <=50K, Male,0
28524,>=70,6, <=50K, Male,0
30834,10.0,7, <=50K, Male,0
3670,30.0,9, <=50K, Male,0
12061,30.0,9, <=50K, Male,0
21541,20.0,<6, <=50K, Male,0
11135,40.0,>12, <=50K, Female,1
28672,20.0,10, <=50K, Male,0
12831,30.0,>12, >50K, Female,1
11319,10.0,9, <=50K, Male,0
31997,60.0,10, >50K, Male,1
20373,20.0,9, <=50K, Male,0
3211,>=70,<6, <=50K, Male,0
21624,40.0,9, >50K, Male,1
4555,40.0,8, >50K, Male,1
11491,30.0,9, <=50K, Male,0
16847,30.0,8, >50K, Male,1
28123,30.0,<6, >50K, Male,1
521,50.0,9, >50K, Male,1
22188,30.0,10, <=50K, Female,0
20778,30.0,12, <=50K, Male,0
30784,50.0,9, <=50K, Male,0
8240,>=70,10, <=50K, Male,0
5896,20.0,10, <=50K, Female,0
31277,30.0,9, >50K, Male,1
7525,40.0,7, <=50K, Female,0
12243,50.0,9, <=50K, Female,0
27109,40.0,9, <=50K, Male,0
4,20.0,>12, <=50K, Female,0
30642,30.0,>12, <=50K, Male,0
27439,30.0,>12, >50K, Male,1
11878,40.0,10, >50K, Male,1
16243,50.0,>12, <=50K, Male,0
28016,10.0,9, <=50K, Female,0
11451,20.0,9, <=50K, Male,0
13643,30.0,9, <=50K, Male,0
16986,30.0,<6, <=50K, Male,0
30923,20.0,9, <=50K, Male,0
13682,50.0,6, >50K, Male,1
8718,20.0,>12, <=50K, Male,0
8527,20.0,10, <=50K, Female,0
25866,50.0,10, <=50K, Male,0
21890,20.0,>12, <=50K, Female,0
29418,30.0,<6, <=50K, Male,0
28862,20.0,10, <=50K, Female,0
7234,50.0,9, <=50K, Female,0
28660,20.0,9, <=50K, Male,0
23574,20.0,10, <=50K, Female,0
4000,60.0,>12, <=50K, Male,0
17378,30.0,>12, <=50K, Male,0
26768,30.0,9, <=50K, Female,0
30430,20.0,12, >50K, Male,1
8008,20.0,9, <=50K, Male,0
6350,30.0,10, <=50K, Female,0
10103,20.0,10, <=50K, Male,0
5270,30.0,9, <=50K, Male,0
22772,30.0,8, <=50K, Female,0
4892,20.0,12, <=50K, Female,0
687,40.0,>12, <=50K, Female,1
12100,50.0,9, <=50K, Male,0
25625,20.0,9, >50K, Male,0
20455,20.0,<6, <=50K, Male,0
23489,40.0,7, >50K, Male,1
21099,20.0,9, <=50K, Male,0
3098,40.0,10, <=50K, Female,1
20517,40.0,9, <=50K, Male,0
22804,40.0,>12, <=50K, Female,1
1247,40.0,9, <=50K, Male,0
24749,40.0,10, >50K, Male,1
27662,50.0,9, >50K, Male,1
30277,30.0,10, >50K, Female,1
9516,30.0,9, >50K, Male,0
1383,10.0,10, <=50K, Male,0
10247,20.0,9, <=50K, Male,0
20226,40.0,9, >50K, Male,1
23281,30.0,>12, <=50K, Female,0
22392,40.0,9, <=50K, Male,0
5281,10.0,10, <=50K, Male,0
1876,40.0,10, >50K, Male,1
10333,40.0,>12, <=50K, Female,0
5542,40.0,>12, >50K, Female,1
12631,30.0,10, <=50K, Male,0
18538,30.0,>12, >50K, Male,1
21417,10.0,10, <=50K, Female,1
7839,30.0,<6, <=50K, Male,0
4962,30.0,12, <=50K, Male,0
5627,30.0,10, <=50K, Female,0
25850,40.0,>12, >50K, Male,1
29504,40.0,>12, >50K, Male,0
11580,>=70,9, <=50K, Male,0
11843,20.0,9, <=50K, Male,0
12367,20.0,9, <=50K, Male,0
29897,10.0,6, <=50K, Male,0
28097,20.0,9, <=50K, Male,0
16878,30.0,10, <=50K, Male,0
16678,40.0,10, <=50K, Male,0
989,50.0,10, <=50K, Female,0
27646,40.0,10, >50K, Male,1
16496,50.0,>12, >50K, Male,1
18257,20.0,6, <=50K, Male,0
24292,20.0,9, <=50K, Female,0
2581,40.0,<6, <=50K, Female,0
603,40.0,<6, <=50K, Male,0
17888,40.0,9, <=50K, Female,1
32418,20.0,>12, <=50K, Female,0
52,40.0,>12, >50K, Female,1
12431,40.0,9, <=50K, Male,0
28225,30.0,>12, <=50K, Female,0
22908,30.0,10, <=50K, Female,0
24997,30.0,9, <=50K, Female,0
10363,60.0,9, <=50K, Female,0
15637,40.0,10, <=50K, Male,0
17335,30.0,10, >50K, Male,0
6362,50.0,>12, <=50K, Male,0
5793,40.0,10, >50K, Male,1
18917,40.0,10, >50K, Male,0
4601,40.0,7, <=50K, Female,0
9428,30.0,9, <=50K, Male,0
24437,30.0,10, <=50K, Female,0
31711,60.0,9, <=50K, Male,0
22349,20.0,10, <=50K, Male,0
31317,20.0,10, <=50K, Female,0
23096,20.0,10, <=50K, Male,0
19869,30.0,9, <=50K, Female,0
2305,30.0,>12, >50K, Female,1
1706,50.0,9, >50K, Male,1
6329,20.0,10, <=50K, Female,0
8605,20.0,10, <=50K, Male,0
23139,20.0,9, <=50K, Male,0
18304,30.0,9, >50K, Male,0
21762,60.0,9, <=50K, Female,0
2432,30.0,>12, <=50K, Male,0
16539,30.0,>12, >50K, Male,1
21582,30.0,9, >50K, Male,0
31026,20.0,10, <=50K, Male,0
8643,40.0,10, >50K, Male,0
5009,>=70,<6, <=50K, Male,0
29333,20.0,>12, <=50K, Male,0
328,50.0,9, <=50K, Male,0
22638,20.0,11, <=50K, Female,0
14024,20.0,10, <=50K, Female,0
25995,60.0,>12, >50K, Male,1
16035,30.0,9, <=50K, Female,0
18034,30.0,9, <=50K, Male,0
6870,30.0,>12, >50K, Female,1
25458,20.0,12, <=50K, Female,0
17019,20.0,>12, <=50K, Female,0
17900,50.0,9, <=50K, Male,0
23623,50.0,10, <=50K, Female,0
29928,40.0,>12, <=50K, Male,0
12147,10.0,6, <=50K, Male,0
24570,30.0,>12, <=50K, Female,0
4839,20.0,11, <=50K, Female,0
29397,50.0,>12, >50K, Male,1
2876,20.0,<6, <=50K, Male,0
28327,30.0,10, <=50K, Male,0
25023,40.0,>12, >50K, Male,1
14319,10.0,7, <=50K, Male,0
10376,40.0,9, <=50K, Male,0
4487,20.0,10, <=50K, Male,0
12260,30.0,9, <=50K, Male,0
9202,30.0,9, <=50K, Female,0
5521,30.0,11, >50K, Male,0
3565,40.0,10, <=50K, Female,0
14558,40.0,>12, >50K, Female,1
15516,60.0,10, <=50K, Female,1
5263,20.0,10, <=50K, Female,0
26545,30.0,>12, >50K, Male,1
22679,40.0,9, <=50K, Male,0
3191,50.0,<6, <=50K, Female,0
16155,20.0,10, <=50K, Female,0
15674,30.0,11, <=50K, Female,0
19668,30.0,9, <=50K, Male,0
18765,20.0,9, <=50K, Male,0
6758,40.0,>12, >50K, Male,0
17103,30.0,9, <=50K, Female,0
5029,10.0,9, <=50K, Female,0
25656,20.0,8, <=50K, Male,0
21309,40.0,<6, <=50K, Male,0
25175,40.0,9, <=50K, Male,0
24075,20.0,>12, <=50K, Male,0
15149,20.0,>12, <=50K, Female,0
5446,10.0,6, <=50K, Male,0
10390,60.0,9, <=50K, Male,0
3528,10.0,6, <=50K, Male,0
2563,50.0,9, <=50K, Female,0
27772,30.0,>12, >50K, Female,1
23307,30.0,>12, <=50K, Female,0
27097,30.0,11, <=50K, Female,0
23354,>=70,>12, >50K, Male,1
26403,20.0,9, <=50K, Male,0
16594,50.0,<6, <=50K, Male,0
22236,30.0,12, <=50K, Male,0
25096,20.0,9, <=50K, Female,0
1432,30.0,11, >50K, Male,1
15702,10.0,9, <=50K, Female,0
13295,>=70,<6, <=50K, Male,0
1397,50.0,>12, <=50K, Male,0
15664,40.0,>12, >50K, Male,1
6561,20.0,>12, >50K, Male,1
5624,20.0,>12, >50K, Female,1
27973,50.0,>12, >50K, Male,1
16461,50.0,10, <=50K, Male,0
14210,50.0,>12, >50K, Male,1
29531,40.0,>12, <=50K, Female,0
2934,20.0,>12, <=50K, Male,0
13624,10.0,>12, <=50K, Female,1
8469,20.0,10, <=50K, Male,0
17704,10.0,>12, <=50K, Female,1
7436,20.0,10, <=50K, Female,0
1463,30.0,9, >50K, Male,1
13283,40.0,10, >50K, Male,1
19162,40.0,<6, <=50K, Male,0
6272,30.0,10, <=50K, Female,0
25351,50.0,<6, <=50K, Male,0
2149,20.0,10, <=50K, Male,0
19841,50.0,11, <=50K, Female,0
29140,30.0,10, <=50K, Female,0
9605,20.0,>12, >50K, Male,1
27119,50.0,>12, <=50K, Female,1
20378,30.0,10, <=50K, Male,0
15849,40.0,9, <=50K, Female,0
11974,50.0,>12, >50K, Male,1
5981,40.0,9, <=50K, Male,0
1571,40.0,12, >50K, Male,1
31586,40.0,9, <=50K, Female,0
21748,30.0,9, <=50K, Male,0
32345,10.0,8, <=50K, Male,0
18660,50.0,>12, >50K, Male,1
15935,30.0,9, <=50K, Male,0
24805,20.0,>12, <=50K, Female,0
18599,20.0,9, <=50K, Male,0
21371,30.0,>12, <=50K, Male,0
25436,50.0,>12, >50K, Male,1
9669,40.0,9, <=50K, Male,0
10852,30.0,10, <=50K, Female,0
28046,30.0,9, <=50K, Male,0
11345,20.0,>12, >50K, Male,1
12253,20.0,10, <=50K, Female,0
22339,30.0,<6, <=50K, Male,0
17787,50.0,>12, >50K, Male,0
25257,40.0,9, <=50K, Male,0
18359,20.0,>12, <=50K, Male,0
179,30.0,>12, <=50K, Male,0
6101,20.0,>12, >50K, Male,1
1562,>=70,>12, >50K, Female,1
15475,40.0,9, >50K, Male,1
28213,20.0,9, <=50K, Male,0
25597,60.0,7, <=50K, Male,0
17891,20.0,9, <=50K, Female,0
27122,30.0,10, >50K, Female,1
13333,20.0,>12, <=50K, Female,0
20760,40.0,9, <=50K, Male,0
113,20.0,10, <=50K, Female,0
12251,40.0,>12, >50K, Male,1
15010,20.0,9, <=50K, Female,0
27518,60.0,10, >50K, Female,1
12662,30.0,12, <=50K, Male,0
7828,40.0,>12, <=50K, Female,0
2950,20.0,>12, >50K, Male,1
10308,20.0,10, <=50K, Male,0
13084,20.0,6, <=50K, Female,0
23189,50.0,8, <=50K, Male,0
4215,50.0,>12, >50K, Female,1
8861,40.0,10, <=50K, Female,0
24733,20.0,10, <=50K, Male,0
12328,30.0,9, <=50K, Female,0
27906,30.0,12, >50K, Male,1
25883,30.0,9, <=50K, Male,0
7937,10.0,10, <=50K, Female,0
13833,20.0,10, <=50K, Female,0
5346,20.0,10, <=50K, Male,0
19543,20.0,>12, >50K, Male,0
7963,10.0,10, <=50K, Female,0
16333,50.0,>12, <=50K, Female,0
6001,40.0,7, <=50K, Female,0
29096,30.0,9, <=50K, Female,0
31773,20.0,>12, >50K, Female,1
18938,40.0,10, >50K, Male,1
23721,20.0,>12, >50K, Male,1
20083,50.0,9, <=50K, Male,0
4372,20.0,10, <=50K, Female,0
18721,10.0,8, <=50K, Female,0
16389,30.0,>12, <=50K, Male,0
27478,60.0,9, <=50K, Male,0
18314,50.0,9, >50K, Male,1
24609,30.0,7, <=50K, Male,0
26573,20.0,9, <=50K, Female,0
10230,20.0,10, >50K, Male,1
26230,50.0,9, >50K, Male,0
10065,>=70,>12, >50K, Male,1
28449,60.0,10, <=50K, Female,1
20935,20.0,11, <=50K, Female,0
9906,30.0,>12, >50K, Male,0
30757,40.0,10, <=50K, Male,0
26963,50.0,11, >50K, Female,1
2552,50.0,10, <=50K, Male,0
22825,30.0,10, <=50K, Female,0
10873,40.0,9, <=50K, Female,0
11053,30.0,>12, <=50K, Male,0
11599,20.0,10, <=50K, Male,0
30664,50.0,9, <=50K, Male,0
8465,20.0,9, <=50K, Female,0
4119,20.0,9, <=50K, Male,0
12313,60.0,>12, <=50K, Female,1
25863,20.0,9, <=50K, Female,0
26690,40.0,9, <=50K, Male,0
26024,30.0,10, <=50K, Male,0
7297,60.0,9, <=50K, Male,0
24224,20.0,9, <=50K, Male,0
28576,40.0,10, <=50K, Female,0
29321,30.0,9, <=50K, Female,0
20134,30.0,>12, >50K, Male,1
19055,50.0,9, <=50K, Female,0
12948,30.0,>12, >50K, Male,1
11140,10.0,7, <=50K, Male,0
23861,30.0,10, <=50K, Male,0
28416,30.0,<6, <=50K, Male,0
8379,60.0,6, <=50K, Male,0
12843,50.0,>12, <=50K, Female,0
25124,20.0,10, <=50K, Female,0
23644,40.0,9, <=50K, Male,0
19459,50.0,9, >50K, Male,1
18002,20.0,9, <=50K, Male,0
30788,60.0,>12, >50K, Male,1
27883,60.0,<6, <=50K, Female,1
16239,40.0,10, <=50K, Male,0
15210,20.0,10, <=50K, Male,0
3581,30.0,10, <=50K, Male,0
26924,20.0,9, <=50K, Female,0
24211,>=70,10, <=50K, Female,0
3703,20.0,10, <=50K, Male,0
19822,20.0,11, >50K, Male,1
10935,40.0,10, >50K, Male,0
1937,30.0,>12, <=50K, Female,0
3727,30.0,12, >50K, Female,1
5471,60.0,9, <=50K, Male,0
4285,50.0,9, >50K, Male,1
10253,10.0,6, <=50K, Male,0
19546,20.0,8, <=50K, Male,0
15909,50.0,>12, >50K, Male,1
5350,10.0,9, <=50K, Male,0
715,40.0,10, <=50K, Female,0
29974,40.0,>12, <=50K, Female,1
17855,40.0,>12, >50K, Female,1
12971,10.0,7, <=50K, Female,0
25150,30.0,>12, >50K, Male,1
4400,30.0,7, <=50K, Female,0
4631,10.0,10, <=50K, Male,0
27807,20.0,10, <=50K, Male,0
31406,20.0,>12, >50K, Male,1
9754,40.0,<6, <=50K, Male,0
4998,20.0,9, <=50K, Male,0
12091,20.0,10, <=50K, Female,0
32028,40.0,>12, >50K, Male,1
27635,40.0,>12, >50K, Male,1
22959,30.0,7, <=50K, Male,0
11414,40.0,9, <=50K, Male,0
7542,20.0,7, <=50K, Male,0
23174,40.0,<6, <=50K, Male,0
7747,20.0,10, <=50K, Male,0
1683,50.0,9, <=50K, Female,0
18188,30.0,9, <=50K, Male,0
9548,40.0,9, <=50K, Female,0
26635,50.0,10, <=50K, Male,0
19316,20.0,10, <=50K, Female,0
10368,40.0,10, >50K, Female,1
8497,30.0,>12, >50K, Female,1
1095,20.0,>12, <=50K, Male,0
28154,30.0,9, <=50K, Male,0
5331,50.0,>12, <=50K, Male,0
8509,20.0,10, <=50K, Male,0
15319,20.0,10, <=50K, Male,0
31130,50.0,>12, >50K, Male,1
18802,30.0,9, <=50K, Male,0
12330,50.0,<6, <=50K, Male,0
22827,40.0,>12, >50K, Male,1
11267,40.0,9, <=50K, Female,0
31225,20.0,9, <=50K, Male,0
21957,20.0,>12, <=50K, Male,0
30709,20.0,10, <=50K, Male,0
6764,30.0,9, >50K, Male,1
8624,30.0,>12, <=50K, Female,1
377,30.0,10, <=50K, Male,0
10232,20.0,9, <=50K, Female,0
11942,20.0,10, <=50K, Male,0
3574,60.0,>12, >50K, Male,1
2530,20.0,10, <=50K, Female,0
28674,20.0,11, <=50K, Male,0
11487,50.0,11, <=50K, Female,1
25460,30.0,10, >50K, Male,0
22994,40.0,<6, <=50K, Male,0
4935,40.0,9, >50K, Male,1
15957,20.0,10, <=50K, Female,0
1483,20.0,9, <=50K, Male,0
22652,30.0,10, <=50K, Female,0
23925,40.0,>12, >50K, Female,1
20733,20.0,12, <=50K, Female,0
1766,20.0,9, <=50K, Male,0
5122,30.0,9, <=50K, Male,0
11498,30.0,>12, <=50K, Male,0
13414,40.0,>12, >50K, Male,0
20325,20.0,7, <=50K, Male,0
1139,40.0,<6, <=50K, Male,0
15894,20.0,9, <=50K, Male,0
20243,30.0,>12, >50K, Male,1
26466,30.0,11, <=50K, Male,0
31754,20.0,>12, <=50K, Female,0
5448,30.0,9, <=50K, Male,0
24773,20.0,12, <=50K, Male,0
32027,40.0,>12, >50K, Female,1
15161,30.0,>12, >50K, Male,1
18874,40.0,9, <=50K, Female,0
8244,30.0,6, <=50K, Male,0
21927,30.0,11, >50K, Female,1
128,30.0,9, <=50K, Male,0
15252,50.0,>12, <=50K, Female,1
20665,20.0,9, <=50K, Male,0
32172,30.0,12, <=50K, Female,1
14617,30.0,>12, >50K, Male,1
16952,20.0,9, <=50K, Female,0
31482,40.0,9, <=50K, Male,0
7043,40.0,>12, >50K, Female,1
19826,20.0,10, <=50K, Female,0
11364,40.0,10, <=50K, Male,0
30806,20.0,>12, <=50K, Male,0
3087,40.0,9, <=50K, Female,0
25938,10.0,10, <=50K, Male,0
16765,30.0,>12, >50K, Male,1
21943,10.0,6, <=50K, Female,0
3125,50.0,>12, >50K, Male,0
24707,40.0,10, <=50K, Female,0
251,40.0,>12, <=50K, Female,0
9451,30.0,9, <=50K, Male,0
30330,20.0,9, >50K, Male,1
7216,10.0,9, <=50K, Male,0
14111,30.0,10, <=50K, Male,0
17371,30.0,9, <=50K, Male,0
13365,10.0,10, <=50K, Female,0
958,30.0,>12, >50K, Male,0
31467,>=70,10, <=50K, Female,0
21645,40.0,10, <=50K, Female,0
8243,20.0,9, >50K, Male,1
27378,60.0,9, >50K, Male,1
10101,20.0,7, <=50K, Male,0
26126,30.0,6, <=50K, Female,0
30426,50.0,>12, >50K, Male,1
31427,30.0,>12, <=50K, Female,0
19690,30.0,10, <=50K, Female,0
3339,30.0,9, <=50K, Female,0
6243,40.0,11, <=50K, Female,0
12255,40.0,>12, >50K, Male,1
13683,30.0,9, <=50K, Male,0
15810,30.0,9, <=50K, Male,0
3752,40.0,9, <=50K, Male,0
25445,50.0,9, <=50K, Male,0
9628,20.0,9, <=50K, Female,0
32476,30.0,9, <=50K, Male,0
22195,40.0,>12, <=50K, Male,0
2706,20.0,9, <=50K, Male,0
28115,30.0,10, >50K, Male,1
26578,30.0,9, <=50K, Female,0
10163,20.0,9, <=50K, Male,0
15372,50.0,10, <=50K, Male,0
27463,10.0,7, <=50K, Female,0
5138,40.0,10, <=50K, Male,0
22210,50.0,>12, >50K, Male,1
3617,30.0,9, <=50K, Male,0
24417,20.0,10, <=50K, Female,0
13860,20.0,12, <=50K, Male,0
7762,20.0,9, <=50K, Male,0
5924,40.0,>12, <=50K, Male,0
7920,40.0,<6, <=50K, Male,0
23647,40.0,10, <=50K, Female,0
28931,20.0,9, <=50K, Female,0
23313,50.0,12, >50K, Male,1
22528,30.0,9, <=50K, Male,0
27998,30.0,>12, <=50K, Female,0
7386,30.0,10, <=50K, Female,0
19855,30.0,10, <=50K, Female,0
22999,20.0,>12, <=50K, Male,0
4580,20.0,9, <=50K, Male,0
13836,30.0,>12, >50K, Male,1
20252,30.0,>12, >50K, Male,0
3660,50.0,9, <=50K, Male,0
16036,20.0,>12, <=50K, Female,0
7497,40.0,>12, >50K, Male,1
2661,30.0,9, <=50K, Male,0
18416,20.0,10, <=50K, Male,0
26069,40.0,10, >50K, Female,1
19999,30.0,9, >50K, Male,1
3426,30.0,12, <=50K, Male,0
31916,10.0,<6, <=50K, Male,0
12166,50.0,9, <=50K, Male,0
13890,40.0,9, <=50K, Male,0
