,Age (decade),Education Years,Income,Gender,Income Binary
30221,20.0,8, <=50K, Female,0
22044,50.0,10, <=50K, Female,0
27220,30.0,>12, >50K, Male,1
264,20.0,7, <=50K, Male,0
27372,20.0,10, <=50K, Female,0
19492,>=70,>12, <=50K, Male,0
17655,20.0,9, <=50K, Female,0
7454,30.0,7, <=50K, Male,0
498,20.0,10, <=50K, Female,0
9272,20.0,10, <=50K, Female,0
30735,40.0,>12, >50K, Female,1
32431,50.0,<6, <=50K, Female,0
29436,10.0,7, <=50K, Male,0
8980,40.0,7, <=50K, Male,0
10194,10.0,9, <=50K, Male,0
9563,20.0,>12, <=50K, Male,0
21318,10.0,10, <=50K, Female,0
14484,20.0,9, <=50K, Female,0
3234,30.0,9, <=50K, Female,0
24150,30.0,>12, <=50K, Male,0
27623,20.0,11, <=50K, Female,0
1690,20.0,9, <=50K, Female,0
1264,20.0,10, <=50K, Male,0
5675,30.0,>12, <=50K, Female,0
12338,40.0,>12, >50K, Male,1
6787,30.0,>12, >50K, Male,1
21534,10.0,8, <=50K, Male,0
26162,20.0,10, <=50K, Female,0
31704,40.0,9, <=50K, Male,0
27227,50.0,6, <=50K, Male,0
22447,40.0,9, >50K, Male,1
20234,60.0,9, <=50K, Female,0
2615,>=70,>12, <=50K, Female,0
12203,20.0,10, <=50K, Female,0
11111,20.0,>12, >50K, Male,1
22658,50.0,9, <=50K, Female,0
7180,20.0,>12, <=50K, Male,0
19536,40.0,10, <=50K, Male,0
28045,20.0,12, <=50K, Female,0
3053,30.0,9, <=50K, Male,0
22778,20.0,10, <=50K, Female,0
18102,50.0,10, <=50K, Male,0
19562,50.0,6, <=50K, Female,0
2626,50.0,9, >50K, Male,1
30636,20.0,>12, <=50K, Female,0
20135,30.0,11, >50K, Female,1
29137,20.0,>12, <=50K, Male,0
31133,30.0,10, <=50K, Male,0
32119,40.0,10, >50K, Male,1
24457,30.0,>12, <=50K, Male,0
7845,30.0,10, <=50K, Female,0
16450,40.0,9, <=50K, Female,0
31745,50.0,>12, >50K, Male,1
9164,>=70,>12, <=50K, Male,0
29426,40.0,>12, >50K, Male,1
7563,40.0,10, <=50K, Female,0
2190,50.0,7, >50K, Male,1
1354,50.0,<6, <=50K, Male,0
2621,20.0,>12, <=50K, Male,0
250,40.0,>12, >50K, Female,1
21443,30.0,9, <=50K, Male,0
23960,30.0,9, <=50K, Male,0
29289,30.0,12, >50K, Male,1
16158,30.0,7, <=50K, Female,0
7287,30.0,9, >50K, Male,1
25747,20.0,9, <=50K, Male,0
28996,40.0,9, >50K, Female,1
8317,10.0,9, <=50K, Female,0
698,30.0,>12, <=50K, Female,0
4154,30.0,>12, >50K, Male,1
9617,60.0,10, <=50K, Male,0
29444,20.0,9, <=50K, Male,0
29479,30.0,9, <=50K, Male,0
6589,20.0,10, <=50K, Female,0
30082,60.0,9, <=50K, Female,0
13889,30.0,9, <=50K, Male,0
10272,50.0,9, <=50K, Female,0
27270,40.0,9, <=50K, Female,0
22525,30.0,9, <=50K, Male,0
8856,30.0,9, >50K, Male,1
18602,20.0,9, >50K, Female,1
3425,20.0,12, <=50K, Male,0
27024,60.0,<6, <=50K, Female,0
22134,20.0,10, <=50K, Female,0
17018,40.0,>12, >50K, Male,1
24996,10.0,9, <=50K, Male,0
25802,60.0,>12, >50K, Male,1
10930,50.0,6, <=50K, Male,0
4111,40.0,10, <=50K, Male,0
15075,50.0,>12, >50K, Male,1
27229,50.0,9, <=50K, Male,0
1696,40.0,9, <=50K, Female,0
10780,50.0,9, <=50K, Female,0
23239,20.0,7, <=50K, Female,0
3677,50.0,>12, >50K, Female,1
3073,20.0,9, <=50K, Male,0
4771,30.0,9, <=50K, Male,0
21453,30.0,>12, >50K, Female,1
15931,20.0,>12, <=50K, Male,0
32181,40.0,>12, >50K, Male,1
30850,30.0,9, <=50K, Male,0
19254,50.0,>12, >50K, Female,1
18018,20.0,>12, <=50K, Female,0
616,30.0,9, <=50K, Male,0
20254,60.0,9, <=50K, Female,0
20691,30.0,9, <=50K, Female,0
31442,50.0,10, >50K, Female,1
23918,20.0,8, <=50K, Female,0
23099,20.0,6, <=50K, Female,0
2499,20.0,9, <=50K, Male,0
30388,30.0,12, <=50K, Male,0
17549,40.0,9, <=50K, Female,0
20636,20.0,9, <=50K, Male,0
6493,50.0,9, <=50K, Female,0
22474,30.0,7, <=50K, Male,0
2179,50.0,>12, >50K, Male,1
28271,40.0,9, <=50K, Female,0
10783,10.0,6, <=50K, Female,0
14796,40.0,>12, >50K, Male,1
14003,40.0,10, >50K, Male,1
6776,20.0,10, <=50K, Male,0
22460,40.0,9, <=50K, Male,0
25331,30.0,10, <=50K, Male,0
30586,40.0,12, <=50K, Female,0
14419,30.0,11, <=50K, Male,0
7602,60.0,9, <=50K, Male,0
27007,60.0,11, >50K, Male,1
24356,60.0,>12, >50K, Male,1
1327,50.0,9, >50K, Female,1
25599,30.0,10, <=50K, Male,0
7204,30.0,10, <=50K, Male,0
27984,20.0,>12, <=50K, Female,0
20543,30.0,>12, >50K, Male,1
229,60.0,9, <=50K, Female,0
11357,20.0,9, <=50K, Female,0
21014,50.0,>12, >50K, Male,1
9137,60.0,7, <=50K, Male,0
17992,40.0,9, <=50K, Female,0
20148,40.0,>12, <=50K, Male,0
4380,30.0,>12, >50K, Male,1
1072,30.0,9, >50K, Male,1
7166,30.0,9, <=50K, Male,0
8214,60.0,9, <=50K, Male,0
6266,30.0,9, <=50K, Male,0
17866,20.0,9, <=50K, Female,0
16725,20.0,10, <=50K, Female,0
27736,40.0,10, >50K, Female,1
11332,20.0,9, <=50K, Male,0
3290,30.0,7, >50K, Female,1
13325,30.0,12, <=50K, Male,0
21774,20.0,10, <=50K, Female,0
11872,30.0,9, <=50K, Female,0
25212,50.0,10, <=50K, Male,0
21171,30.0,11, <=50K, Female,0
26776,10.0,10, <=50K, Male,0
150,40.0,10, <=50K, Female,0
12551,20.0,>12, <=50K, Female,0
15605,30.0,6, <=50K, Male,0
20511,30.0,6, <=50K, Male,0
6414,30.0,>12, >50K, Male,1
5211,40.0,6, >50K, Male,1
19093,40.0,10, <=50K, Male,0
374,40.0,9, <=50K, Male,0
10313,60.0,9, <=50K, Male,0
28048,20.0,10, <=50K, Female,0
17960,20.0,9, <=50K, Female,0
25548,50.0,11, >50K, Male,1
24714,10.0,9, <=50K, Female,0
31540,60.0,9, <=50K, Male,0
17958,30.0,9, <=50K, Female,0
20120,60.0,>12, >50K, Female,1
5268,20.0,>12, <=50K, Female,0
6783,10.0,7, <=50K, Male,0
24131,40.0,>12, >50K, Male,1
9597,60.0,9, <=50K, Female,0
7040,50.0,7, <=50K, Female,0
20217,30.0,>12, <=50K, Female,0
16036,20.0,>12, <=50K, Female,0
5303,10.0,10, <=50K, Female,0
25923,40.0,10, <=50K, Male,0
27551,20.0,9, <=50K, Male,0
19472,60.0,9, <=50K, Female,0
8136,10.0,9, <=50K, Male,0
32499,20.0,9, <=50K, Male,0
1491,20.0,9, <=50K, Female,0
11554,30.0,>12, >50K, Male,1
2262,40.0,11, <=50K, Female,0
14491,60.0,10, >50K, Male,1
18985,40.0,>12, <=50K, Female,0
19290,20.0,9, <=50K, Female,0
11539,40.0,9, >50K, Male,1
24694,10.0,7, <=50K, Female,0
25371,30.0,10, <=50K, Male,0
26031,30.0,>12, >50K, Female,1
31400,50.0,>12, <=50K, Male,0
23290,40.0,>12, >50K, Male,1
16037,20.0,9, <=50K, Male,0
28560,60.0,<6, <=50K, Male,0
5425,30.0,>12, >50K, Male,1
25171,20.0,6, <=50K, Male,0
13472,20.0,7, <=50K, Female,0
20852,20.0,9, <=50K, Male,0
7351,30.0,9, >50K, Male,1
25275,50.0,<6, >50K, Male,1
27891,50.0,9, <=50K, Male,0
17200,50.0,>12, >50K, Male,1
19782,40.0,10, <=50K, Female,0
22180,40.0,>12, <=50K, Male,0
14480,60.0,10, <=50K, Female,0
4385,60.0,10, <=50K, Male,0
6393,30.0,<6, <=50K, Female,0
11588,40.0,10, <=50K, Female,0
26758,30.0,10, <=50K, Male,0
32465,60.0,9, <=50K, Female,0
11504,20.0,9, <=50K, Male,0
11792,30.0,9, <=50K, Male,0
28121,20.0,9, <=50K, Male,0
29194,30.0,>12, <=50K, Female,0
14204,50.0,9, >50K, Male,1
4283,60.0,9, <=50K, Male,0
7489,20.0,>12, <=50K, Male,0
2219,50.0,9, <=50K, Female,0
121,40.0,>12, <=50K, Male,0
16532,10.0,7, <=50K, Female,0
25804,30.0,10, <=50K, Male,0
23206,20.0,9, <=50K, Male,0
1738,40.0,>12, >50K, Male,1
12655,30.0,9, >50K, Male,1
18072,30.0,>12, <=50K, Male,0
15097,20.0,>12, <=50K, Female,0
11281,10.0,7, <=50K, Female,0
32129,40.0,10, >50K, Male,1
21391,30.0,9, <=50K, Male,0
5600,40.0,9, >50K, Male,1
26425,20.0,8, <=50K, Male,0
30584,10.0,9, <=50K, Female,0
24717,20.0,9, <=50K, Female,0
16687,20.0,10, <=50K, Male,0
26028,30.0,9, <=50K, Female,0
15521,50.0,>12, <=50K, Male,0
2758,40.0,10, <=50K, Male,0
21823,30.0,10, <=50K, Male,0
23363,20.0,7, <=50K, Male,0
29832,40.0,11, >50K, Male,1
12108,30.0,>12, <=50K, Male,0
17668,40.0,8, <=50K, Male,0
29413,50.0,<6, <=50K, Male,0
11883,40.0,<6, <=50K, Male,0
526,40.0,>12, >50K, Male,1
8030,30.0,>12, <=50K, Male,0
32550,40.0,10, <=50K, Male,0
18785,30.0,9, <=50K, Male,0
6270,50.0,10, <=50K, Male,0
11807,40.0,10, >50K, Female,1
26614,30.0,10, >50K, Male,1
9343,20.0,10, <=50K, Male,0
5444,40.0,>12, <=50K, Male,0
27107,60.0,7, <=50K, Male,0
14891,20.0,>12, <=50K, Female,0
22148,20.0,10, <=50K, Male,0
20488,30.0,9, >50K, Female,1
27311,40.0,<6, <=50K, Male,0
13535,50.0,9, >50K, Male,1
19407,20.0,>12, <=50K, Female,0
4019,20.0,12, <=50K, Male,0
9986,40.0,>12, <=50K, Male,0
18023,60.0,>12, <=50K, Male,0
23361,40.0,9, >50K, Male,1
17055,20.0,10, <=50K, Male,0
24543,20.0,>12, <=50K, Female,0
32136,30.0,>12, <=50K, Female,0
1186,50.0,10, <=50K, Female,0
22167,30.0,<6, <=50K, Female,0
15915,20.0,12, >50K, Female,1
20127,30.0,9, >50K, Male,1
8598,20.0,9, <=50K, Male,0
9418,50.0,>12, >50K, Male,1
32447,10.0,6, <=50K, Male,0
14346,40.0,>12, >50K, Female,1
12635,40.0,>12, <=50K, Male,0
3410,40.0,>12, >50K, Male,1
16238,50.0,10, >50K, Male,1
10748,30.0,12, <=50K, Male,0
17874,20.0,10, <=50K, Male,0
6571,20.0,>12, <=50K, Male,0
25609,20.0,10, <=50K, Female,0
440,20.0,>12, <=50K, Male,0
22668,40.0,>12, >50K, Male,1
6446,40.0,9, <=50K, Female,0
13921,>=70,10, >50K, Male,1
3820,20.0,>12, <=50K, Male,0
12544,40.0,9, <=50K, Female,0
5194,30.0,9, >50K, Male,1
32182,50.0,9, <=50K, Male,0
9791,50.0,9, <=50K, Male,0
4161,30.0,<6, <=50K, Male,0
25937,20.0,>12, <=50K, Female,0
13155,10.0,6, <=50K, Female,0
4566,30.0,10, >50K, Male,1
22754,>=70,9, <=50K, Male,0
13192,30.0,>12, <=50K, Male,0
29178,20.0,10, <=50K, Male,0
6398,20.0,11, <=50K, Female,0
9197,40.0,>12, >50K, Male,1
29587,50.0,>12, >50K, Male,1
23227,40.0,6, <=50K, Female,0
8313,20.0,9, <=50K, Male,0
11017,50.0,10, >50K, Male,1
32168,20.0,9, <=50K, Female,0
2712,20.0,9, <=50K, Male,0
27973,50.0,>12, >50K, Male,1
14543,40.0,9, <=50K, Male,0
21065,30.0,10, >50K, Male,1
30808,20.0,9, <=50K, Female,0
7096,40.0,>12, <=50K, Male,0
8374,40.0,10, <=50K, Male,0
31805,10.0,10, <=50K, Male,0
22106,20.0,10, <=50K, Male,0
11880,20.0,>12, <=50K, Male,0
546,50.0,6, <=50K, Female,0
11610,30.0,9, >50K, Male,1
3526,20.0,10, <=50K, Male,0
13019,40.0,9, <=50K, Female,0
5586,30.0,11, <=50K, Male,0
11474,50.0,9, <=50K, Male,0
10531,60.0,9, <=50K, Female,0
25402,10.0,10, <=50K, Male,0
10587,30.0,10, <=50K, Female,0
11477,30.0,6, <=50K, Female,0
754,30.0,9, <=50K, Male,0
29261,40.0,11, >50K, Male,1
29511,20.0,10, <=50K, Male,0
2620,40.0,9, >50K, Male,1
7993,30.0,9, <=50K, Male,0
317,20.0,<6, <=50K, Female,0
7013,20.0,9, <=50K, Male,0
25813,50.0,9, <=50K, Male,0
22353,50.0,9, <=50K, Male,0
20458,60.0,9, <=50K, Male,0
27320,20.0,9, <=50K, Female,0
30456,20.0,9, <=50K, Male,0
19452,30.0,>12, <=50K, Male,0
14119,20.0,9, <=50K, Male,0
15820,20.0,>12, <=50K, Female,0
3476,10.0,7, <=50K, Male,0
8237,40.0,>12, >50K, Male,1
27417,60.0,10, <=50K, Female,0
5956,50.0,9, <=50K, Male,0
26992,10.0,10, <=50K, Male,0
14587,30.0,10, <=50K, Female,0
22685,>=70,<6, <=50K, Male,0
5807,10.0,8, <=50K, Male,0
27968,30.0,9, <=50K, Male,0
22782,30.0,9, >50K, Male,1
722,20.0,>12, <=50K, Male,0
18647,30.0,9, <=50K, Male,0
20582,50.0,>12, <=50K, Male,0
15188,30.0,>12, >50K, Male,1
7693,30.0,9, <=50K, Male,0
6106,40.0,9, <=50K, Female,0
13629,40.0,10, <=50K, Female,0
7685,20.0,9, <=50K, Male,0
32141,30.0,10, <=50K, Female,0
13957,>=70,9, <=50K, Male,0
27074,40.0,9, <=50K, Male,0
9497,30.0,9, <=50K, Female,0
8428,40.0,<6, <=50K, Female,0
21423,20.0,>12, <=50K, Male,0
19605,40.0,9, <=50K, Male,0
16217,50.0,10, >50K, Female,1
31135,40.0,10, <=50K, Male,0
12235,40.0,<6, <=50K, Male,0
20851,20.0,10, <=50K, Male,0
28131,10.0,9, <=50K, Male,0
16634,60.0,9, <=50K, Male,0
18923,40.0,10, >50K, Male,1
32008,50.0,<6, <=50K, Male,0
24510,50.0,>12, >50K, Male,1
13668,60.0,<6, <=50K, Female,0
12717,50.0,9, <=50K, Female,0
3314,40.0,7, <=50K, Male,0
5772,40.0,9, <=50K, Female,0
21569,30.0,>12, >50K, Male,1
30363,60.0,8, >50K, Male,1
4946,20.0,>12, <=50K, Male,0
27364,30.0,7, <=50K, Female,0
10691,50.0,9, >50K, Male,1
13244,30.0,9, <=50K, Male,0
17301,10.0,10, <=50K, Male,0
995,50.0,9, >50K, Male,1
10547,30.0,9, <=50K, Female,0
1936,30.0,>12, <=50K, Male,0
28551,40.0,10, >50K, Male,1
20900,20.0,9, >50K, Male,1
11243,30.0,7, <=50K, Male,0
16985,50.0,7, <=50K, Male,0
5518,30.0,>12, >50K, Male,1
26834,30.0,<6, <=50K, Male,0
30193,20.0,10, <=50K, Female,0
16541,30.0,9, <=50K, Male,0
28090,40.0,9, <=50K, Female,0
1521,40.0,<6, <=50K, Female,0
16514,50.0,7, <=50K, Female,0
11250,30.0,10, <=50K, Female,0
22073,30.0,9, <=50K, Female,0
16010,50.0,12, <=50K, Female,0
1273,20.0,9, <=50K, Female,0
13382,30.0,10, <=50K, Female,0
27412,10.0,7, <=50K, Male,0
26453,50.0,<6, <=50K, Male,0
5709,30.0,>12, >50K, Male,1
13934,20.0,10, <=50K, Male,0
2406,40.0,10, >50K, Male,1
17467,50.0,7, <=50K, Male,0
11059,>=70,>12, <=50K, Male,0
21435,50.0,9, >50K, Male,1
23256,60.0,>12, >50K, Male,1
20680,50.0,>12, <=50K, Male,0
9638,50.0,6, <=50K, Male,0
17083,20.0,11, <=50K, Female,0
30510,20.0,<6, <=50K, Male,0
5372,20.0,11, <=50K, Male,0
11881,50.0,9, <=50K, Male,0
21044,60.0,10, >50K, Male,1
25943,10.0,<6, <=50K, Male,0
12753,50.0,9, <=50K, Female,0
25137,40.0,>12, >50K, Male,1
5735,20.0,10, <=50K, Male,0
9228,40.0,>12, >50K, Male,1
13930,30.0,9, <=50K, Male,0
6359,>=70,>12, >50K, Male,1
10622,20.0,10, <=50K, Female,0
11596,50.0,>12, >50K, Male,1
3319,20.0,9, <=50K, Male,0
27771,60.0,10, >50K, Male,1
5140,30.0,>12, >50K, Male,1
21912,40.0,10, >50K, Male,1
28735,60.0,9, >50K, Male,1
16344,20.0,10, <=50K, Male,0
31264,20.0,10, <=50K, Male,0
10056,10.0,7, <=50K, Male,0
14956,60.0,9, >50K, Male,1
30794,10.0,9, <=50K, Male,0
10549,30.0,10, <=50K, Male,0
1191,40.0,10, >50K, Male,1
30026,10.0,7, <=50K, Female,0
10058,20.0,>12, <=50K, Female,0
15103,50.0,9, <=50K, Male,0
8957,40.0,10, <=50K, Male,0
21939,20.0,9, <=50K, Female,0
31223,20.0,>12, <=50K, Male,0
27475,60.0,10, <=50K, Male,0
26422,50.0,11, <=50K, Female,0
12193,60.0,9, <=50K, Male,0
20754,40.0,9, <=50K, Male,0
9619,30.0,9, <=50K, Male,0
28772,60.0,7, <=50K, Female,0
14757,50.0,>12, >50K, Male,1
18567,30.0,>12, <=50K, Male,0
28566,30.0,10, <=50K, Male,0
5362,60.0,9, <=50K, Male,0
5011,30.0,<6, <=50K, Male,0
334,50.0,9, <=50K, Male,0
21556,30.0,7, <=50K, Male,0
8132,30.0,6, <=50K, Male,0
1975,40.0,>12, >50K, Male,1
8895,30.0,>12, <=50K, Male,0
16789,30.0,>12, >50K, Male,1
32112,30.0,>12, <=50K, Male,0
12928,20.0,9, <=50K, Male,0
6731,20.0,>12, <=50K, Male,0
10794,20.0,9, <=50K, Female,0
19938,30.0,>12, >50K, Male,1
14618,30.0,<6, <=50K, Male,0
6116,50.0,10, >50K, Male,1
13062,20.0,>12, <=50K, Male,0
5464,40.0,9, <=50K, Female,0
29101,10.0,10, <=50K, Female,0
1779,40.0,10, >50K, Male,1
17938,40.0,10, >50K, Female,1
13858,30.0,>12, >50K, Male,1
11171,40.0,9, >50K, Male,1
7707,>=70,9, <=50K, Male,0
7407,30.0,9, <=50K, Male,0
19581,40.0,9, <=50K, Female,0
78,10.0,7, <=50K, Female,0
26493,50.0,10, >50K, Male,1
14502,20.0,<6, <=50K, Female,0
14866,30.0,>12, >50K, Male,1
31031,50.0,11, <=50K, Female,0
25778,40.0,<6, <=50K, Male,0
20062,30.0,7, <=50K, Female,0
8779,30.0,10, <=50K, Male,0
6704,50.0,7, <=50K, Male,0
31892,50.0,9, <=50K, Female,0
17416,50.0,9, <=50K, Female,0
2529,40.0,>12, >50K, Male,1
20356,60.0,9, <=50K, Male,0
25259,50.0,9, >50K, Male,1
11275,20.0,9, >50K, Male,1
5712,40.0,10, >50K, Male,1
4316,60.0,10, <=50K, Female,0
30266,50.0,>12, >50K, Male,1
25367,20.0,10, <=50K, Female,0
14112,20.0,10, <=50K, Male,0
29417,20.0,>12, <=50K, Male,0
7162,40.0,9, <=50K, Male,0
15595,40.0,>12, >50K, Male,1
26752,30.0,>12, >50K, Male,1
2577,40.0,9, <=50K, Female,0
7000,20.0,>12, >50K, Male,1
30884,50.0,>12, >50K, Female,1
28147,40.0,9, <=50K, Male,0
42,20.0,>12, <=50K, Male,0
21133,60.0,<6, <=50K, Male,0
21854,30.0,10, <=50K, Male,0
22371,30.0,>12, <=50K, Female,0
8986,20.0,10, <=50K, Male,0
19873,30.0,12, <=50K, Male,0
11862,20.0,9, <=50K, Male,0
8185,30.0,>12, <=50K, Male,0
9896,20.0,9, <=50K, Male,0
9452,10.0,10, <=50K, Female,0
14268,20.0,10, <=50K, Female,0
9386,40.0,9, >50K, Male,1
9368,20.0,9, <=50K, Female,0
18237,20.0,9, <=50K, Female,0
24926,60.0,9, <=50K, Male,0
29971,60.0,12, >50K, Male,1
31957,20.0,9, <=50K, Female,0
9633,60.0,>12, <=50K, Male,0
12253,20.0,10, <=50K, Female,0
31266,40.0,>12, >50K, Male,1
3997,30.0,9, <=50K, Male,0
27300,30.0,12, >50K, Male,1
19792,50.0,>12, <=50K, Male,0
19113,20.0,8, <=50K, Male,0
20307,40.0,11, >50K, Male,1
9675,30.0,11, <=50K, Female,0
4188,30.0,9, <=50K, Male,0
4107,50.0,<6, <=50K, Male,0
28490,40.0,9, <=50K, Female,0
19607,20.0,10, >50K, Male,1
26475,40.0,9, <=50K, Female,0
29236,50.0,10, >50K, Male,1
13787,40.0,>12, >50K, Male,1
15150,20.0,10, <=50K, Male,0
30521,20.0,10, >50K, Male,1
2028,40.0,10, <=50K, Male,0
29674,20.0,>12, >50K, Male,1
18546,20.0,10, <=50K, Female,0
18346,40.0,9, <=50K, Female,0
22157,20.0,12, <=50K, Female,0
22267,40.0,9, <=50K, Female,0
10205,20.0,9, <=50K, Male,0
29020,20.0,9, <=50K, Male,0
4576,40.0,9, <=50K, Female,0
14789,20.0,12, <=50K, Female,0
9527,20.0,11, <=50K, Male,0
17123,40.0,9, <=50K, Female,0
2014,30.0,>12, <=50K, Male,0
18396,40.0,9, <=50K, Male,0
4355,30.0,6, <=50K, Male,0
4683,20.0,12, <=50K, Male,0
706,40.0,8, <=50K, Male,0
748,20.0,7, <=50K, Male,0
15785,40.0,>12, >50K, Male,1
17978,10.0,8, <=50K, Male,0
7189,30.0,9, <=50K, Male,0
11918,20.0,9, >50K, Male,1
4692,50.0,10, >50K, Female,1
3849,30.0,10, <=50K, Female,0
31329,20.0,>12, <=50K, Female,0
470,60.0,10, >50K, Male,1
27985,40.0,>12, <=50K, Female,0
7650,40.0,7, <=50K, Male,0
4371,20.0,9, <=50K, Male,0
29778,50.0,9, >50K, Male,1
8474,50.0,9, <=50K, Male,0
3193,30.0,8, <=50K, Female,0
30284,60.0,9, >50K, Male,1
13292,30.0,>12, >50K, Female,1
25046,20.0,9, <=50K, Male,0
8524,40.0,>12, >50K, Male,1
11495,30.0,10, <=50K, Female,0
28993,20.0,9, <=50K, Male,0
21480,20.0,9, <=50K, Male,0
15764,30.0,<6, <=50K, Male,0
11260,50.0,>12, >50K, Male,1
26701,40.0,9, <=50K, Male,0
19991,20.0,10, <=50K, Male,0
27836,20.0,12, <=50K, Male,0
25175,40.0,9, <=50K, Male,0
30878,30.0,>12, <=50K, Female,0
32169,20.0,9, <=50K, Male,0
13188,10.0,9, <=50K, Male,0
30743,20.0,10, <=50K, Female,0
21650,30.0,9, <=50K, Male,0
5617,20.0,>12, <=50K, Female,0
3365,50.0,>12, >50K, Male,1
6317,40.0,>12, <=50K, Female,0
16928,20.0,>12, <=50K, Female,0
9491,40.0,>12, >50K, Male,1
2003,>=70,<6, >50K, Female,1
16070,20.0,9, <=50K, Male,0
12863,40.0,9, <=50K, Female,0
993,40.0,9, >50K, Male,1
4145,30.0,>12, >50K, Female,1
22992,40.0,10, <=50K, Male,0
6611,60.0,9, <=50K, Female,0
19270,60.0,9, >50K, Male,1
15407,20.0,11, <=50K, Female,0
1081,10.0,9, <=50K, Female,0
25844,20.0,9, <=50K, Male,0
23100,60.0,<6, <=50K, Male,0
24639,10.0,9, <=50K, Male,0
24333,30.0,10, <=50K, Male,0
2820,30.0,>12, <=50K, Male,0
26203,50.0,6, <=50K, Male,0
23903,30.0,>12, <=50K, Male,0
11156,20.0,>12, <=50K, Male,0
5970,40.0,>12, >50K, Male,1
2576,30.0,9, >50K, Male,1
29158,60.0,9, <=50K, Male,0
25528,50.0,>12, <=50K, Male,0
5750,40.0,9, >50K, Female,1
22443,40.0,9, >50K, Male,1
26034,60.0,9, >50K, Male,1
3978,50.0,>12, <=50K, Male,0
9274,50.0,>12, >50K, Male,1
5996,20.0,7, <=50K, Male,0
16216,20.0,9, <=50K, Male,0
21968,60.0,9, <=50K, Female,0
26889,50.0,9, >50K, Male,1
1949,40.0,>12, >50K, Male,1
18117,40.0,9, <=50K, Male,0
26276,20.0,>12, <=50K, Male,0
764,50.0,>12, >50K, Male,1
3600,50.0,7, <=50K, Female,0
30345,20.0,>12, <=50K, Female,0
26030,50.0,9, <=50K, Female,0
9426,50.0,<6, <=50K, Male,0
8821,40.0,<6, <=50K, Male,0
30325,60.0,<6, >50K, Male,1
16718,20.0,10, <=50K, Male,0
20538,40.0,9, <=50K, Female,0
11093,50.0,11, >50K, Male,1
9171,20.0,10, <=50K, Female,0
9440,30.0,>12, <=50K, Male,0
7568,20.0,>12, <=50K, Female,0
1890,60.0,9, <=50K, Male,0
10849,40.0,>12, >50K, Male,1
2430,60.0,9, >50K, Male,1
6132,40.0,9, <=50K, Male,0
5978,30.0,9, <=50K, Male,0
6515,60.0,10, <=50K, Male,0
30067,30.0,>12, >50K, Male,1
30387,30.0,9, <=50K, Male,0
2111,40.0,10, <=50K, Female,0
5299,50.0,10, <=50K, Male,0
29235,40.0,>12, <=50K, Male,0
15284,50.0,10, >50K, Male,1
31282,20.0,11, >50K, Male,1
19816,30.0,>12, <=50K, Male,0
7844,30.0,>12, <=50K, Male,0
11722,40.0,9, <=50K, Female,0
30050,10.0,10, <=50K, Male,0
32393,40.0,>12, <=50K, Male,0
26740,30.0,>12, <=50K, Female,0
8082,10.0,9, <=50K, Male,0
24343,50.0,9, <=50K, Male,0
18279,>=70,9, <=50K, Female,0
16975,30.0,9, <=50K, Male,0
12508,30.0,10, >50K, Male,1
8095,20.0,9, <=50K, Female,0
2234,30.0,<6, <=50K, Male,0
3364,20.0,10, <=50K, Female,0
18626,30.0,9, <=50K, Male,0
10892,20.0,10, <=50K, Female,0
16240,30.0,11, <=50K, Male,0
14930,30.0,10, <=50K, Male,0
25901,30.0,10, <=50K, Female,0
20056,30.0,9, <=50K, Male,0
26570,40.0,>12, >50K, Male,1
9778,60.0,<6, <=50K, Male,0
1952,30.0,>12, <=50K, Male,0
25717,30.0,9, <=50K, Male,0
16984,>=70,9, <=50K, Female,0
10076,20.0,10, <=50K, Male,0
10337,50.0,9, <=50K, Male,0
20798,40.0,10, <=50K, Male,0
25267,20.0,10, <=50K, Male,0
27343,30.0,9, <=50K, Female,0
18635,40.0,6, <=50K, Male,0
15408,50.0,>12, >50K, Male,1
17044,30.0,7, <=50K, Female,0
22246,20.0,10, >50K, Female,1
25303,>=70,<6, <=50K, Female,0
21330,30.0,10, <=50K, Male,0
3487,40.0,9, <=50K, Female,0
15066,20.0,6, <=50K, Female,0
15822,20.0,12, <=50K, Female,0
3516,10.0,10, <=50K, Female,0
22527,30.0,>12, >50K, Male,1
979,30.0,9, <=50K, Male,0
9893,30.0,9, <=50K, Male,0
18008,>=70,9, <=50K, Female,0
27230,50.0,<6, <=50K, Male,0
13853,20.0,10, <=50K, Male,0
22402,50.0,>12, >50K, Male,1
5466,20.0,9, <=50K, Male,0
1032,20.0,10, <=50K, Male,0
19590,20.0,10, <=50K, Male,0
12218,20.0,10, <=50K, Female,0
4200,10.0,7, <=50K, Male,0
22000,40.0,>12, >50K, Male,1
7055,50.0,9, <=50K, Female,0
12301,40.0,>12, >50K, Male,1
30180,30.0,10, <=50K, Male,0
28909,40.0,10, >50K, Male,1
18572,50.0,>12, <=50K, Male,0
17597,40.0,>12, >50K, Male,1
17373,20.0,>12, <=50K, Male,0
5871,30.0,>12, >50K, Male,1
1419,40.0,10, <=50K, Female,0
22165,20.0,10, <=50K, Male,0
14863,30.0,11, >50K, Male,1
23967,40.0,9, >50K, Female,1
6482,30.0,>12, >50K, Male,1
426,30.0,>12, <=50K, Male,0
14371,40.0,10, >50K, Male,1
32288,20.0,<6, <=50K, Male,0
16627,30.0,>12, >50K, Male,1
30096,30.0,9, <=50K, Male,0
13446,30.0,>12, <=50K, Female,0
