,Age (decade),Education Years,Income,Gender,Income Binary
29066,20.0,9, <=50K, Female,0
23319,40.0,10, >50K, Male,1
4149,20.0,10, <=50K, Male,0
26304,50.0,10, <=50K, Female,0
22524,40.0,10, <=50K, Male,0
26793,10.0,6, <=50K, Male,0
18898,30.0,8, >50K, Male,1
31412,40.0,10, >50K, Female,1
11439,20.0,<6, <=50K, Male,0
3816,20.0,>12, <=50K, Male,0
23541,20.0,10, <=50K, Female,0
22003,>=70,10, <=50K, Male,0
8942,30.0,9, <=50K, Male,0
19412,40.0,10, <=50K, Female,0
22018,20.0,10, <=50K, Male,0
2113,50.0,9, <=50K, Female,0
8649,30.0,9, <=50K, Female,0
4752,60.0,9, <=50K, Male,0
16868,50.0,12, <=50K, Male,0
23859,20.0,>12, <=50K, Male,0
1422,40.0,12, <=50K, Female,0
1856,40.0,>12, <=50K, Female,0
8422,40.0,9, <=50K, Male,0
7782,20.0,>12, <=50K, Female,0
9415,20.0,>12, <=50K, Male,0
18259,10.0,10, <=50K, Female,0
31213,20.0,10, <=50K, Male,0
30260,30.0,>12, <=50K, Male,0
21923,40.0,7, <=50K, Female,0
12800,50.0,>12, >50K, Male,1
2647,50.0,<6, <=50K, Male,0
18158,20.0,>12, <=50K, Female,0
11831,40.0,10, >50K, Female,1
15766,40.0,7, <=50K, Male,0
15720,40.0,9, <=50K, Male,0
27022,60.0,9, >50K, Male,1
15398,20.0,10, <=50K, Male,0
19226,30.0,9, <=50K, Male,0
21221,40.0,10, <=50K, Female,0
10204,30.0,11, <=50K, Female,0
21043,20.0,10, <=50K, Male,0
27099,40.0,9, <=50K, Male,0
2558,50.0,>12, <=50K, Male,0
21891,40.0,10, >50K, Male,1
30326,50.0,10, <=50K, Male,0
19890,30.0,11, <=50K, Male,0
18257,20.0,6, <=50K, Male,0
2766,20.0,9, <=50K, Male,0
28677,30.0,10, <=50K, Female,0
17163,50.0,9, >50K, Male,1
15747,30.0,11, <=50K, Male,0
21370,60.0,<6, <=50K, Male,0
23009,30.0,9, <=50K, Female,0
18140,30.0,9, >50K, Male,1
2670,50.0,9, >50K, Male,1
6199,30.0,10, >50K, Female,1
27283,40.0,10, <=50K, Male,0
8273,40.0,<6, <=50K, Male,0
31531,20.0,>12, >50K, Female,1
5941,30.0,9, >50K, Female,1
1154,40.0,9, <=50K, Male,0
15002,50.0,11, <=50K, Male,0
2371,60.0,>12, <=50K, Male,0
25680,30.0,>12, >50K, Female,1
1436,20.0,>12, <=50K, Male,0
5948,30.0,>12, >50K, Female,1
27111,30.0,11, <=50K, Male,0
807,30.0,>12, >50K, Male,1
23401,20.0,9, <=50K, Male,0
24454,30.0,>12, >50K, Male,1
17880,10.0,7, <=50K, Male,0
3376,30.0,6, <=50K, Male,0
31737,50.0,>12, <=50K, Male,0
16945,20.0,11, >50K, Female,1
36,20.0,10, <=50K, Male,0
14972,20.0,<6, <=50K, Male,0
16884,20.0,>12, <=50K, Female,0
6683,20.0,6, <=50K, Male,0
27690,30.0,9, <=50K, Female,0
10142,30.0,9, <=50K, Male,0
24525,30.0,>12, <=50K, Female,0
2083,40.0,9, <=50K, Male,0
27341,20.0,9, <=50K, Female,0
2835,10.0,7, <=50K, Female,0
4553,20.0,8, <=50K, Male,0
12666,40.0,>12, <=50K, Male,0
7027,60.0,>12, <=50K, Male,0
10562,30.0,9, <=50K, Male,0
16991,30.0,>12, >50K, Female,1
18693,50.0,10, <=50K, Male,0
13553,30.0,9, <=50K, Male,0
8697,30.0,10, <=50K, Male,0
11183,40.0,10, >50K, Male,1
23255,40.0,>12, >50K, Male,1
1300,20.0,10, <=50K, Male,0
178,10.0,9, <=50K, Male,0
16639,30.0,10, <=50K, Male,0
597,40.0,>12, >50K, Male,1
17746,20.0,7, <=50K, Male,0
8985,20.0,11, <=50K, Female,0
25044,10.0,10, <=50K, Male,0
12125,30.0,10, <=50K, Male,0
5751,60.0,<6, <=50K, Male,0
21934,60.0,10, <=50K, Female,0
24117,20.0,9, <=50K, Male,0
19511,30.0,7, <=50K, Male,0
24512,20.0,7, <=50K, Female,0
9084,50.0,>12, >50K, Male,1
29546,20.0,10, <=50K, Female,0
31424,20.0,9, <=50K, Female,0
21166,40.0,10, <=50K, Female,0
796,60.0,9, <=50K, Male,0
29833,20.0,10, <=50K, Female,0
458,20.0,9, <=50K, Male,0
23551,10.0,9, <=50K, Female,0
28830,40.0,>12, >50K, Male,1
1425,40.0,7, <=50K, Male,0
16160,60.0,9, <=50K, Female,0
19102,20.0,9, <=50K, Male,0
9248,30.0,10, <=50K, Female,0
17092,50.0,9, >50K, Male,1
26473,30.0,10, <=50K, Male,0
12723,40.0,>12, >50K, Male,1
28836,10.0,9, <=50K, Male,0
8921,20.0,>12, <=50K, Male,0
17661,20.0,11, <=50K, Male,0
77,60.0,6, <=50K, Male,0
10593,20.0,>12, <=50K, Female,0
12979,40.0,11, >50K, Male,1
601,10.0,10, <=50K, Male,0
9350,50.0,11, <=50K, Female,0
8222,20.0,12, <=50K, Male,0
17903,50.0,9, <=50K, Female,0
11909,30.0,10, >50K, Female,1
21947,40.0,>12, <=50K, Male,0
25594,20.0,7, <=50K, Female,0
14582,30.0,<6, <=50K, Male,0
29638,30.0,>12, >50K, Male,1
7361,40.0,8, <=50K, Female,0
21704,30.0,9, <=50K, Male,0
3629,30.0,9, <=50K, Male,0
5972,40.0,9, <=50K, Male,0
663,40.0,>12, <=50K, Male,0
20644,>=70,8, <=50K, Female,0
29709,30.0,9, <=50K, Male,0
14178,>=70,9, <=50K, Female,0
5086,30.0,9, <=50K, Male,0
8635,50.0,9, <=50K, Male,0
26244,10.0,9, <=50K, Female,0
14003,40.0,10, >50K, Male,1
7100,50.0,>12, >50K, Male,1
31824,60.0,<6, <=50K, Male,0
21405,40.0,9, <=50K, Male,0
3613,20.0,>12, <=50K, Female,0
31362,10.0,9, <=50K, Male,0
16581,20.0,9, <=50K, Male,0
28386,30.0,>12, <=50K, Female,0
24450,30.0,>12, >50K, Male,1
10841,50.0,9, <=50K, Male,0
502,50.0,10, <=50K, Male,0
12930,50.0,9, <=50K, Male,0
4856,30.0,9, <=50K, Female,0
31780,60.0,10, <=50K, Male,0
9619,30.0,9, <=50K, Male,0
17870,20.0,>12, <=50K, Male,0
9846,40.0,10, <=50K, Male,0
9825,30.0,10, <=50K, Female,0
1926,30.0,>12, <=50K, Male,0
26606,50.0,<6, <=50K, Male,0
26428,30.0,10, <=50K, Male,0
4695,30.0,9, <=50K, Male,0
22639,30.0,>12, <=50K, Male,0
24724,30.0,10, <=50K, Female,0
18087,50.0,>12, >50K, Male,1
1249,30.0,9, <=50K, Female,0
31367,50.0,10, >50K, Male,1
19696,30.0,12, <=50K, Female,0
6629,20.0,9, <=50K, Female,0
1539,30.0,9, <=50K, Male,0
19320,20.0,6, <=50K, Female,0
1476,30.0,9, <=50K, Female,0
23441,40.0,>12, >50K, Male,1
8934,20.0,10, <=50K, Male,0
21061,30.0,10, <=50K, Female,0
10466,50.0,>12, <=50K, Female,0
23769,50.0,10, >50K, Male,1
23290,40.0,>12, >50K, Male,1
14611,>=70,9, <=50K, Male,0
8227,30.0,10, >50K, Male,1
17008,30.0,10, <=50K, Male,0
28393,30.0,>12, >50K, Male,1
5832,>=70,>12, <=50K, Female,0
8722,20.0,>12, >50K, Male,1
3322,30.0,10, <=50K, Male,0
5034,50.0,9, <=50K, Male,0
29468,40.0,>12, <=50K, Male,0
8806,>=70,>12, >50K, Male,1
5620,40.0,10, >50K, Male,1
26340,20.0,9, <=50K, Male,0
8933,>=70,<6, <=50K, Male,0
5039,40.0,10, <=50K, Male,0
31535,50.0,<6, <=50K, Male,0
22106,20.0,10, <=50K, Male,0
26736,30.0,>12, <=50K, Male,0
29985,40.0,9, <=50K, Male,0
4290,40.0,9, <=50K, Male,0
21900,40.0,9, >50K, Male,1
5035,50.0,9, <=50K, Female,0
1669,40.0,>12, >50K, Male,1
16252,60.0,9, >50K, Female,1
9940,30.0,>12, <=50K, Female,0
28113,20.0,10, <=50K, Female,0
19921,50.0,9, <=50K, Male,0
21945,30.0,>12, >50K, Female,1
876,20.0,9, <=50K, Female,0
831,50.0,10, >50K, Female,1
3774,40.0,10, >50K, Male,1
12229,20.0,10, <=50K, Male,0
19820,20.0,10, <=50K, Male,0
25174,50.0,9, >50K, Male,1
26447,20.0,>12, <=50K, Female,0
3465,20.0,>12, <=50K, Male,0
22167,30.0,<6, <=50K, Female,0
21798,50.0,<6, <=50K, Female,0
30914,30.0,7, <=50K, Male,0
27167,10.0,6, <=50K, Male,0
16082,20.0,>12, <=50K, Male,0
30070,20.0,9, <=50K, Female,0
23641,50.0,>12, >50K, Male,1
14884,>=70,<6, <=50K, Male,0
21542,10.0,7, <=50K, Female,0
28871,20.0,<6, <=50K, Male,0
5869,50.0,9, <=50K, Male,0
11814,40.0,>12, >50K, Male,1
14840,20.0,9, <=50K, Male,0
21657,60.0,10, >50K, Male,1
28828,30.0,<6, <=50K, Female,0
31546,30.0,9, <=50K, Male,0
20802,>=70,<6, <=50K, Male,0
9151,20.0,9, <=50K, Female,0
8761,40.0,11, >50K, Male,1
3485,50.0,>12, >50K, Male,1
31977,30.0,11, >50K, Male,1
1962,50.0,>12, >50K, Male,1
8999,20.0,9, <=50K, Male,0
12233,20.0,10, <=50K, Female,0
27621,10.0,10, <=50K, Female,0
31747,40.0,>12, >50K, Female,1
4662,30.0,11, <=50K, Male,0
6159,40.0,9, <=50K, Female,0
18918,40.0,11, >50K, Male,1
12339,20.0,9, <=50K, Male,0
6825,30.0,9, <=50K, Male,0
17965,50.0,9, >50K, Male,1
24416,50.0,9, <=50K, Male,0
2426,50.0,>12, >50K, Male,1
17585,40.0,9, <=50K, Female,0
22522,40.0,10, <=50K, Female,0
27086,10.0,8, <=50K, Male,0
29336,40.0,10, <=50K, Female,0
15093,20.0,>12, <=50K, Male,0
5175,40.0,10, >50K, Male,1
25401,40.0,10, <=50K, Female,0
30646,50.0,11, <=50K, Male,0
13015,50.0,>12, >50K, Male,1
3780,50.0,10, <=50K, Female,0
30410,60.0,11, <=50K, Male,0
27597,20.0,10, <=50K, Female,0
25108,40.0,>12, >50K, Male,1
30518,30.0,10, <=50K, Male,0
3857,50.0,10, <=50K, Female,0
11929,40.0,>12, >50K, Male,1
6003,30.0,9, <=50K, Male,0
14234,40.0,9, >50K, Female,1
18901,30.0,11, <=50K, Female,0
24378,40.0,10, >50K, Male,1
17002,40.0,>12, >50K, Male,1
13868,50.0,11, <=50K, Male,0
1276,40.0,>12, >50K, Male,1
3543,40.0,10, >50K, Female,1
26819,10.0,6, <=50K, Male,0
16692,20.0,9, <=50K, Male,0
29651,20.0,9, <=50K, Male,0
11048,40.0,9, <=50K, Male,0
20527,50.0,>12, >50K, Male,1
1111,30.0,>12, >50K, Female,1
1560,10.0,8, <=50K, Male,0
28806,30.0,10, <=50K, Male,0
8212,30.0,10, <=50K, Female,0
29317,30.0,8, <=50K, Male,0
30941,30.0,9, >50K, Male,1
31638,50.0,9, <=50K, Female,0
24805,20.0,>12, <=50K, Female,0
22502,10.0,6, <=50K, Female,0
29670,30.0,10, <=50K, Female,0
20630,30.0,10, <=50K, Male,0
26219,40.0,>12, <=50K, Male,0
3329,50.0,>12, <=50K, Female,0
21404,30.0,9, <=50K, Female,0
7755,10.0,7, <=50K, Male,0
10439,10.0,9, <=50K, Female,0
31407,20.0,>12, <=50K, Male,0
18146,40.0,>12, >50K, Male,1
23903,30.0,>12, <=50K, Male,0
29163,50.0,9, <=50K, Female,0
10618,50.0,>12, >50K, Male,1
11765,20.0,>12, <=50K, Female,0
9422,60.0,>12, >50K, Female,1
4575,30.0,>12, >50K, Female,1
2430,60.0,9, >50K, Male,1
6568,50.0,9, <=50K, Male,0
3872,30.0,9, <=50K, Male,0
10691,50.0,9, >50K, Male,1
8476,20.0,11, >50K, Male,1
26929,40.0,>12, >50K, Male,1
11170,40.0,7, >50K, Male,1
31802,30.0,>12, >50K, Male,1
17017,30.0,>12, >50K, Male,1
7257,40.0,9, <=50K, Male,0
11994,40.0,9, <=50K, Female,0
7220,20.0,>12, <=50K, Female,0
26378,50.0,12, <=50K, Male,0
17912,30.0,10, <=50K, Male,0
9290,50.0,7, <=50K, Female,0
7756,30.0,7, <=50K, Male,0
29205,20.0,9, <=50K, Female,0
18267,30.0,10, <=50K, Female,0
17380,40.0,11, <=50K, Female,0
7807,50.0,10, >50K, Male,1
2987,40.0,10, <=50K, Male,0
11553,30.0,9, <=50K, Female,0
12378,20.0,9, >50K, Male,1
5310,40.0,10, <=50K, Female,0
4168,20.0,10, <=50K, Female,0
13464,40.0,10, <=50K, Male,0
11199,30.0,12, <=50K, Male,0
9209,20.0,9, <=50K, Female,0
4138,20.0,10, <=50K, Female,0
5725,30.0,9, <=50K, Female,0
11862,20.0,9, <=50K, Male,0
7213,30.0,9, <=50K, Male,0
16464,60.0,<6, <=50K, Female,0
28936,30.0,9, <=50K, Male,0
550,40.0,10, <=50K, Male,0
28552,50.0,9, <=50K, Female,0
28517,10.0,7, <=50K, Female,0
622,60.0,<6, <=50K, Female,0
24819,20.0,10, <=50K, Female,0
30272,20.0,<6, <=50K, Female,0
19396,20.0,11, <=50K, Female,0
13582,20.0,9, <=50K, Male,0
14878,30.0,>12, <=50K, Female,0
28706,40.0,10, >50K, Male,1
25998,40.0,10, <=50K, Male,0
26523,30.0,10, <=50K, Female,0
4884,20.0,10, <=50K, Female,0
4928,40.0,>12, >50K, Male,1
12389,30.0,10, <=50K, Female,0
15791,30.0,11, <=50K, Male,0
13610,40.0,9, >50K, Male,1
19650,50.0,10, >50K, Male,1
4093,30.0,>12, <=50K, Male,0
26513,60.0,>12, <=50K, Female,0
788,50.0,9, <=50K, Male,0
24665,30.0,>12, >50K, Female,1
5842,20.0,<6, <=50K, Female,0
6431,30.0,10, <=50K, Male,0
12918,60.0,12, >50K, Male,1
25222,40.0,10, >50K, Male,1
25624,30.0,9, <=50K, Male,0
12854,40.0,>12, <=50K, Male,0
24697,30.0,9, <=50K, Female,0
25402,10.0,10, <=50K, Male,0
20134,30.0,>12, >50K, Male,1
11415,10.0,9, <=50K, Female,0
12608,20.0,<6, <=50K, Female,0
20520,20.0,9, <=50K, Male,0
9168,30.0,10, >50K, Female,1
9653,20.0,>12, <=50K, Male,0
11399,30.0,10, <=50K, Male,0
7357,30.0,6, <=50K, Male,0
13924,30.0,>12, >50K, Male,1
7416,40.0,9, >50K, Male,1
25734,20.0,9, <=50K, Male,0
2808,40.0,9, <=50K, Female,0
16414,30.0,9, <=50K, Male,0
23767,30.0,9, <=50K, Female,0
21794,40.0,<6, <=50K, Female,0
24129,20.0,10, <=50K, Female,0
18651,50.0,10, >50K, Female,1
16048,50.0,<6, <=50K, Male,0
2593,30.0,>12, >50K, Male,1
25775,10.0,7, <=50K, Male,0
13935,50.0,9, <=50K, Male,0
21387,60.0,>12, <=50K, Male,0
20172,60.0,<6, <=50K, Male,0
31483,40.0,12, >50K, Male,1
19773,40.0,10, <=50K, Male,0
20860,40.0,10, >50K, Male,1
22802,40.0,10, <=50K, Male,0
2922,50.0,9, <=50K, Male,0
31496,40.0,10, >50K, Male,1
19262,20.0,>12, <=50K, Female,0
24153,30.0,9, <=50K, Male,0
20792,20.0,10, <=50K, Male,0
963,30.0,6, <=50K, Female,0
8346,20.0,>12, <=50K, Male,0
27797,60.0,9, <=50K, Female,0
6965,30.0,>12, <=50K, Male,0
1208,20.0,10, <=50K, Male,0
26941,40.0,10, <=50K, Male,0
1345,30.0,>12, <=50K, Female,0
11804,40.0,>12, <=50K, Male,0
529,40.0,>12, <=50K, Male,0
11218,20.0,10, <=50K, Male,0
31450,50.0,>12, >50K, Male,1
6730,30.0,9, <=50K, Male,0
30135,20.0,10, <=50K, Female,0
1527,40.0,9, <=50K, Male,0
18646,40.0,<6, <=50K, Female,0
22745,30.0,12, <=50K, Male,0
17136,50.0,10, >50K, Male,1
16341,60.0,10, <=50K, Female,0
31685,60.0,9, <=50K, Male,0
6072,40.0,10, <=50K, Female,0
12917,20.0,10, <=50K, Female,0
30122,20.0,7, <=50K, Female,0
11216,60.0,>12, <=50K, Male,0
23861,30.0,10, <=50K, Male,0
6023,30.0,9, <=50K, Male,0
9312,50.0,9, >50K, Male,1
6518,40.0,<6, <=50K, Male,0
20699,30.0,>12, >50K, Male,1
9683,50.0,>12, >50K, Male,1
11347,20.0,10, <=50K, Male,0
9117,20.0,10, <=50K, Female,0
27185,20.0,10, <=50K, Male,0
5305,40.0,>12, <=50K, Male,0
10651,30.0,9, <=50K, Male,0
14871,40.0,9, >50K, Male,1
3978,50.0,>12, <=50K, Male,0
32152,20.0,7, <=50K, Male,0
23303,50.0,>12, >50K, Male,1
3968,40.0,7, <=50K, Male,0
28585,30.0,>12, <=50K, Male,0
15104,40.0,9, >50K, Male,1
16521,40.0,>12, <=50K, Male,0
15338,40.0,10, <=50K, Female,0
1978,40.0,7, >50K, Male,1
6585,40.0,10, <=50K, Male,0
16970,40.0,>12, >50K, Male,1
2714,20.0,7, <=50K, Male,0
5909,50.0,9, >50K, Male,1
8339,40.0,9, >50K, Female,1
29818,20.0,9, <=50K, Female,0
3312,20.0,9, <=50K, Male,0
2525,40.0,11, <=50K, Male,0
3373,40.0,9, <=50K, Female,0
5740,30.0,10, <=50K, Male,0
15976,40.0,9, <=50K, Male,0
23054,60.0,9, <=50K, Female,0
10829,50.0,11, >50K, Male,1
1998,30.0,>12, >50K, Male,1
4130,20.0,<6, <=50K, Male,0
13384,60.0,>12, >50K, Male,1
20357,30.0,7, <=50K, Male,0
2015,30.0,>12, <=50K, Female,0
24611,40.0,11, <=50K, Female,0
20427,50.0,10, <=50K, Male,0
9891,30.0,10, <=50K, Male,0
4166,10.0,7, <=50K, Female,0
14066,50.0,9, <=50K, Female,0
10321,20.0,10, <=50K, Female,0
13094,30.0,10, <=50K, Female,0
26380,30.0,9, <=50K, Male,0
5151,50.0,10, <=50K, Female,0
12159,60.0,>12, <=50K, Male,0
20324,60.0,>12, <=50K, Male,0
10485,10.0,7, <=50K, Male,0
14659,20.0,9, <=50K, Male,0
29520,30.0,10, <=50K, Male,0
2276,40.0,12, <=50K, Female,0
26261,30.0,9, >50K, Male,1
206,30.0,>12, >50K, Male,1
5399,30.0,9, <=50K, Female,0
13893,10.0,7, <=50K, Female,0
8595,30.0,9, <=50K, Female,0
22857,10.0,8, <=50K, Female,0
8699,40.0,>12, >50K, Female,1
7862,20.0,10, <=50K, Male,0
308,30.0,12, >50K, Male,1
14710,20.0,9, <=50K, Female,0
10513,20.0,9, <=50K, Male,0
4967,40.0,>12, >50K, Female,1
32388,40.0,12, <=50K, Female,0
24821,20.0,10, <=50K, Female,0
25989,60.0,10, >50K, Female,1
17103,30.0,9, <=50K, Female,0
1278,40.0,9, <=50K, Male,0
27868,20.0,10, <=50K, Male,0
21333,20.0,>12, >50K, Female,1
407,40.0,9, <=50K, Male,0
16492,50.0,>12, >50K, Male,1
23174,40.0,<6, <=50K, Male,0
1403,30.0,9, <=50K, Male,0
5146,20.0,10, <=50K, Male,0
26033,60.0,>12, >50K, Male,1
12456,30.0,>12, <=50K, Male,0
1685,30.0,9, >50K, Male,1
23006,40.0,11, <=50K, Male,0
11260,50.0,>12, >50K, Male,1
24502,40.0,>12, <=50K, Male,0
16207,20.0,9, <=50K, Male,0
19865,50.0,9, <=50K, Female,0
24742,20.0,9, >50K, Male,1
15792,30.0,>12, <=50K, Male,0
22028,30.0,>12, <=50K, Male,0
20848,50.0,9, >50K, Male,1
4797,40.0,>12, >50K, Male,1
11521,40.0,>12, >50K, Male,1
16212,20.0,>12, <=50K, Female,0
20690,40.0,>12, >50K, Male,1
26682,20.0,9, <=50K, Female,0
16343,40.0,11, <=50K, Male,0
14205,20.0,9, <=50K, Male,0
838,20.0,>12, <=50K, Male,0
4514,30.0,>12, <=50K, Female,0
16033,40.0,9, <=50K, Male,0
15664,40.0,>12, >50K, Male,1
24937,40.0,>12, >50K, Male,1
2415,30.0,>12, >50K, Male,1
14969,50.0,7, <=50K, Male,0
28316,20.0,10, <=50K, Female,0
1834,50.0,9, <=50K, Male,0
20219,20.0,10, <=50K, Male,0
23628,>=70,10, <=50K, Male,0
11634,30.0,9, <=50K, Male,0
4004,40.0,>12, >50K, Female,1
27925,60.0,>12, >50K, Male,1
5605,50.0,11, <=50K, Female,0
3604,40.0,9, <=50K, Male,0
14775,40.0,9, <=50K, Male,0
3249,30.0,>12, >50K, Male,1
17227,50.0,10, >50K, Male,1
28129,40.0,>12, <=50K, Male,0
10799,40.0,>12, >50K, Male,1
10607,20.0,9, <=50K, Female,0
1862,60.0,>12, >50K, Male,1
1822,10.0,10, <=50K, Male,0
22147,20.0,9, <=50K, Male,0
866,20.0,6, <=50K, Male,0
7593,60.0,>12, <=50K, Female,0
22511,50.0,9, <=50K, Female,0
29955,30.0,10, >50K, Male,1
16167,40.0,9, >50K, Male,1
27817,20.0,10, <=50K, Male,0
6048,20.0,11, <=50K, Female,0
25975,40.0,12, <=50K, Female,0
4333,20.0,10, <=50K, Male,0
16495,20.0,<6, <=50K, Male,0
23427,30.0,9, <=50K, Female,0
2745,30.0,9, <=50K, Male,0
13226,30.0,9, <=50K, Female,0
28596,30.0,>12, >50K, Male,1
16934,40.0,12, <=50K, Male,0
1296,20.0,10, <=50K, Male,0
8919,40.0,>12, >50K, Male,1
16177,30.0,>12, >50K, Male,1
26443,30.0,10, <=50K, Female,0
13260,30.0,10, >50K, Male,1
12652,30.0,7, <=50K, Female,0
11317,60.0,11, <=50K, Male,0
25049,30.0,12, <=50K, Male,0
17850,30.0,12, <=50K, Female,0
12975,>=70,6, <=50K, Male,0
10073,60.0,<6, <=50K, Male,0
26247,40.0,10, >50K, Male,1
16348,50.0,9, <=50K, Female,0
959,40.0,12, >50K, Male,1
9432,60.0,<6, <=50K, Male,0
27799,30.0,9, <=50K, Female,0
2990,20.0,10, <=50K, Male,0
8213,30.0,>12, >50K, Male,1
30335,10.0,7, <=50K, Male,0
15651,40.0,>12, >50K, Male,1
15151,20.0,12, <=50K, Male,0
28090,40.0,9, <=50K, Female,0
25756,20.0,10, <=50K, Female,0
24868,40.0,>12, <=50K, Male,0
24233,20.0,9, <=50K, Male,0
10837,40.0,9, <=50K, Female,0
4785,20.0,10, <=50K, Female,0
20116,30.0,9, <=50K, Female,0
13117,30.0,9, <=50K, Female,0
19039,40.0,>12, <=50K, Male,0
23866,20.0,7, <=50K, Female,0
7049,20.0,11, <=50K, Male,0
1821,30.0,<6, <=50K, Male,0
29824,10.0,9, <=50K, Male,0
18300,40.0,>12, >50K, Male,1
15052,30.0,9, <=50K, Male,0
3475,30.0,10, >50K, Male,1
16689,30.0,>12, >50K, Male,1
13186,30.0,>12, >50K, Female,1
877,30.0,11, <=50K, Female,0
15512,20.0,10, <=50K, Male,0
3213,>=70,9, <=50K, Male,0
11103,30.0,>12, >50K, Male,1
29801,60.0,9, <=50K, Female,0
12300,40.0,10, >50K, Male,1
23685,40.0,11, >50K, Female,1
20806,50.0,>12, >50K, Male,1
14854,30.0,6, <=50K, Female,0
18003,30.0,>12, <=50K, Female,0
18739,50.0,10, >50K, Male,1
7791,10.0,9, <=50K, Male,0
4198,20.0,9, <=50K, Female,0
25173,50.0,10, <=50K, Female,0
7048,50.0,7, <=50K, Male,0
11077,30.0,>12, >50K, Male,1
31410,20.0,9, <=50K, Male,0
776,30.0,10, <=50K, Female,0
9570,20.0,>12, <=50K, Female,0
30067,30.0,>12, >50K, Male,1
9215,30.0,>12, <=50K, Male,0
23407,20.0,9, <=50K, Male,0
17922,10.0,7, <=50K, Male,0
5195,40.0,10, <=50K, Female,0
19753,30.0,>12, >50K, Male,1
3391,20.0,10, <=50K, Female,0
23807,20.0,9, <=50K, Female,0
21110,50.0,9, <=50K, Male,0
7296,30.0,>12, >50K, Male,1
26061,20.0,8, <=50K, Male,0
3704,30.0,>12, <=50K, Female,0
21139,10.0,9, <=50K, Female,0
30612,30.0,9, <=50K, Male,0
8264,40.0,10, <=50K, Male,0
15178,20.0,9, <=50K, Male,0
31166,40.0,9, <=50K, Male,0
21375,20.0,>12, >50K, Male,1
19678,40.0,10, <=50K, Female,0
28899,30.0,>12, >50K, Male,1
7052,20.0,>12, <=50K, Male,0
1557,40.0,9, <=50K, Male,0
23389,30.0,9, >50K, Male,1
29034,20.0,10, <=50K, Female,0
752,50.0,6, <=50K, Male,0
23266,60.0,>12, >50K, Male,1
5033,40.0,>12, >50K, Male,1
28130,20.0,>12, <=50K, Female,0
1197,50.0,>12, <=50K, Male,0
15416,30.0,9, <=50K, Male,0
22342,30.0,>12, <=50K, Female,0
16226,10.0,7, <=50K, Male,0
30606,30.0,9, >50K, Male,1
19993,20.0,9, <=50K, Male,0
21884,50.0,>12, >50K, Male,1
26332,50.0,>12, >50K, Male,1
26039,30.0,12, <=50K, Female,0
10931,20.0,6, <=50K, Male,0
15468,20.0,8, <=50K, Female,0
14096,50.0,>12, >50K, Male,1
3132,40.0,10, <=50K, Male,0
9680,20.0,>12, <=50K, Male,0
11953,20.0,9, <=50K, Female,0
14638,40.0,12, <=50K, Male,0
26851,20.0,>12, <=50K, Male,0
22528,30.0,9, <=50K, Male,0
5468,40.0,10, <=50K, Male,0
8835,30.0,10, <=50K, Female,0
16184,30.0,>12, <=50K, Female,0
23814,40.0,11, <=50K, Male,0
16178,50.0,9, <=50K, Female,0
12127,20.0,>12, <=50K, Female,0
2237,30.0,>12, >50K, Male,1
4948,60.0,10, <=50K, Female,0
19770,50.0,9, <=50K, Male,0
14409,20.0,>12, <=50K, Female,0
35,40.0,7, <=50K, Male,0
248,40.0,12, >50K, Male,1
703,30.0,10, <=50K, Male,0
17138,20.0,<6, <=50K, Male,0
16243,50.0,>12, <=50K, Male,0
27626,40.0,11, <=50K, Male,0
2026,40.0,11, >50K, Male,1
13110,20.0,10, <=50K, Female,0
28424,10.0,7, <=50K, Female,0
25721,40.0,9, <=50K, Male,0
7740,30.0,>12, <=50K, Female,0
14615,60.0,>12, <=50K, Female,0
14579,50.0,>12, >50K, Male,1
15869,50.0,11, >50K, Male,1
32002,30.0,12, <=50K, Male,0
8432,40.0,9, <=50K, Male,0
20608,>=70,9, <=50K, Female,0
9063,40.0,>12, >50K, Male,1
7649,40.0,10, >50K, Male,1
28669,50.0,>12, >50K, Male,1
10852,30.0,10, <=50K, Female,0
10438,20.0,>12, >50K, Male,1
5381,20.0,>12, <=50K, Female,0
23803,20.0,<6, <=50K, Female,0
24692,30.0,10, <=50K, Female,0
27509,30.0,12, <=50K, Male,0
25408,40.0,10, <=50K, Male,0
24357,20.0,7, <=50K, Female,0
1737,20.0,9, <=50K, Female,0
13078,50.0,<6, <=50K, Male,0
17577,40.0,9, >50K, Male,1
14212,10.0,6, <=50K, Male,0
2114,20.0,>12, <=50K, Male,0
17635,40.0,10, <=50K, Female,0
28961,30.0,9, <=50K, Male,0
13770,40.0,12, <=50K, Female,0
6415,40.0,10, >50K, Male,1
24716,30.0,9, <=50K, Male,0
3756,30.0,>12, <=50K, Female,0
9112,20.0,10, <=50K, Male,0
11417,20.0,10, <=50K, Male,0
25290,50.0,>12, >50K, Male,1
20227,40.0,>12, <=50K, Female,0
30468,30.0,11, <=50K, Male,0
7294,50.0,9, >50K, Male,1
17265,40.0,12, >50K, Male,1
3962,30.0,11, <=50K, Male,0
13979,30.0,9, <=50K, Male,0
28960,30.0,>12, <=50K, Female,0
12241,20.0,7, >50K, Male,1
11410,50.0,>12, >50K, Male,1
17389,40.0,9, <=50K, Male,0
2602,40.0,11, <=50K, Female,0
32195,40.0,9, >50K, Male,1
12631,30.0,10, <=50K, Male,0
