,Age (decade),Education Years,Income,Gender,Income Binary
26872,20.0,>12, <=50K, Male,0
17697,50.0,9, <=50K, Female,0
19426,30.0,>12, <=50K, Female,0
21914,10.0,10, <=50K, Male,0
20608,>=70,10, <=50K, Female,0
3845,40.0,>12, >50K, Male,1
22422,>=70,<6, <=50K, Male,0
12793,30.0,>12, >50K, Male,1
28968,20.0,<6, <=50K, Female,0
17070,30.0,11, <=50K, Female,0
20939,20.0,10, <=50K, Male,0
3777,>=70,10, <=50K, Male,0
9101,30.0,12, >50K, Female,1
21456,40.0,>12, >50K, Female,1
19518,20.0,9, <=50K, Male,0
22903,30.0,9, <=50K, Male,0
7588,60.0,>12, <=50K, Female,1
9063,40.0,>12, >50K, Male,0
5742,40.0,9, <=50K, Female,0
12535,40.0,9, <=50K, Male,0
21569,30.0,>12, >50K, Male,1
16623,30.0,>12, <=50K, Female,0
3212,40.0,>12, >50K, Male,1
5598,20.0,9, <=50K, Male,0
3905,50.0,6, <=50K, Male,0
2584,50.0,<6, <=50K, Male,0
27794,10.0,10, <=50K, Male,0
3631,50.0,10, <=50K, Male,0
22790,30.0,9, <=50K, Female,0
14514,10.0,7, <=50K, Male,0
26109,40.0,11, <=50K, Male,0
11357,10.0,10, <=50K, Female,1
10155,50.0,12, >50K, Male,1
11793,50.0,9, <=50K, Female,0
7136,20.0,>12, <=50K, Male,0
1238,30.0,9, <=50K, Female,0
4662,30.0,12, <=50K, Male,0
4014,30.0,9, <=50K, Male,0
24166,40.0,>12, >50K, Male,1
3162,40.0,9, <=50K, Male,0
2408,40.0,9, <=50K, Male,0
102,40.0,>12, <=50K, Female,0
4170,50.0,6, <=50K, Male,0
21704,30.0,9, <=50K, Male,0
9190,40.0,10, >50K, Male,1
7469,20.0,10, <=50K, Male,0
9740,10.0,6, <=50K, Male,0
17949,20.0,10, <=50K, Male,0
2679,60.0,10, <=50K, Female,1
25044,10.0,10, <=50K, Male,0
17368,50.0,>12, >50K, Male,1
30022,>=70,10, <=50K, Male,0
20252,30.0,>12, >50K, Male,1
21432,30.0,9, <=50K, Female,0
1920,30.0,9, <=50K, Female,0
26900,20.0,9, <=50K, Male,0
20284,30.0,>12, <=50K, Male,0
19533,20.0,10, <=50K, Female,0
22938,40.0,9, <=50K, Female,0
12039,30.0,9, <=50K, Male,0
5771,40.0,>12, >50K, Male,1
27804,20.0,9, <=50K, Female,0
10743,20.0,9, <=50K, Male,0
8889,30.0,10, <=50K, Male,0
22,30.0,<6, <=50K, Male,0
902,20.0,9, <=50K, Female,0
26261,30.0,9, >50K, Male,1
29636,30.0,>12, >50K, Male,1
11994,40.0,9, <=50K, Female,0
3879,40.0,6, >50K, Female,1
23649,40.0,10, >50K, Male,1
6872,50.0,11, <=50K, Male,0
28364,50.0,9, <=50K, Male,0
13109,30.0,>12, >50K, Male,1
28094,30.0,>12, >50K, Female,1
6882,30.0,9, <=50K, Female,0
11527,60.0,10, <=50K, Female,0
639,50.0,>12, >50K, Male,1
14785,10.0,7, <=50K, Male,0
24388,30.0,10, <=50K, Male,0
2025,20.0,>12, <=50K, Female,0
246,50.0,9, >50K, Male,1
7227,50.0,9, <=50K, Female,0
25342,30.0,10, <=50K, Male,0
2640,20.0,8, <=50K, Male,0
20028,30.0,9, >50K, Male,1
28888,10.0,9, <=50K, Female,0
12134,50.0,9, <=50K, Male,0
16462,40.0,>12, >50K, Male,1
9572,20.0,8, <=50K, Female,0
18634,40.0,12, <=50K, Female,0
17698,40.0,9, <=50K, Female,0
9057,20.0,>12, <=50K, Male,0
12263,30.0,9, <=50K, Male,0
864,30.0,9, <=50K, Male,0
3921,20.0,8, <=50K, Male,0
23158,10.0,9, <=50K, Female,0
11785,30.0,9, >50K, Female,1
1136,40.0,>12, >50K, Male,1
22229,10.0,7, <=50K, Male,0
6529,20.0,9, <=50K, Female,0
26064,30.0,>12, <=50K, Male,0
30936,50.0,7, >50K, Female,1
30407,30.0,11, <=50K, Male,0
16773,40.0,9, <=50K, Male,0
18468,30.0,12, >50K, Male,1
6137,40.0,12, >50K, Male,0
19671,10.0,7, <=50K, Male,0
18643,30.0,11, >50K, Male,1
19600,50.0,12, <=50K, Female,0
28295,40.0,9, <=50K, Female,0
1852,20.0,<6, <=50K, Male,0
10065,>=70,>12, >50K, Male,1
20109,40.0,11, <=50K, Male,0
4673,60.0,9, <=50K, Male,0
25998,40.0,10, <=50K, Male,0
31138,30.0,9, <=50K, Female,0
7224,30.0,11, <=50K, Male,0
1772,50.0,11, >50K, Male,1
5063,40.0,10, <=50K, Male,0
25027,40.0,12, <=50K, Male,0
32084,40.0,6, >50K, Male,0
13163,30.0,>12, >50K, Male,1
2769,20.0,10, <=50K, Male,0
24602,50.0,10, >50K, Male,1
32210,30.0,>12, <=50K, Male,0
210,40.0,9, <=50K, Male,0
10430,30.0,9, <=50K, Female,0
30399,50.0,10, <=50K, Male,0
3570,30.0,<6, <=50K, Male,0
32416,30.0,12, >50K, Male,1
29203,30.0,9, <=50K, Male,0
21156,50.0,10, >50K, Male,0
22475,40.0,>12, >50K, Male,0
18606,20.0,10, <=50K, Male,0
12255,40.0,>12, >50K, Male,1
28578,30.0,>12, <=50K, Male,0
9659,20.0,9, <=50K, Male,0
5530,30.0,>12, >50K, Female,1
16395,20.0,>12, <=50K, Female,0
6587,20.0,9, <=50K, Male,0
2877,50.0,7, <=50K, Male,0
26306,30.0,6, <=50K, Male,0
8175,20.0,9, <=50K, Male,0
8711,60.0,7, <=50K, Male,0
3700,50.0,10, >50K, Male,1
14878,30.0,>12, <=50K, Female,0
2811,50.0,9, <=50K, Female,1
24617,30.0,9, <=50K, Male,0
187,50.0,>12, <=50K, Female,0
2329,30.0,10, <=50K, Male,0
18259,10.0,10, <=50K, Female,0
19383,50.0,9, <=50K, Male,0
26491,30.0,9, <=50K, Male,0
11268,30.0,10, <=50K, Female,0
14598,40.0,9, <=50K, Female,0
1489,30.0,>12, >50K, Male,1
1236,30.0,9, <=50K, Female,0
14161,30.0,9, <=50K, Female,0
2224,30.0,8, <=50K, Male,0
27470,40.0,>12, >50K, Female,1
25184,20.0,>12, <=50K, Female,1
19822,20.0,11, >50K, Male,1
21363,40.0,>12, <=50K, Male,0
950,40.0,9, >50K, Female,1
32409,30.0,10, <=50K, Male,0
10133,50.0,9, <=50K, Male,0
1661,40.0,>12, >50K, Male,1
2732,20.0,10, <=50K, Male,0
28081,30.0,9, >50K, Male,1
11208,20.0,12, <=50K, Male,0
17332,30.0,9, <=50K, Male,0
17347,40.0,9, <=50K, Female,0
24231,20.0,9, <=50K, Male,0
30702,30.0,11, <=50K, Female,0
9801,30.0,10, >50K, Male,1
138,20.0,10, <=50K, Male,0
2528,40.0,>12, <=50K, Male,0
11150,30.0,10, <=50K, Female,0
20886,20.0,7, <=50K, Male,0
3250,30.0,8, <=50K, Male,0
10760,20.0,9, <=50K, Male,0
30410,60.0,12, <=50K, Male,0
2553,20.0,9, <=50K, Female,0
23013,20.0,<6, <=50K, Male,0
22214,40.0,>12, >50K, Male,1
24762,50.0,>12, <=50K, Male,0
1628,40.0,9, <=50K, Female,1
13336,40.0,10, <=50K, Male,0
28173,40.0,>12, >50K, Female,1
16184,30.0,>12, <=50K, Female,1
29186,20.0,9, <=50K, Female,0
14690,10.0,9, <=50K, Female,0
6952,40.0,11, <=50K, Female,0
22455,40.0,9, >50K, Male,1
27418,40.0,9, >50K, Male,1
15238,>=70,>12, <=50K, Male,0
22619,20.0,9, <=50K, Female,0
3119,30.0,>12, <=50K, Male,0
31504,30.0,11, <=50K, Male,0
31859,20.0,9, <=50K, Male,0
7792,30.0,11, <=50K, Male,0
13331,40.0,11, >50K, Male,1
31813,40.0,>12, <=50K, Male,0
1251,40.0,10, <=50K, Male,0
3799,20.0,7, <=50K, Male,0
18401,40.0,>12, >50K, Female,1
2448,20.0,9, <=50K, Female,0
26367,10.0,10, <=50K, Male,0
18447,20.0,9, <=50K, Male,0
5115,40.0,<6, <=50K, Male,0
5579,20.0,9, <=50K, Female,0
12360,60.0,10, <=50K, Female,0
20783,10.0,7, <=50K, Female,0
546,50.0,6, <=50K, Female,0
8342,30.0,9, <=50K, Male,0
22292,20.0,9, <=50K, Male,0
7626,50.0,<6, <=50K, Male,0
25166,20.0,>12, <=50K, Male,0
31422,20.0,10, <=50K, Female,0
29563,30.0,>12, <=50K, Female,0
30163,30.0,11, <=50K, Male,0
3838,40.0,10, <=50K, Male,0
30550,40.0,>12, <=50K, Female,0
18190,50.0,10, <=50K, Male,0
2121,20.0,9, <=50K, Female,0
2262,40.0,11, <=50K, Female,1
13491,20.0,9, <=50K, Male,0
25681,20.0,>12, <=50K, Female,0
16900,20.0,7, <=50K, Male,0
25553,40.0,>12, >50K, Male,1
9338,20.0,12, <=50K, Male,0
3433,30.0,9, <=50K, Male,0
25786,60.0,>12, <=50K, Male,0
17485,30.0,>12, >50K, Male,1
28834,20.0,<6, <=50K, Male,0
26181,40.0,7, <=50K, Male,0
848,30.0,>12, <=50K, Male,0
10686,20.0,>12, <=50K, Male,0
13709,60.0,9, <=50K, Male,0
13616,30.0,12, >50K, Male,0
7299,50.0,9, >50K, Male,1
339,40.0,9, <=50K, Male,0
19830,40.0,9, <=50K, Male,0
19734,20.0,10, <=50K, Female,0
23573,>=70,9, <=50K, Female,0
32518,50.0,9, >50K, Male,1
4401,40.0,10, >50K, Female,1
10286,50.0,>12, >50K, Male,1
3100,30.0,9, <=50K, Male,0
7118,40.0,11, <=50K, Male,0
5783,20.0,10, <=50K, Female,0
7063,30.0,9, <=50K, Female,0
2161,20.0,10, <=50K, Female,0
29931,50.0,11, <=50K, Female,1
24199,50.0,>12, >50K, Female,1
16212,20.0,>12, <=50K, Female,0
3922,30.0,9, <=50K, Female,1
16687,20.0,10, <=50K, Male,0
20751,30.0,10, <=50K, Male,0
1519,10.0,6, <=50K, Male,0
30457,40.0,>12, <=50K, Male,0
1746,40.0,>12, <=50K, Male,0
24307,40.0,9, <=50K, Female,0
21659,30.0,11, <=50K, Male,0
16815,20.0,9, <=50K, Female,0
3945,30.0,>12, >50K, Male,1
1532,40.0,>12, >50K, Female,1
21383,20.0,9, <=50K, Male,0
14765,40.0,7, <=50K, Male,0
28975,30.0,10, <=50K, Female,0
3453,10.0,10, <=50K, Female,0
26112,20.0,9, <=50K, Male,0
30529,40.0,10, <=50K, Female,1
25345,30.0,9, <=50K, Male,0
4956,40.0,>12, <=50K, Male,0
20070,50.0,11, >50K, Male,0
7325,30.0,10, <=50K, Male,0
22325,60.0,9, <=50K, Male,0
21527,40.0,>12, >50K, Male,1
10790,40.0,10, >50K, Female,1
7417,20.0,>12, <=50K, Female,0
24932,20.0,9, <=50K, Female,0
16460,40.0,>12, >50K, Male,1
11361,40.0,9, <=50K, Male,0
13684,40.0,11, <=50K, Male,0
2277,40.0,9, <=50K, Male,0
4628,20.0,9, <=50K, Male,0
31091,20.0,9, <=50K, Male,0
3899,20.0,9, <=50K, Male,0
10432,20.0,9, <=50K, Male,0
3220,40.0,>12, >50K, Male,1
30431,50.0,>12, <=50K, Male,0
14018,10.0,9, <=50K, Female,0
30131,30.0,10, <=50K, Female,0
6806,10.0,10, <=50K, Female,0
27666,40.0,>12, <=50K, Female,0
23954,30.0,>12, <=50K, Female,0
18898,30.0,8, >50K, Male,1
2920,60.0,9, <=50K, Male,0
16082,20.0,>12, <=50K, Male,0
31214,20.0,10, <=50K, Female,0
28520,20.0,9, <=50K, Male,0
26837,30.0,10, <=50K, Male,0
11383,20.0,9, <=50K, Male,0
2295,20.0,11, <=50K, Male,0
21753,20.0,10, <=50K, Male,0
27359,20.0,10, <=50K, Female,0
26827,30.0,11, <=50K, Male,0
11178,40.0,9, >50K, Female,1
30191,60.0,6, <=50K, Male,0
32111,40.0,<6, <=50K, Male,0
26657,20.0,<6, <=50K, Male,0
17549,40.0,9, <=50K, Female,0
22078,30.0,9, >50K, Male,1
22134,20.0,10, <=50K, Female,0
18095,60.0,10, <=50K, Female,1
6867,40.0,<6, <=50K, Male,0
3462,30.0,9, <=50K, Male,0
2074,30.0,10, >50K, Male,1
19694,40.0,>12, <=50K, Female,1
5572,40.0,10, <=50K, Male,0
17130,50.0,>12, >50K, Male,1
14544,10.0,<6, <=50K, Female,0
8141,10.0,10, <=50K, Female,0
7150,20.0,9, <=50K, Male,0
3062,40.0,10, <=50K, Male,0
13794,30.0,9, >50K, Male,1
7874,30.0,10, <=50K, Male,0
15310,20.0,7, <=50K, Female,1
5768,40.0,10, <=50K, Female,0
12204,20.0,10, >50K, Male,0
30726,40.0,9, <=50K, Male,0
11368,20.0,9, <=50K, Female,0
24003,60.0,9, <=50K, Male,0
29937,20.0,10, <=50K, Male,0
9487,60.0,>12, <=50K, Male,0
19129,50.0,10, <=50K, Female,1
28314,40.0,9, <=50K, Male,0
16594,50.0,<6, <=50K, Male,0
16965,40.0,10, >50K, Male,1
21066,40.0,12, <=50K, Male,0
19278,20.0,9, <=50K, Male,0
18582,40.0,9, <=50K, Male,0
32356,20.0,10, <=50K, Male,0
5110,20.0,10, <=50K, Male,0
4766,60.0,9, <=50K, Male,0
30370,40.0,9, <=50K, Male,0
10893,20.0,>12, <=50K, Female,0
31360,40.0,10, <=50K, Female,0
30928,30.0,9, >50K, Male,1
9151,20.0,9, <=50K, Female,0
14362,30.0,9, <=50K, Male,0
8202,30.0,>12, <=50K, Male,0
14904,20.0,>12, <=50K, Male,0
25823,40.0,12, <=50K, Male,0
5484,40.0,<6, <=50K, Male,0
23668,40.0,9, <=50K, Male,0
15458,50.0,<6, <=50K, Male,0
22302,40.0,9, <=50K, Male,0
17375,30.0,9, <=50K, Male,0
22011,50.0,>12, <=50K, Male,0
9394,10.0,7, <=50K, Female,0
1638,30.0,>12, >50K, Male,1
29855,60.0,<6, <=50K, Male,0
6734,30.0,9, <=50K, Female,0
5151,50.0,10, <=50K, Female,0
10192,50.0,10, >50K, Male,1
13100,50.0,10, <=50K, Male,0
5315,30.0,9, <=50K, Male,0
25577,40.0,<6, <=50K, Male,0
11078,40.0,>12, >50K, Male,1
27117,40.0,9, <=50K, Male,0
13146,50.0,>12, <=50K, Male,0
16323,50.0,10, <=50K, Female,0
10897,20.0,8, <=50K, Male,0
17996,30.0,>12, <=50K, Male,0
10183,30.0,11, <=50K, Female,0
31534,40.0,10, >50K, Male,1
20805,20.0,9, <=50K, Female,0
1129,20.0,>12, <=50K, Male,0
20438,20.0,9, <=50K, Female,0
12550,30.0,12, <=50K, Female,0
13317,40.0,10, >50K, Female,1
4655,10.0,6, <=50K, Female,1
20004,50.0,9, <=50K, Male,0
18545,30.0,9, <=50K, Male,0
13824,50.0,9, <=50K, Male,0
22540,40.0,9, <=50K, Male,0
13815,30.0,10, <=50K, Male,0
23866,20.0,7, <=50K, Female,1
414,30.0,10, <=50K, Male,0
24900,40.0,>12, >50K, Male,0
9234,20.0,>12, <=50K, Female,0
8719,20.0,10, <=50K, Male,0
855,30.0,9, <=50K, Male,0
6831,40.0,>12, <=50K, Female,0
2776,20.0,>12, <=50K, Male,0
24639,10.0,9, <=50K, Male,0
6381,40.0,9, <=50K, Male,0
1630,30.0,7, <=50K, Male,0
5548,50.0,6, <=50K, Male,0
17737,40.0,6, <=50K, Male,0
9304,20.0,9, <=50K, Male,0
3317,40.0,10, >50K, Male,1
17098,40.0,9, <=50K, Female,0
4532,20.0,10, <=50K, Female,0
11234,10.0,7, <=50K, Female,0
6874,10.0,7, <=50K, Male,0
22836,20.0,11, <=50K, Female,0
18876,30.0,10, <=50K, Male,0
20999,50.0,6, <=50K, Male,0
3655,40.0,>12, >50K, Male,1
27719,10.0,7, <=50K, Male,0
17667,10.0,10, <=50K, Male,0
14687,50.0,>12, >50K, Male,0
16119,30.0,10, <=50K, Female,0
15190,50.0,12, <=50K, Male,0
29422,20.0,9, <=50K, Male,0
16340,40.0,10, <=50K, Female,0
13935,50.0,9, <=50K, Male,0
30351,60.0,<6, <=50K, Male,0
26733,20.0,>12, <=50K, Male,0
15414,10.0,9, <=50K, Female,0
14438,40.0,10, >50K, Male,1
11817,40.0,9, <=50K, Female,0
30673,20.0,9, <=50K, Female,0
21726,40.0,9, <=50K, Male,0
20387,30.0,>12, >50K, Male,1
10039,20.0,10, <=50K, Male,0
31862,20.0,11, <=50K, Female,0
30578,30.0,>12, >50K, Male,0
31880,50.0,>12, <=50K, Male,0
22679,40.0,9, <=50K, Male,0
8613,40.0,9, >50K, Male,1
25039,30.0,10, >50K, Male,0
23779,30.0,10, <=50K, Male,0
21222,60.0,10, <=50K, Female,0
27197,20.0,11, <=50K, Female,0
7935,20.0,10, <=50K, Female,0
30747,60.0,9, <=50K, Female,0
7361,30.0,9, <=50K, Female,0
27814,20.0,10, <=50K, Male,0
7069,40.0,9, <=50K, Male,0
19809,30.0,11, >50K, Female,1
7173,60.0,<6, <=50K, Male,0
11800,30.0,9, >50K, Male,1
7675,20.0,10, <=50K, Male,0
10512,30.0,9, >50K, Male,1
11638,40.0,10, >50K, Male,1
869,20.0,>12, <=50K, Male,0
25388,10.0,9, <=50K, Female,0
28783,60.0,6, <=50K, Male,0
7264,30.0,9, <=50K, Male,0
29739,30.0,>12, <=50K, Female,0
31150,50.0,>12, <=50K, Female,1
11924,50.0,6, <=50K, Male,0
15681,50.0,9, <=50K, Male,0
20026,40.0,9, <=50K, Male,0
29176,50.0,10, >50K, Male,1
29823,30.0,>12, <=50K, Female,1
26218,30.0,9, <=50K, Male,0
3556,60.0,9, <=50K, Female,0
32485,20.0,9, <=50K, Female,0
19392,40.0,10, <=50K, Female,1
25344,10.0,9, <=50K, Female,0
29323,40.0,>12, <=50K, Male,0
29388,30.0,9, <=50K, Male,0
20535,30.0,9, >50K, Male,1
9130,40.0,>12, >50K, Male,1
23021,30.0,>12, <=50K, Female,0
14096,50.0,>12, >50K, Male,1
10649,20.0,9, <=50K, Male,0
25428,20.0,9, <=50K, Male,0
26542,30.0,9, <=50K, Male,0
286,40.0,>12, >50K, Male,1
17097,30.0,9, <=50K, Female,0
2626,50.0,9, >50K, Male,1
22226,30.0,9, <=50K, Male,0
31913,10.0,9, <=50K, Male,0
17146,60.0,9, <=50K, Female,0
12280,20.0,10, <=50K, Female,0
26576,40.0,9, >50K, Male,1
28622,50.0,>12, <=50K, Male,0
32089,50.0,9, <=50K, Male,0
29196,10.0,9, <=50K, Female,0
22320,40.0,>12, <=50K, Female,1
5563,30.0,9, <=50K, Male,0
3612,50.0,>12, >50K, Male,1
5541,30.0,9, <=50K, Male,0
13734,30.0,9, <=50K, Female,0
28590,20.0,10, <=50K, Male,0
31025,60.0,9, <=50K, Male,0
2460,30.0,11, >50K, Male,1
30179,20.0,10, <=50K, Male,0
20355,30.0,9, >50K, Male,1
21941,20.0,9, <=50K, Male,0
23059,30.0,10, <=50K, Female,1
14497,20.0,9, <=50K, Male,0
24095,50.0,9, <=50K, Male,0
30433,20.0,9, <=50K, Male,0
27648,50.0,9, <=50K, Male,0
3932,30.0,9, >50K, Male,1
15248,30.0,>12, >50K, Male,1
31436,30.0,9, <=50K, Female,0
23119,40.0,10, <=50K, Male,0
17073,30.0,>12, <=50K, Male,0
30583,20.0,9, <=50K, Male,0
18551,50.0,>12, <=50K, Male,0
6237,50.0,<6, <=50K, Male,0
20393,50.0,>12, >50K, Male,1
3298,20.0,10, <=50K, Female,0
25217,40.0,9, <=50K, Female,0
11520,40.0,10, <=50K, Male,0
2383,>=70,<6, <=50K, Female,1
2717,40.0,>12, <=50K, Male,0
23848,40.0,9, <=50K, Female,0
19394,50.0,9, <=50K, Male,0
2143,50.0,>12, <=50K, Female,0
10210,>=70,10, <=50K, Male,0
11478,>=70,<6, <=50K, Male,0
14447,40.0,>12, <=50K, Male,0
10779,20.0,10, <=50K, Male,0
21157,50.0,9, <=50K, Male,0
9210,20.0,>12, >50K, Female,1
29238,40.0,10, <=50K, Male,0
7100,50.0,>12, >50K, Male,1
20253,50.0,10, <=50K, Male,0
30658,40.0,9, <=50K, Male,0
14516,10.0,9, <=50K, Male,0
17590,40.0,9, <=50K, Male,0
10900,30.0,11, <=50K, Male,0
358,40.0,9, <=50K, Female,0
24972,40.0,9, <=50K, Male,0
25912,>=70,<6, <=50K, Female,0
11776,30.0,11, <=50K, Female,0
16123,20.0,<6, <=50K, Male,0
5829,10.0,8, <=50K, Male,0
15639,20.0,10, <=50K, Male,0
17055,20.0,10, <=50K, Male,0
20256,30.0,9, <=50K, Male,0
23150,10.0,9, <=50K, Male,0
10990,30.0,10, <=50K, Male,0
16870,50.0,>12, >50K, Male,1
16523,>=70,9, >50K, Male,1
12806,50.0,>12, <=50K, Female,1
17933,30.0,<6, <=50K, Male,0
19350,30.0,10, <=50K, Male,0
14341,40.0,10, <=50K, Female,0
20086,30.0,9, <=50K, Female,0
28518,30.0,9, <=50K, Female,0
3747,20.0,>12, <=50K, Female,1
16848,30.0,>12, >50K, Female,1
8923,20.0,>12, <=50K, Male,0
13401,20.0,9, <=50K, Male,0
16481,20.0,>12, <=50K, Female,0
2175,20.0,>12, >50K, Female,1
19951,20.0,10, <=50K, Female,0
20532,40.0,7, <=50K, Male,0
17269,>=70,10, <=50K, Male,0
16350,60.0,>12, <=50K, Male,0
9280,40.0,10, <=50K, Male,0
1535,30.0,>12, <=50K, Female,1
32458,20.0,>12, >50K, Male,0
30091,20.0,9, <=50K, Male,0
20769,30.0,9, <=50K, Male,0
6652,20.0,9, >50K, Male,0
31712,20.0,9, <=50K, Female,0
6405,40.0,6, <=50K, Female,0
18892,30.0,9, >50K, Male,1
13986,40.0,9, <=50K, Male,0
17461,30.0,10, <=50K, Male,0
13381,30.0,>12, <=50K, Female,1
27456,40.0,>12, >50K, Male,1
32218,30.0,9, <=50K, Male,0
10366,30.0,>12, >50K, Male,1
26268,30.0,>12, >50K, Female,1
12387,30.0,<6, <=50K, Male,0
20005,40.0,10, >50K, Male,1
31093,40.0,>12, >50K, Male,1
16366,40.0,11, <=50K, Female,0
22547,40.0,>12, >50K, Male,0
25866,50.0,10, <=50K, Male,0
5301,50.0,>12, >50K, Male,1
26678,50.0,9, <=50K, Male,0
3271,30.0,>12, >50K, Male,1
23180,30.0,<6, <=50K, Male,0
12127,30.0,>12, <=50K, Female,0
29885,40.0,9, <=50K, Male,0
22439,30.0,>12, >50K, Male,1
27882,40.0,11, <=50K, Female,0
26876,30.0,>12, >50K, Male,1
8189,20.0,10, <=50K, Female,0
30026,10.0,7, <=50K, Female,0
29906,20.0,9, <=50K, Male,0
23682,40.0,>12, >50K, Female,1
24767,50.0,9, <=50K, Female,0
25737,30.0,>12, <=50K, Female,0
2729,20.0,9, <=50K, Male,0
21757,20.0,10, <=50K, Male,0
7478,30.0,9, <=50K, Female,0
29877,40.0,9, <=50K, Male,0
19653,60.0,9, <=50K, Male,0
16824,20.0,10, <=50K, Female,0
30292,30.0,10, <=50K, Male,0
27353,30.0,10, <=50K, Male,0
21887,30.0,9, >50K, Male,1
16422,50.0,>12, >50K, Male,1
22036,40.0,10, <=50K, Male,0
6071,40.0,7, <=50K, Male,0
27137,30.0,9, <=50K, Male,0
30223,40.0,10, <=50K, Male,0
16786,20.0,9, <=50K, Male,0
11898,20.0,9, <=50K, Female,0
17520,30.0,>12, <=50K, Female,1
21758,50.0,9, <=50K, Male,0
22269,40.0,>12, <=50K, Female,1
28619,30.0,10, <=50K, Female,0
13479,30.0,>12, >50K, Male,1
28472,50.0,<6, <=50K, Male,0
5692,30.0,9, <=50K, Female,0
8992,20.0,10, <=50K, Male,0
17151,40.0,7, <=50K, Male,0
20992,50.0,9, >50K, Male,1
22108,40.0,10, <=50K, Female,0
29542,40.0,10, <=50K, Male,0
27617,50.0,9, <=50K, Male,0
32121,30.0,9, <=50K, Male,0
9476,60.0,10, <=50K, Male,0
24418,20.0,10, <=50K, Male,0
26451,40.0,10, <=50K, Male,0
30105,50.0,9, <=50K, Male,0
14776,30.0,7, <=50K, Male,0
12317,50.0,>12, >50K, Male,1
19309,30.0,12, <=50K, Male,0
31703,30.0,9, >50K, Male,1
10191,30.0,12, <=50K, Male,0
10770,30.0,10, <=50K, Male,0
3713,40.0,9, <=50K, Male,0
5214,60.0,>12, <=50K, Female,1
25441,60.0,>12, <=50K, Male,0
17208,40.0,9, <=50K, Male,0
14606,50.0,10, <=50K, Male,0
6942,40.0,10, >50K, Male,1
27380,40.0,>12, <=50K, Male,0
19519,50.0,10, <=50K, Male,0
30885,50.0,10, >50K, Male,1
17987,50.0,9, <=50K, Male,0
2986,60.0,7, >50K, Male,1
14639,20.0,>12, <=50K, Male,0
31664,60.0,10, <=50K, Female,0
18839,60.0,>12, <=50K, Male,0
15183,30.0,11, <=50K, Male,0
29006,60.0,>12, >50K, Female,1
25638,10.0,7, <=50K, Male,0
18400,20.0,9, <=50K, Male,0
15287,20.0,12, <=50K, Female,0
12098,30.0,9, <=50K, Male,0
29420,30.0,11, <=50K, Male,0
10757,30.0,>12, >50K, Male,1
26753,40.0,10, <=50K, Male,0
11434,40.0,9, >50K, Male,1
28287,30.0,>12, <=50K, Female,1
9858,30.0,9, <=50K, Male,0
29658,40.0,10, <=50K, Female,0
15116,60.0,11, <=50K, Female,0
12591,50.0,10, >50K, Male,0
2600,30.0,>12, <=50K, Male,0
23654,30.0,>12, <=50K, Male,0
31393,20.0,9, <=50K, Female,0
5654,20.0,>12, <=50K, Male,0
17273,50.0,9, <=50K, Female,0
4610,30.0,9, <=50K, Male,0
18334,40.0,11, <=50K, Male,0
31511,30.0,>12, <=50K, Male,0
10209,30.0,>12, <=50K, Female,0
20226,40.0,9, >50K, Male,1
23368,50.0,>12, >50K, Male,0
20583,60.0,9, <=50K, Male,0
434,20.0,10, <=50K, Male,0
1393,10.0,9, <=50K, Female,0
17676,60.0,7, <=50K, Female,0
20771,20.0,9, <=50K, Male,0
25563,40.0,9, <=50K, Female,0
12666,40.0,>12, <=50K, Male,0
29205,20.0,9, <=50K, Female,0
1128,40.0,10, <=50K, Male,0
18203,50.0,9, >50K, Male,1
9752,30.0,>12, >50K, Female,1
7445,30.0,9, <=50K, Male,0
16889,30.0,12, <=50K, Male,0
532,30.0,9, <=50K, Male,0
7181,20.0,10, <=50K, Female,0
26041,10.0,7, <=50K, Female,0
23546,40.0,10, <=50K, Male,0
30514,20.0,10, <=50K, Female,0
5756,50.0,12, >50K, Male,1
21865,60.0,7, <=50K, Male,0
5442,30.0,9, <=50K, Female,1
19595,50.0,>12, >50K, Female,1
12210,30.0,9, >50K, Male,1
1773,10.0,6, <=50K, Female,0
3736,30.0,12, <=50K, Female,0
28181,40.0,9, <=50K, Male,0
40,30.0,<6, <=50K, Male,0
8549,20.0,>12, <=50K, Female,0
5203,10.0,6, <=50K, Male,0
23773,40.0,12, <=50K, Female,0
8581,50.0,9, >50K, Male,1
3404,40.0,<6, <=50K, Male,0
10606,50.0,10, <=50K, Male,0
20415,40.0,12, <=50K, Female,1
32530,30.0,>12, >50K, Female,1
22319,30.0,9, <=50K, Male,0
21718,20.0,9, <=50K, Male,0
3297,>=70,9, >50K, Male,1
30053,30.0,10, <=50K, Female,1
24650,60.0,9, <=50K, Male,0
9131,50.0,>12, >50K, Male,1
5428,20.0,9, <=50K, Male,0
19142,40.0,10, <=50K, Male,0
4076,30.0,9, <=50K, Female,0
14741,30.0,9, >50K, Male,1
26449,40.0,9, <=50K, Male,0
29935,30.0,10, <=50K, Female,0
6519,50.0,>12, >50K, Male,1
22164,50.0,9, >50K, Male,1
27110,30.0,>12, >50K, Female,1
20743,20.0,>12, <=50K, Male,0
928,20.0,10, <=50K, Female,0
4551,20.0,9, <=50K, Male,0
19696,30.0,12, <=50K, Female,1
520,20.0,>12, >50K, Male,0
6337,40.0,9, >50K, Male,1
