id,race,age_cat,c_charge_degree,priors_count,is_recid
4011,Caucasian,25 to 45,F,0,0
7604,Caucasian,Greater than 45,M,0,0
8702,Caucasian,25 to 45,M,More than 3,1
10370,Caucasian,25 to 45,F,0,0
960,Caucasian,25 to 45,F,1 to 3,1
8551,Caucasian,Greater than 45,F,1 to 3,0
6471,Caucasian,Greater than 45,F,More than 3,1
5001,African-American,Less than 25,M,0,1
10139,African-American,25 to 45,F,1 to 3,1
835,African-American,25 to 45,F,More than 3,1
6268,African-American,25 to 45,F,0,0
7034,Caucasian,25 to 45,F,1 to 3,1
8535,African-American,Greater than 45,F,0,1
6551,Caucasian,25 to 45,M,1 to 3,0
5455,Caucasian,25 to 45,F,More than 3,0
7310,Caucasian,25 to 45,F,More than 3,1
6496,Caucasian,Less than 25,F,0,0
6116,African-American,25 to 45,F,1 to 3,1
6394,African-American,Greater than 45,F,1 to 3,0
4887,Caucasian,25 to 45,F,More than 3,1
2100,Caucasian,25 to 45,M,0,0
1187,Caucasian,Less than 25,F,1 to 3,1
8253,African-American,25 to 45,M,0,0
5968,Caucasian,Greater than 45,F,More than 3,1
8341,Caucasian,Greater than 45,M,1 to 3,0
243,Caucasian,25 to 45,M,1 to 3,0
7981,Caucasian,25 to 45,F,More than 3,0
4080,African-American,Less than 25,F,0,0
1578,Caucasian,25 to 45,F,1 to 3,0
7944,Caucasian,25 to 45,M,1 to 3,0
3988,African-American,25 to 45,M,0,1
1380,African-American,Greater than 45,F,1 to 3,1
5126,African-American,25 to 45,F,More than 3,0
1372,Caucasian,Less than 25,F,0,0
7004,Caucasian,Less than 25,F,1 to 3,0
7162,African-American,Greater than 45,F,1 to 3,1
4866,African-American,25 to 45,F,More than 3,1
4947,African-American,Less than 25,M,1 to 3,1
7725,African-American,Greater than 45,M,0,0
6042,Caucasian,25 to 45,M,More than 3,1
10590,African-American,25 to 45,F,1 to 3,1
9452,African-American,25 to 45,M,More than 3,1
10359,African-American,25 to 45,M,1 to 3,1
4202,African-American,25 to 45,M,More than 3,1
3423,Caucasian,25 to 45,F,1 to 3,0
3019,Caucasian,Greater than 45,M,0,1
5337,African-American,Greater than 45,M,1 to 3,1
4157,African-American,Less than 25,F,0,1
9613,Caucasian,Greater than 45,F,More than 3,1
9058,Caucasian,Less than 25,F,More than 3,1
9752,African-American,Less than 25,F,1 to 3,1
5947,Caucasian,25 to 45,M,1 to 3,0
1048,African-American,25 to 45,F,More than 3,1
9553,Caucasian,Greater than 45,M,1 to 3,0
2886,African-American,25 to 45,F,More than 3,1
5475,African-American,25 to 45,M,0,0
3783,Caucasian,25 to 45,F,0,0
4005,Caucasian,25 to 45,M,More than 3,0
3429,African-American,Less than 25,F,0,1
7960,Caucasian,Greater than 45,M,1 to 3,1
3987,Caucasian,25 to 45,F,1 to 3,1
146,Caucasian,25 to 45,F,1 to 3,1
5613,Caucasian,Greater than 45,M,0,1
6904,African-American,Less than 25,F,1 to 3,0
4401,African-American,25 to 45,F,0,0
3418,African-American,25 to 45,M,1 to 3,1
2484,Caucasian,Greater than 45,M,0,0
10925,Caucasian,25 to 45,M,1 to 3,1
3452,African-American,25 to 45,F,1 to 3,0
9150,Caucasian,Less than 25,F,1 to 3,1
2514,African-American,25 to 45,F,More than 3,1
7563,Caucasian,25 to 45,M,1 to 3,0
9215,Caucasian,Less than 25,M,0,0
61,African-American,Greater than 45,F,More than 3,0
8078,Caucasian,Greater than 45,M,0,0
10094,Caucasian,Less than 25,M,0,0
6150,Caucasian,25 to 45,F,0,0
2933,African-American,25 to 45,F,More than 3,1
6967,Caucasian,Less than 25,M,0,0
2802,Caucasian,25 to 45,M,0,0
900,Caucasian,Less than 25,F,0,0
10317,African-American,Greater than 45,M,0,0
4792,African-American,Less than 25,M,1 to 3,0
5987,Caucasian,25 to 45,F,More than 3,1
3703,Caucasian,Greater than 45,M,0,0
3880,African-American,Greater than 45,F,0,1
5425,African-American,25 to 45,F,0,1
5994,African-American,Less than 25,F,0,1
5012,Caucasian,25 to 45,M,0,0
8182,African-American,Less than 25,F,1 to 3,0
3284,Caucasian,25 to 45,F,More than 3,1
9966,African-American,Greater than 45,M,More than 3,1
10920,Caucasian,25 to 45,F,More than 3,0
9448,Caucasian,Greater than 45,M,0,0
9110,African-American,Greater than 45,F,1 to 3,1
10629,Caucasian,25 to 45,F,1 to 3,1
3751,African-American,25 to 45,M,More than 3,1
2634,Caucasian,25 to 45,F,More than 3,1
3648,African-American,Greater than 45,F,More than 3,1
2125,Caucasian,25 to 45,M,More than 3,0
5754,African-American,25 to 45,F,More than 3,1
6537,Caucasian,25 to 45,F,More than 3,1
1119,African-American,Less than 25,F,More than 3,1
5634,Caucasian,25 to 45,F,0,0
10957,African-American,Greater than 45,M,More than 3,1
10669,Caucasian,Greater than 45,M,0,1
9256,Caucasian,25 to 45,F,More than 3,1
8340,Caucasian,Greater than 45,F,0,0
8133,African-American,25 to 45,F,1 to 3,1
1220,African-American,25 to 45,F,0,0
7741,African-American,Less than 25,F,0,1
2753,African-American,25 to 45,F,More than 3,1
9292,African-American,25 to 45,F,More than 3,0
9756,African-American,25 to 45,M,More than 3,1
2735,African-American,25 to 45,F,More than 3,1
6908,African-American,25 to 45,F,More than 3,1
4495,African-American,Less than 25,F,1 to 3,0
7079,Caucasian,25 to 45,F,1 to 3,0
1280,Caucasian,25 to 45,M,More than 3,1
4845,African-American,25 to 45,F,1 to 3,1
3739,Caucasian,Greater than 45,M,1 to 3,0
6441,African-American,25 to 45,F,More than 3,0
2166,African-American,25 to 45,F,More than 3,1
6657,African-American,25 to 45,F,More than 3,1
3278,African-American,25 to 45,F,More than 3,1
7420,Caucasian,25 to 45,F,0,1
6143,African-American,Greater than 45,F,More than 3,1
6886,African-American,Greater than 45,F,More than 3,1
1927,African-American,25 to 45,F,More than 3,1
8616,Caucasian,25 to 45,F,More than 3,0
111,African-American,25 to 45,F,1 to 3,0
7007,African-American,25 to 45,F,More than 3,0
8920,African-American,25 to 45,F,More than 3,1
3841,Caucasian,Greater than 45,F,1 to 3,0
10728,African-American,25 to 45,F,More than 3,1
1044,African-American,25 to 45,M,More than 3,0
2855,African-American,25 to 45,M,1 to 3,1
2218,African-American,25 to 45,M,1 to 3,0
1049,Caucasian,Greater than 45,F,1 to 3,0
189,Caucasian,Greater than 45,M,1 to 3,0
7677,Caucasian,25 to 45,M,0,0
7054,Caucasian,Greater than 45,M,0,0
2609,African-American,25 to 45,F,More than 3,0
1606,African-American,25 to 45,F,0,0
10379,African-American,25 to 45,M,More than 3,1
5101,African-American,25 to 45,M,More than 3,1
8087,Caucasian,Greater than 45,M,0,1
1038,Caucasian,Greater than 45,F,1 to 3,1
1066,Caucasian,25 to 45,F,1 to 3,0
4229,Caucasian,Less than 25,F,1 to 3,1
4060,African-American,25 to 45,M,1 to 3,1
7660,African-American,Less than 25,F,0,0
8136,Caucasian,Greater than 45,F,1 to 3,1
7908,African-American,Less than 25,F,More than 3,1
9612,Caucasian,25 to 45,M,1 to 3,1
8570,Caucasian,Greater than 45,F,0,1
7271,Caucasian,Greater than 45,M,0,0
6883,Caucasian,Greater than 45,M,1 to 3,0
6655,African-American,25 to 45,F,1 to 3,0
9157,African-American,25 to 45,F,More than 3,1
2708,African-American,25 to 45,M,More than 3,0
2228,African-American,Less than 25,F,1 to 3,1
2131,African-American,25 to 45,F,0,0
6626,African-American,25 to 45,F,0,0
1072,African-American,25 to 45,F,0,0
2536,African-American,Greater than 45,M,More than 3,0
3014,African-American,Less than 25,F,1 to 3,1
1331,African-American,Less than 25,F,More than 3,1
6971,African-American,25 to 45,F,More than 3,1
10543,Caucasian,Greater than 45,M,1 to 3,1
2788,Caucasian,Greater than 45,F,0,0
3094,African-American,25 to 45,M,More than 3,1
2453,Caucasian,Greater than 45,M,More than 3,1
590,Caucasian,Greater than 45,F,More than 3,1
712,African-American,Greater than 45,M,1 to 3,0
8153,Caucasian,Greater than 45,M,0,0
2614,Caucasian,25 to 45,F,More than 3,0
3785,Caucasian,Less than 25,M,1 to 3,1
4503,African-American,25 to 45,M,1 to 3,1
9981,African-American,Less than 25,F,1 to 3,1
1269,African-American,25 to 45,M,1 to 3,0
3975,Caucasian,25 to 45,M,1 to 3,0
7874,Caucasian,25 to 45,F,1 to 3,1
4137,Caucasian,Less than 25,M,1 to 3,1
9972,African-American,Less than 25,M,0,0
2782,African-American,25 to 45,M,More than 3,1
4877,Caucasian,Less than 25,F,1 to 3,1
6976,Caucasian,25 to 45,M,0,0
1099,Caucasian,Less than 25,F,1 to 3,0
4640,African-American,25 to 45,F,More than 3,1
8546,Caucasian,Less than 25,F,1 to 3,0
5094,African-American,Less than 25,M,0,0
10299,African-American,25 to 45,M,1 to 3,0
3948,African-American,Less than 25,F,1 to 3,0
18,African-American,25 to 45,F,0,0
9005,Caucasian,25 to 45,M,1 to 3,0
2860,African-American,25 to 45,F,0,0
4119,Caucasian,Greater than 45,F,More than 3,1
6085,African-American,25 to 45,F,More than 3,0
10837,African-American,Greater than 45,M,More than 3,0
2224,Caucasian,Less than 25,F,1 to 3,0
7027,African-American,Greater than 45,M,0,1
5022,African-American,Greater than 45,F,More than 3,1
7439,African-American,25 to 45,F,1 to 3,1
5133,African-American,25 to 45,M,1 to 3,1
10557,African-American,25 to 45,M,More than 3,0
4658,African-American,25 to 45,M,More than 3,0
2521,African-American,Less than 25,F,1 to 3,0
1667,Caucasian,Less than 25,M,0,1
4041,African-American,25 to 45,F,1 to 3,0
1140,African-American,Greater than 45,F,More than 3,0
344,African-American,25 to 45,M,0,0
8219,African-American,25 to 45,M,1 to 3,1
487,Caucasian,Greater than 45,F,More than 3,1
2392,African-American,25 to 45,F,More than 3,1
10879,Caucasian,Greater than 45,F,0,0
691,African-American,25 to 45,M,1 to 3,1
1727,African-American,Greater than 45,F,1 to 3,0
7596,African-American,25 to 45,F,More than 3,0
7010,African-American,Greater than 45,F,More than 3,1
3865,African-American,Less than 25,M,0,0
9337,Caucasian,25 to 45,F,1 to 3,0
10463,African-American,Less than 25,M,1 to 3,1
411,African-American,25 to 45,M,1 to 3,0
7432,Caucasian,25 to 45,F,1 to 3,0
3528,African-American,Less than 25,F,0,0
2682,African-American,25 to 45,F,1 to 3,0
4940,African-American,25 to 45,F,More than 3,1
3203,Caucasian,Less than 25,F,0,0
2387,Caucasian,Less than 25,F,0,1
7912,Caucasian,Less than 25,F,0,1
4013,Caucasian,25 to 45,M,More than 3,1
10091,African-American,25 to 45,F,More than 3,1
3857,African-American,25 to 45,F,0,0
10513,Caucasian,25 to 45,F,0,0
635,African-American,25 to 45,M,More than 3,1
7919,African-American,25 to 45,F,More than 3,1
169,Caucasian,25 to 45,M,More than 3,1
5748,African-American,Less than 25,F,1 to 3,1
4835,African-American,25 to 45,F,1 to 3,0
1869,Caucasian,Greater than 45,M,0,0
9833,Caucasian,Greater than 45,F,0,0
6073,Caucasian,25 to 45,F,0,0
4765,Caucasian,Greater than 45,F,1 to 3,0
3544,African-American,Less than 25,F,1 to 3,1
2310,African-American,25 to 45,F,1 to 3,0
6148,African-American,25 to 45,M,0,0
4672,Caucasian,Greater than 45,F,More than 3,1
8031,African-American,25 to 45,M,More than 3,1
6830,Caucasian,Less than 25,F,1 to 3,1
1254,African-American,25 to 45,F,More than 3,0
653,Caucasian,Less than 25,F,1 to 3,1
4075,African-American,25 to 45,F,More than 3,0
269,Caucasian,Greater than 45,F,0,0
8232,African-American,25 to 45,F,More than 3,1
8508,African-American,25 to 45,M,0,0
5322,Caucasian,Greater than 45,F,0,0
7126,Caucasian,Greater than 45,M,0,0
3627,Caucasian,25 to 45,M,More than 3,0
4710,Caucasian,25 to 45,F,More than 3,1
3392,Caucasian,Greater than 45,M,0,0
7561,Caucasian,25 to 45,F,More than 3,0
10511,African-American,25 to 45,M,More than 3,1
10293,Caucasian,Less than 25,F,1 to 3,0
4973,African-American,Less than 25,F,More than 3,1
9436,African-American,25 to 45,F,More than 3,1
4088,African-American,25 to 45,F,0,0
2611,African-American,25 to 45,M,1 to 3,1
6191,African-American,25 to 45,F,1 to 3,0
872,African-American,25 to 45,F,More than 3,1
2780,Caucasian,Greater than 45,M,0,0
6075,African-American,25 to 45,F,More than 3,1
1141,African-American,25 to 45,M,More than 3,0
10941,Caucasian,25 to 45,M,0,1
9904,African-American,25 to 45,F,More than 3,1
3069,Caucasian,25 to 45,F,1 to 3,0
6681,African-American,25 to 45,M,1 to 3,1
3345,Caucasian,25 to 45,F,1 to 3,0
7832,African-American,25 to 45,M,More than 3,1
8517,African-American,Less than 25,M,0,1
8247,African-American,Less than 25,F,1 to 3,0
4512,African-American,Less than 25,F,0,1
2306,Caucasian,Greater than 45,M,1 to 3,0
10869,African-American,Greater than 45,F,More than 3,1
4612,Caucasian,25 to 45,F,More than 3,1
9115,Caucasian,Greater than 45,F,More than 3,1
9013,Caucasian,Greater than 45,F,1 to 3,0
7738,Caucasian,25 to 45,F,1 to 3,0
6505,Caucasian,25 to 45,F,More than 3,0
308,African-American,25 to 45,M,0,0
3765,Caucasian,25 to 45,F,0,1
148,Caucasian,Greater than 45,M,0,0
9388,Caucasian,Greater than 45,F,0,0
2488,Caucasian,Greater than 45,M,0,1
8805,African-American,Greater than 45,F,1 to 3,0
1715,African-American,25 to 45,F,More than 3,1
2342,African-American,25 to 45,F,More than 3,0
8652,African-American,25 to 45,F,1 to 3,0
1796,African-American,Less than 25,F,0,1
8800,Caucasian,25 to 45,M,More than 3,1
3676,African-American,Greater than 45,F,1 to 3,0
10720,African-American,Less than 25,M,1 to 3,1
10065,Caucasian,25 to 45,M,1 to 3,0
6548,African-American,Less than 25,F,1 to 3,1
3997,African-American,25 to 45,F,0,1
178,African-American,25 to 45,F,More than 3,1
7602,African-American,25 to 45,F,More than 3,1
4611,African-American,25 to 45,M,0,0
6941,African-American,Greater than 45,F,1 to 3,1
7605,African-American,Greater than 45,M,1 to 3,1
3902,Caucasian,25 to 45,M,More than 3,0
3899,African-American,25 to 45,F,More than 3,1
6584,Caucasian,25 to 45,F,1 to 3,0
3304,African-American,25 to 45,F,1 to 3,0
2115,Caucasian,25 to 45,M,0,0
855,African-American,25 to 45,F,0,0
4776,African-American,25 to 45,F,1 to 3,1
7895,Caucasian,25 to 45,M,0,0
8082,African-American,Greater than 45,F,More than 3,1
10302,African-American,Greater than 45,M,More than 3,1
333,African-American,25 to 45,M,More than 3,0
9845,African-American,Greater than 45,M,0,1
6662,African-American,25 to 45,F,0,0
10452,African-American,25 to 45,F,0,0
1132,Caucasian,Greater than 45,F,0,0
7383,Caucasian,Less than 25,F,1 to 3,1
6382,African-American,25 to 45,F,1 to 3,1
5441,African-American,Greater than 45,M,0,0
4236,African-American,25 to 45,F,More than 3,1
804,African-American,Less than 25,F,0,1
2478,African-American,25 to 45,F,0,0
7423,African-American,Greater than 45,F,0,1
3145,African-American,25 to 45,F,More than 3,1
8173,Caucasian,25 to 45,M,1 to 3,1
4306,African-American,Less than 25,F,1 to 3,1
4169,Caucasian,25 to 45,M,1 to 3,1
400,African-American,Less than 25,F,0,1
4320,African-American,25 to 45,F,More than 3,0
2277,Caucasian,25 to 45,M,More than 3,1
967,African-American,25 to 45,F,More than 3,1
9536,African-American,25 to 45,M,More than 3,1
8756,African-American,Less than 25,F,More than 3,1
5591,African-American,25 to 45,F,More than 3,1
6383,Caucasian,Greater than 45,M,0,1
8694,Caucasian,25 to 45,F,0,0
5459,African-American,Greater than 45,M,0,0
3657,African-American,25 to 45,M,0,0
1458,Caucasian,Less than 25,M,0,0
10184,African-American,25 to 45,M,1 to 3,0
4809,Caucasian,25 to 45,F,More than 3,1
2908,African-American,Less than 25,F,0,0
4281,African-American,25 to 45,M,More than 3,0
2134,African-American,Less than 25,M,1 to 3,0
1822,Caucasian,25 to 45,F,1 to 3,1
3191,African-American,25 to 45,F,More than 3,0
7411,African-American,25 to 45,M,More than 3,1
5993,Caucasian,Greater than 45,M,1 to 3,0
5188,African-American,25 to 45,F,More than 3,1
9062,Caucasian,25 to 45,M,0,0
6260,Caucasian,25 to 45,F,1 to 3,1
5647,African-American,25 to 45,M,0,1
9666,African-American,Less than 25,F,0,0
3788,Caucasian,25 to 45,F,0,0
9518,Caucasian,25 to 45,M,0,0
4763,Caucasian,Less than 25,F,1 to 3,0
7402,Caucasian,25 to 45,M,More than 3,1
616,African-American,25 to 45,F,1 to 3,0
10158,African-American,Less than 25,F,0,1
6041,Caucasian,Greater than 45,F,1 to 3,0
1347,Caucasian,25 to 45,F,1 to 3,1
2983,Caucasian,25 to 45,F,0,0
4258,Caucasian,25 to 45,M,0,0
3320,Caucasian,Less than 25,F,0,0
1441,African-American,25 to 45,M,1 to 3,1
9628,African-American,Less than 25,F,1 to 3,1
6597,African-American,25 to 45,F,More than 3,1
9348,Caucasian,Less than 25,F,1 to 3,0
6646,African-American,25 to 45,M,0,1
5520,Caucasian,Greater than 45,F,1 to 3,0
5730,African-American,25 to 45,F,More than 3,1
8288,African-American,25 to 45,F,More than 3,1
1156,African-American,Less than 25,F,0,0
1160,African-American,Less than 25,F,0,1
1894,African-American,25 to 45,M,0,1
3747,Caucasian,25 to 45,M,1 to 3,0
675,Caucasian,Greater than 45,F,More than 3,0
7225,African-American,25 to 45,F,More than 3,1
527,Caucasian,Greater than 45,M,0,0
282,Caucasian,Greater than 45,M,More than 3,1
1446,Caucasian,25 to 45,F,1 to 3,0
1367,African-American,25 to 45,F,0,1
5351,Caucasian,Less than 25,M,0,0
8148,Caucasian,Greater than 45,M,0,0
7591,African-American,Less than 25,F,More than 3,1
4250,African-American,25 to 45,F,0,0
3787,African-American,25 to 45,F,1 to 3,1
9136,African-American,25 to 45,F,More than 3,0
7026,African-American,25 to 45,F,More than 3,0
7762,Caucasian,25 to 45,M,1 to 3,1
10643,African-American,Less than 25,M,0,0
456,Caucasian,25 to 45,F,More than 3,0
9159,Caucasian,Greater than 45,F,1 to 3,1
1385,African-American,25 to 45,M,More than 3,1
9031,African-American,25 to 45,F,More than 3,1
1681,African-American,Greater than 45,F,More than 3,0
7910,African-American,25 to 45,M,More than 3,0
9621,Caucasian,Greater than 45,F,0,0
9629,African-American,Less than 25,F,More than 3,0
3010,Caucasian,Greater than 45,M,0,0
9370,African-American,Greater than 45,F,More than 3,1
3434,African-American,25 to 45,F,More than 3,1
7983,African-American,Less than 25,M,1 to 3,0
1886,African-American,Greater than 45,F,More than 3,0
10448,African-American,Greater than 45,M,More than 3,1
9020,Caucasian,25 to 45,M,More than 3,1
9094,African-American,Less than 25,F,1 to 3,1
10956,Caucasian,Greater than 45,M,1 to 3,0
7620,African-American,Greater than 45,F,1 to 3,0
7712,African-American,Less than 25,M,0,0
5152,African-American,25 to 45,F,1 to 3,1
3656,African-American,Less than 25,M,0,0
10446,African-American,Less than 25,F,0,0
4925,Caucasian,Greater than 45,F,0,0
5271,Caucasian,25 to 45,F,0,1
7242,African-American,Less than 25,M,0,0
6500,Caucasian,Less than 25,F,0,0
7163,African-American,25 to 45,M,More than 3,1
8095,Caucasian,25 to 45,F,More than 3,1
9589,African-American,Greater than 45,M,1 to 3,0
10737,Caucasian,Greater than 45,F,More than 3,0
3248,Caucasian,Greater than 45,F,More than 3,1
3700,African-American,Less than 25,F,1 to 3,1
9939,Caucasian,Greater than 45,M,0,0
4437,Caucasian,Greater than 45,M,1 to 3,0
7040,Caucasian,Less than 25,F,0,0
8309,African-American,25 to 45,M,More than 3,0
3273,African-American,Less than 25,F,1 to 3,1
7916,African-American,25 to 45,F,0,0
9935,African-American,Less than 25,F,More than 3,1
5632,Caucasian,25 to 45,M,More than 3,1
7061,Caucasian,Less than 25,M,0,1
6524,Caucasian,25 to 45,F,0,0
8605,African-American,25 to 45,F,More than 3,0
930,African-American,Less than 25,F,0,1
6320,African-American,25 to 45,F,More than 3,1
3255,African-American,Greater than 45,M,More than 3,1
10939,Caucasian,Greater than 45,M,1 to 3,0
8098,African-American,Less than 25,M,0,0
9617,African-American,25 to 45,F,More than 3,1
10047,Caucasian,Greater than 45,F,0,0
122,African-American,25 to 45,M,More than 3,1
5293,African-American,25 to 45,F,More than 3,0
10677,African-American,25 to 45,F,More than 3,1
8859,African-American,25 to 45,F,0,1
5821,Caucasian,25 to 45,M,1 to 3,0
6154,African-American,25 to 45,M,1 to 3,0
238,African-American,25 to 45,F,More than 3,1
7735,Caucasian,Greater than 45,M,1 to 3,0
1755,African-American,Less than 25,F,0,0
190,African-American,25 to 45,F,More than 3,1
4906,African-American,Less than 25,M,More than 3,1
8432,African-American,25 to 45,M,More than 3,1
5500,Caucasian,Greater than 45,F,More than 3,0
6466,Caucasian,Greater than 45,M,0,0
5448,Caucasian,25 to 45,F,0,0
8032,Caucasian,25 to 45,M,0,0
2444,African-American,Greater than 45,M,1 to 3,0
5883,Caucasian,25 to 45,F,1 to 3,1
1754,Caucasian,25 to 45,M,0,0
2220,African-American,Greater than 45,M,More than 3,1
9458,African-American,Less than 25,M,0,1
9835,African-American,Greater than 45,F,1 to 3,0
6877,African-American,25 to 45,F,1 to 3,0
8149,Caucasian,25 to 45,M,1 to 3,0
5655,Caucasian,25 to 45,M,0,0
4706,Caucasian,Greater than 45,F,0,1
7243,African-American,25 to 45,M,1 to 3,1
692,African-American,25 to 45,F,1 to 3,1
6798,Caucasian,Less than 25,F,1 to 3,0
294,African-American,25 to 45,M,1 to 3,1
10313,African-American,25 to 45,F,More than 3,0
10210,African-American,25 to 45,M,0,0
7692,Caucasian,Greater than 45,M,1 to 3,0
5811,African-American,Less than 25,F,1 to 3,1
6910,African-American,25 to 45,F,More than 3,1
3359,African-American,25 to 45,F,More than 3,1
6046,African-American,Greater than 45,F,More than 3,0
3597,Caucasian,Less than 25,M,1 to 3,1
4117,Caucasian,Greater than 45,M,1 to 3,0
3081,African-American,25 to 45,F,1 to 3,1
3629,African-American,Less than 25,F,0,1
1634,Caucasian,25 to 45,F,1 to 3,0
6229,Caucasian,25 to 45,M,More than 3,1
1361,African-American,25 to 45,M,More than 3,1
8216,African-American,25 to 45,M,1 to 3,0
10207,African-American,25 to 45,F,More than 3,0
3323,African-American,25 to 45,M,More than 3,1
8865,Caucasian,Greater than 45,F,0,0
3338,African-American,Less than 25,M,0,0
1642,Caucasian,25 to 45,M,1 to 3,0
6345,African-American,Less than 25,F,0,0
6751,Caucasian,25 to 45,F,1 to 3,1
9183,Caucasian,25 to 45,M,0,0
10985,African-American,25 to 45,F,More than 3,1
3152,Caucasian,25 to 45,F,More than 3,0
9554,Caucasian,25 to 45,M,0,0
10903,African-American,Less than 25,F,1 to 3,1
8942,Caucasian,Less than 25,M,1 to 3,1
9254,African-American,25 to 45,F,1 to 3,0
8939,African-American,25 to 45,M,1 to 3,0
10584,Caucasian,25 to 45,F,1 to 3,1
5535,Caucasian,Less than 25,F,1 to 3,1
3649,African-American,25 to 45,F,More than 3,1
2870,African-American,Less than 25,M,1 to 3,1
9086,African-American,25 to 45,F,More than 3,1
7704,African-American,25 to 45,F,0,0
2103,African-American,25 to 45,F,1 to 3,1
968,Caucasian,25 to 45,F,0,1
6463,African-American,25 to 45,F,More than 3,0
789,African-American,25 to 45,M,1 to 3,0
10169,Caucasian,25 to 45,M,0,1
2259,African-American,25 to 45,F,More than 3,0
8496,Caucasian,Less than 25,F,0,1
1128,Caucasian,Less than 25,M,0,0
6259,Caucasian,Greater than 45,M,1 to 3,0
10567,Caucasian,25 to 45,F,1 to 3,0
8816,Caucasian,25 to 45,F,0,0
5173,African-American,25 to 45,M,0,1
8612,African-American,Less than 25,F,More than 3,1
7449,African-American,25 to 45,F,More than 3,1
3084,African-American,Greater than 45,M,More than 3,0
1945,African-American,25 to 45,F,0,0
1353,Caucasian,Greater than 45,F,1 to 3,1
8458,Caucasian,Greater than 45,F,1 to 3,0
604,African-American,Less than 25,M,0,1
3720,Caucasian,Greater than 45,F,More than 3,1
9515,African-American,25 to 45,F,1 to 3,0
1596,African-American,25 to 45,F,1 to 3,1
8596,African-American,25 to 45,M,1 to 3,1
7964,African-American,25 to 45,M,0,0
5880,African-American,25 to 45,F,0,0
7455,African-American,Less than 25,F,0,0
899,African-American,25 to 45,M,0,1
7936,Caucasian,25 to 45,M,More than 3,1
5142,African-American,Greater than 45,F,More than 3,0
3839,African-American,Greater than 45,M,1 to 3,1
7516,African-American,25 to 45,M,0,1
3437,Caucasian,Less than 25,F,0,0
7820,African-American,25 to 45,M,More than 3,1
3539,African-American,25 to 45,F,1 to 3,0
364,African-American,25 to 45,F,0,0
888,Caucasian,Less than 25,M,0,0
6006,African-American,25 to 45,F,More than 3,0
7700,African-American,25 to 45,F,More than 3,1
4390,Caucasian,Greater than 45,F,0,0
9838,African-American,Greater than 45,F,0,0
10159,Caucasian,Greater than 45,F,0,0
105,African-American,25 to 45,M,1 to 3,0
674,African-American,Less than 25,M,1 to 3,1
913,African-American,25 to 45,M,1 to 3,1
7673,African-American,Greater than 45,F,1 to 3,0
7370,African-American,Greater than 45,M,More than 3,1
15,African-American,Less than 25,M,1 to 3,1
6312,African-American,25 to 45,F,More than 3,1
1281,Caucasian,25 to 45,M,1 to 3,1
7661,Caucasian,Greater than 45,F,More than 3,1
4269,African-American,25 to 45,F,More than 3,1
5223,African-American,Less than 25,F,1 to 3,1
9669,African-American,25 to 45,F,1 to 3,0
9044,African-American,Less than 25,F,1 to 3,1
5836,African-American,Less than 25,M,1 to 3,1
25,African-American,Greater than 45,F,More than 3,1
6502,African-American,25 to 45,M,More than 3,1
6401,Caucasian,Greater than 45,F,1 to 3,0
1031,Caucasian,25 to 45,F,More than 3,1
8405,African-American,25 to 45,F,1 to 3,0
10226,African-American,25 to 45,F,More than 3,1
1943,African-American,Less than 25,F,0,1
2913,African-American,25 to 45,M,More than 3,0
10580,Caucasian,Less than 25,M,1 to 3,0
4383,African-American,Greater than 45,M,More than 3,1
953,African-American,25 to 45,M,0,0
1749,Caucasian,Greater than 45,M,0,0
4839,African-American,25 to 45,F,More than 3,0
1971,African-American,25 to 45,F,1 to 3,0
9248,African-American,Greater than 45,F,More than 3,0
5054,African-American,Less than 25,M,0,1
6560,African-American,Greater than 45,F,More than 3,0
6372,African-American,25 to 45,F,More than 3,1
2719,African-American,Less than 25,F,1 to 3,1
2087,African-American,Less than 25,M,1 to 3,1
4982,Caucasian,25 to 45,M,1 to 3,0
7573,African-American,25 to 45,F,More than 3,1
7515,African-American,Less than 25,F,1 to 3,1
10179,African-American,Greater than 45,M,1 to 3,0
10855,African-American,Greater than 45,F,More than 3,1
1870,African-American,Less than 25,F,0,0
2969,Caucasian,Greater than 45,M,1 to 3,1
4260,African-American,25 to 45,M,More than 3,0
7785,African-American,25 to 45,F,More than 3,1
756,Caucasian,Greater than 45,M,0,0
4694,Caucasian,25 to 45,M,1 to 3,0
234,African-American,Greater than 45,F,1 to 3,1
2182,African-American,25 to 45,F,1 to 3,1
1240,African-American,25 to 45,F,More than 3,0
7457,African-American,25 to 45,F,More than 3,1
7136,African-American,25 to 45,F,1 to 3,1
8609,African-American,25 to 45,F,1 to 3,0
4914,African-American,Less than 25,F,More than 3,1
98,African-American,25 to 45,F,More than 3,1
7576,African-American,25 to 45,F,1 to 3,1
363,Caucasian,25 to 45,M,More than 3,1
10712,African-American,Less than 25,F,1 to 3,1
8068,Caucasian,25 to 45,F,More than 3,0
8617,African-American,25 to 45,F,1 to 3,0
2874,African-American,25 to 45,M,1 to 3,1
7541,Caucasian,Greater than 45,M,More than 3,0
10309,African-American,Greater than 45,F,More than 3,1
9182,African-American,25 to 45,F,More than 3,1
7320,Caucasian,Less than 25,F,1 to 3,1
1604,African-American,25 to 45,M,More than 3,1
3078,Caucasian,25 to 45,M,1 to 3,0
1026,African-American,Greater than 45,F,More than 3,1
