id,race,age_cat,c_charge_degree,priors_count,is_recid
7481,Caucasian,Less than 25,F,0,1
10008,Caucasian,25 to 45,F,1 to 3,1
6396,Caucasian,Greater than 45,F,More than 3,0
6693,Caucasian,25 to 45,M,0,0
10402,Caucasian,Greater than 45,M,1 to 3,0
10625,African-American,25 to 45,F,0,0
8543,African-American,Less than 25,F,1 to 3,1
4168,Caucasian,Greater than 45,F,More than 3,0
4524,Caucasian,Less than 25,F,0,0
9486,African-American,Less than 25,F,0,0
9157,African-American,25 to 45,F,More than 3,1
408,Caucasian,Less than 25,F,1 to 3,0
2128,African-American,Less than 25,F,1 to 3,0
4800,African-American,25 to 45,F,More than 3,1
1706,African-American,25 to 45,M,More than 3,0
5765,African-American,Greater than 45,F,More than 3,0
4592,African-American,Less than 25,M,0,1
7373,African-American,25 to 45,F,More than 3,1
1482,African-American,Less than 25,M,More than 3,0
1388,Caucasian,Greater than 45,F,1 to 3,1
6113,African-American,Greater than 45,M,1 to 3,1
1915,African-American,25 to 45,F,More than 3,1
8774,Caucasian,25 to 45,M,1 to 3,0
8741,Caucasian,25 to 45,F,0,1
623,Caucasian,Greater than 45,M,0,0
9245,African-American,25 to 45,M,1 to 3,0
5149,African-American,25 to 45,F,More than 3,1
9201,African-American,Less than 25,F,1 to 3,1
7522,African-American,25 to 45,F,More than 3,1
3160,African-American,Less than 25,F,1 to 3,1
8579,African-American,Greater than 45,M,1 to 3,0
10919,African-American,Less than 25,M,More than 3,1
3096,African-American,Greater than 45,F,0,1
5931,Caucasian,25 to 45,F,1 to 3,1
3350,African-American,25 to 45,F,1 to 3,0
7130,Caucasian,25 to 45,F,More than 3,1
5417,Caucasian,25 to 45,M,0,0
5593,Caucasian,25 to 45,M,More than 3,1
6781,Caucasian,Greater than 45,M,1 to 3,0
3137,Caucasian,Greater than 45,M,1 to 3,1
6147,African-American,Less than 25,F,0,0
355,African-American,25 to 45,F,More than 3,0
5309,Caucasian,25 to 45,M,0,0
5391,Caucasian,25 to 45,F,1 to 3,0
10980,African-American,25 to 45,F,1 to 3,0
8724,African-American,Less than 25,F,More than 3,0
3725,African-American,Less than 25,F,More than 3,1
2664,African-American,Less than 25,F,0,1
8023,African-American,25 to 45,M,More than 3,1
4233,African-American,25 to 45,M,1 to 3,0
4461,Caucasian,Greater than 45,F,More than 3,0
5472,Caucasian,25 to 45,F,0,1
6606,African-American,Greater than 45,F,0,0
9889,African-American,25 to 45,F,More than 3,0
7196,African-American,Greater than 45,F,More than 3,1
4735,African-American,Less than 25,F,0,0
6608,Caucasian,25 to 45,F,More than 3,1
10399,Caucasian,25 to 45,F,1 to 3,0
962,Caucasian,25 to 45,M,More than 3,0
6485,African-American,Greater than 45,F,0,0
3977,Caucasian,Greater than 45,M,0,0
2061,African-American,25 to 45,F,1 to 3,1
4447,African-American,Less than 25,F,1 to 3,0
5937,African-American,25 to 45,M,0,1
10984,African-American,Less than 25,M,0,0
9643,Caucasian,25 to 45,F,0,0
1682,Caucasian,25 to 45,F,1 to 3,0
268,Caucasian,Greater than 45,M,1 to 3,1
8026,African-American,25 to 45,F,1 to 3,1
7754,Caucasian,25 to 45,M,0,1
9061,African-American,Less than 25,F,1 to 3,0
1631,Caucasian,Greater than 45,F,1 to 3,1
4337,Caucasian,25 to 45,F,0,0
6894,African-American,25 to 45,M,1 to 3,0
3153,Caucasian,25 to 45,F,0,0
3281,Caucasian,25 to 45,F,1 to 3,1
975,African-American,Less than 25,F,0,0
5035,Caucasian,25 to 45,F,More than 3,0
8867,Caucasian,Less than 25,F,More than 3,0
3882,Caucasian,Less than 25,F,0,0
6487,African-American,25 to 45,M,0,0
7919,African-American,25 to 45,F,More than 3,1
8997,African-American,Greater than 45,F,1 to 3,0
9646,African-American,25 to 45,M,More than 3,1
1890,African-American,25 to 45,M,1 to 3,1
1262,Caucasian,Greater than 45,M,More than 3,1
3872,Caucasian,Less than 25,F,1 to 3,0
3566,Caucasian,Less than 25,F,1 to 3,0
4719,Caucasian,25 to 45,M,0,0
6586,Caucasian,Greater than 45,F,More than 3,1
6919,African-American,Less than 25,F,0,1
5333,African-American,Less than 25,F,0,0
9072,African-American,25 to 45,M,1 to 3,1
9654,African-American,Greater than 45,F,1 to 3,1
9493,African-American,Greater than 45,F,0,0
7298,African-American,25 to 45,F,1 to 3,0
8938,African-American,Greater than 45,M,0,0
7468,Caucasian,25 to 45,F,1 to 3,1
823,African-American,25 to 45,F,More than 3,1
586,African-American,25 to 45,F,1 to 3,0
8621,African-American,25 to 45,F,1 to 3,0
7692,Caucasian,Greater than 45,M,1 to 3,0
2161,Caucasian,25 to 45,M,0,0
8792,Caucasian,25 to 45,F,0,1
8373,Caucasian,Greater than 45,M,1 to 3,0
7705,Caucasian,Greater than 45,F,1 to 3,0
9840,Caucasian,25 to 45,M,0,1
9739,African-American,Greater than 45,F,More than 3,1
3597,Caucasian,Less than 25,M,1 to 3,1
1060,African-American,25 to 45,F,1 to 3,0
2688,African-American,25 to 45,F,1 to 3,1
7541,Caucasian,Greater than 45,M,More than 3,0
2932,African-American,25 to 45,F,1 to 3,0
10235,African-American,Less than 25,F,1 to 3,0
10950,Caucasian,Greater than 45,M,0,1
2901,African-American,25 to 45,F,More than 3,1
361,Caucasian,Greater than 45,M,1 to 3,0
6957,African-American,Less than 25,F,1 to 3,0
2083,African-American,Less than 25,F,1 to 3,1
7114,African-American,Less than 25,F,0,0
6304,African-American,25 to 45,F,More than 3,1
9773,African-American,Less than 25,F,1 to 3,1
7678,African-American,25 to 45,F,1 to 3,1
1326,African-American,Less than 25,F,1 to 3,0
10575,Caucasian,25 to 45,F,More than 3,0
10614,African-American,25 to 45,M,More than 3,1
9756,African-American,25 to 45,M,More than 3,1
1043,African-American,25 to 45,F,More than 3,0
10811,Caucasian,25 to 45,F,1 to 3,0
10794,African-American,25 to 45,F,More than 3,1
7843,Caucasian,25 to 45,M,0,0
7216,African-American,25 to 45,F,More than 3,1
7871,African-American,Less than 25,F,1 to 3,0
6166,Caucasian,Less than 25,M,1 to 3,1
10618,African-American,25 to 45,F,More than 3,1
9407,African-American,25 to 45,F,More than 3,0
4906,African-American,Less than 25,M,More than 3,1
1490,African-American,25 to 45,M,More than 3,1
5142,African-American,Greater than 45,F,More than 3,0
1106,Caucasian,25 to 45,F,1 to 3,0
8735,African-American,25 to 45,M,0,0
10882,Caucasian,Less than 25,F,1 to 3,0
10237,Caucasian,Less than 25,F,0,1
9786,African-American,25 to 45,F,More than 3,1
10062,Caucasian,25 to 45,F,1 to 3,1
4765,Caucasian,Greater than 45,F,1 to 3,0
4073,Caucasian,25 to 45,M,0,0
2956,Caucasian,Greater than 45,M,More than 3,0
6692,Caucasian,25 to 45,F,0,0
9981,African-American,Less than 25,F,1 to 3,1
10946,African-American,25 to 45,M,1 to 3,0
1700,African-American,25 to 45,M,0,1
7634,African-American,Greater than 45,F,0,0
10319,African-American,25 to 45,F,1 to 3,1
9284,Caucasian,25 to 45,F,0,0
5217,African-American,Less than 25,F,0,1
5693,African-American,25 to 45,F,More than 3,1
9586,African-American,Less than 25,M,0,1
3431,African-American,25 to 45,M,0,0
6468,African-American,Greater than 45,F,1 to 3,0
4979,African-American,25 to 45,F,More than 3,1
7572,Caucasian,Greater than 45,M,More than 3,1
2216,African-American,25 to 45,F,1 to 3,0
3015,Caucasian,Greater than 45,M,1 to 3,1
5754,African-American,25 to 45,F,More than 3,1
5203,African-American,Less than 25,F,1 to 3,1
445,Caucasian,Greater than 45,F,1 to 3,0
4062,Caucasian,25 to 45,F,0,1
8501,African-American,25 to 45,F,More than 3,1
5150,African-American,25 to 45,M,1 to 3,0
4837,Caucasian,25 to 45,M,1 to 3,0
8974,African-American,Less than 25,F,1 to 3,1
3800,African-American,25 to 45,F,More than 3,1
4537,African-American,25 to 45,F,More than 3,0
921,African-American,25 to 45,M,1 to 3,0
9784,African-American,25 to 45,M,1 to 3,0
9369,African-American,25 to 45,M,1 to 3,0
7699,African-American,Less than 25,F,0,1
9207,African-American,25 to 45,M,1 to 3,0
7604,Caucasian,Greater than 45,M,0,0
9984,African-American,Less than 25,F,0,0
3960,African-American,25 to 45,F,0,0
350,African-American,25 to 45,M,More than 3,1
428,Caucasian,Greater than 45,F,1 to 3,0
4281,African-American,Less than 25,M,1 to 3,0
2153,African-American,Less than 25,F,1 to 3,1
10965,Caucasian,Greater than 45,F,More than 3,1
2201,Caucasian,Greater than 45,F,1 to 3,0
9547,Caucasian,25 to 45,M,0,0
10992,Caucasian,Less than 25,M,0,1
1063,African-American,25 to 45,M,1 to 3,1
4980,Caucasian,25 to 45,M,1 to 3,0
6201,Caucasian,Greater than 45,F,1 to 3,0
1246,African-American,25 to 45,M,1 to 3,0
9698,African-American,Less than 25,F,1 to 3,0
4100,Caucasian,Less than 25,M,1 to 3,1
8484,Caucasian,Less than 25,M,0,1
1727,African-American,Greater than 45,F,1 to 3,0
3383,African-American,Greater than 45,F,More than 3,1
925,Caucasian,25 to 45,M,1 to 3,0
3799,African-American,25 to 45,M,0,0
10386,Caucasian,Less than 25,M,1 to 3,0
4775,Caucasian,25 to 45,F,1 to 3,1
5491,Caucasian,Less than 25,F,0,0
2113,African-American,Less than 25,F,1 to 3,1
1954,Caucasian,25 to 45,M,1 to 3,1
5727,African-American,25 to 45,F,More than 3,0
7930,Caucasian,Less than 25,M,More than 3,1
8173,Caucasian,25 to 45,M,0,1
6216,African-American,Less than 25,F,0,1
8715,African-American,Less than 25,M,0,1
7027,African-American,Greater than 45,M,0,1
2782,African-American,25 to 45,M,More than 3,1
6596,African-American,Greater than 45,F,0,1
8577,Caucasian,Greater than 45,M,1 to 3,0
9357,African-American,Less than 25,M,More than 3,0
10506,African-American,25 to 45,F,More than 3,1
5061,African-American,Less than 25,F,1 to 3,1
8504,Caucasian,25 to 45,F,More than 3,1
2586,Caucasian,25 to 45,F,1 to 3,0
5176,African-American,25 to 45,M,1 to 3,0
4011,Caucasian,25 to 45,F,0,0
4943,African-American,Greater than 45,F,1 to 3,0
5607,Caucasian,25 to 45,F,1 to 3,0
9475,African-American,25 to 45,F,1 to 3,0
8773,African-American,25 to 45,M,1 to 3,1
2828,African-American,Less than 25,M,0,1
3696,African-American,Less than 25,F,1 to 3,0
10315,African-American,Less than 25,F,0,1
7455,African-American,Less than 25,F,0,0
2867,Caucasian,25 to 45,F,0,0
9600,Caucasian,25 to 45,F,More than 3,1
707,African-American,Less than 25,F,More than 3,1
3809,Caucasian,25 to 45,M,More than 3,1
722,Caucasian,25 to 45,F,1 to 3,0
2634,Caucasian,25 to 45,F,More than 3,1
8813,African-American,Less than 25,F,0,1
9548,Caucasian,Greater than 45,F,More than 3,0
5833,Caucasian,Greater than 45,F,1 to 3,0
10924,African-American,25 to 45,F,0,0
6850,Caucasian,25 to 45,F,0,1
1428,African-American,Less than 25,F,1 to 3,0
10163,African-American,Less than 25,M,More than 3,0
2898,Caucasian,25 to 45,M,0,0
452,Caucasian,Greater than 45,F,0,0
825,Caucasian,Less than 25,M,More than 3,1
9156,Caucasian,Less than 25,F,More than 3,1
8449,Caucasian,25 to 45,M,1 to 3,1
9307,African-American,Greater than 45,F,More than 3,1
1651,African-American,Greater than 45,F,1 to 3,0
9439,African-American,Less than 25,F,1 to 3,0
8604,African-American,Less than 25,F,0,0
1049,Caucasian,Greater than 45,F,1 to 3,0
10735,African-American,25 to 45,F,1 to 3,0
2997,African-American,25 to 45,F,More than 3,1
6382,African-American,Less than 25,F,1 to 3,0
8925,African-American,25 to 45,F,0,0
4698,African-American,Greater than 45,F,More than 3,0
9005,Caucasian,25 to 45,M,1 to 3,0
9170,Caucasian,Greater than 45,F,1 to 3,0
2671,African-American,25 to 45,F,More than 3,1
3068,African-American,25 to 45,F,More than 3,0
6882,African-American,25 to 45,F,More than 3,1
7752,Caucasian,25 to 45,F,More than 3,1
9935,African-American,Less than 25,F,1 to 3,0
3847,African-American,Less than 25,F,1 to 3,0
1062,African-American,25 to 45,F,More than 3,0
2026,African-American,Less than 25,F,1 to 3,0
914,African-American,25 to 45,M,1 to 3,1
3839,African-American,Greater than 45,M,1 to 3,1
5586,African-American,25 to 45,F,More than 3,1
1681,African-American,Greater than 45,F,More than 3,0
6319,African-American,Less than 25,M,1 to 3,1
6920,African-American,25 to 45,M,More than 3,0
366,Caucasian,Less than 25,M,1 to 3,1
2361,Caucasian,Greater than 45,M,1 to 3,1
6173,African-American,Greater than 45,M,0,0
8008,African-American,25 to 45,M,1 to 3,0
10179,African-American,Greater than 45,M,1 to 3,0
1874,Caucasian,25 to 45,M,1 to 3,0
6326,Caucasian,Less than 25,M,1 to 3,1
2371,Caucasian,25 to 45,M,1 to 3,0
7531,African-American,Less than 25,F,1 to 3,0
80,African-American,Less than 25,F,1 to 3,1
5430,African-American,Less than 25,F,1 to 3,0
1344,African-American,Greater than 45,F,1 to 3,0
9695,Caucasian,25 to 45,M,1 to 3,0
1225,African-American,Less than 25,F,1 to 3,0
5993,Caucasian,Greater than 45,M,1 to 3,0
1655,African-American,Less than 25,M,1 to 3,1
869,Caucasian,25 to 45,M,More than 3,0
9494,Caucasian,25 to 45,F,0,0
1803,Caucasian,25 to 45,M,0,0
6148,African-American,25 to 45,M,0,0
1187,Caucasian,25 to 45,F,1 to 3,1
4866,African-American,25 to 45,F,More than 3,1
4697,African-American,Less than 25,M,0,0
6030,African-American,Greater than 45,F,More than 3,0
4217,Caucasian,25 to 45,F,1 to 3,1
8924,African-American,25 to 45,F,1 to 3,1
229,African-American,Less than 25,F,1 to 3,0
3656,African-American,Less than 25,M,0,0
675,Caucasian,Greater than 45,F,More than 3,0
9566,Caucasian,25 to 45,F,1 to 3,1
4122,Caucasian,25 to 45,F,0,0
3862,Caucasian,25 to 45,M,0,0
10954,Caucasian,Less than 25,F,1 to 3,0
5392,African-American,Greater than 45,M,1 to 3,0
2237,African-American,25 to 45,F,More than 3,0
1749,Caucasian,Greater than 45,M,0,0
2110,African-American,Less than 25,F,1 to 3,0
9488,Caucasian,Less than 25,M,0,1
9939,Caucasian,Greater than 45,M,0,0
6123,Caucasian,Less than 25,F,1 to 3,0
6467,African-American,25 to 45,F,More than 3,0
7419,African-American,Less than 25,F,1 to 3,0
1684,Caucasian,Less than 25,F,1 to 3,0
6698,African-American,25 to 45,F,More than 3,1
7024,Caucasian,25 to 45,F,1 to 3,0
2343,Caucasian,Greater than 45,F,1 to 3,0
10607,Caucasian,Less than 25,M,0,1
238,African-American,25 to 45,F,More than 3,1
10839,African-American,25 to 45,M,More than 3,1
5266,Caucasian,Greater than 45,F,1 to 3,0
3089,African-American,Less than 25,M,0,0
6976,Caucasian,25 to 45,M,0,0
4955,African-American,Less than 25,F,More than 3,1
7186,Caucasian,25 to 45,F,1 to 3,0
3681,African-American,Greater than 45,F,More than 3,0
6337,African-American,Greater than 45,F,More than 3,0
9441,African-American,25 to 45,M,1 to 3,1
10377,Caucasian,25 to 45,F,0,0
5854,African-American,25 to 45,M,0,0
1369,Caucasian,25 to 45,M,1 to 3,0
9045,Caucasian,Greater than 45,F,0,0
2931,African-American,25 to 45,F,0,0
5154,African-American,25 to 45,M,More than 3,1
4165,African-American,25 to 45,F,0,0
278,African-American,Less than 25,M,0,1
1065,African-American,25 to 45,F,More than 3,1
7741,African-American,Less than 25,F,0,1
4964,African-American,25 to 45,F,1 to 3,1
900,Caucasian,Less than 25,F,0,0
8396,African-American,25 to 45,F,More than 3,1
10659,African-American,25 to 45,F,More than 3,1
4789,African-American,25 to 45,F,More than 3,1
7200,African-American,Less than 25,F,1 to 3,0
9817,African-American,25 to 45,F,1 to 3,1
7060,African-American,25 to 45,F,More than 3,0
611,African-American,Greater than 45,F,More than 3,0
10462,Caucasian,25 to 45,F,0,0
9524,Caucasian,25 to 45,M,1 to 3,0
495,African-American,Less than 25,F,0,0
7546,Caucasian,Less than 25,M,1 to 3,1
3066,African-American,25 to 45,F,1 to 3,0
1847,African-American,25 to 45,M,0,0
26,African-American,Less than 25,F,1 to 3,0
5389,African-American,Less than 25,F,1 to 3,0
5865,African-American,25 to 45,F,More than 3,1
660,Caucasian,25 to 45,M,1 to 3,0
9276,Caucasian,Greater than 45,M,0,0
195,Caucasian,25 to 45,F,1 to 3,0
8652,African-American,25 to 45,F,1 to 3,0
2976,African-American,25 to 45,M,More than 3,1
5271,Caucasian,25 to 45,F,0,1
8116,Caucasian,Less than 25,F,1 to 3,0
5184,African-American,Greater than 45,F,0,0
3979,Caucasian,25 to 45,M,0,0
5399,Caucasian,Greater than 45,F,0,0
9327,African-American,Less than 25,F,1 to 3,1
1829,Caucasian,25 to 45,F,0,0
2690,Caucasian,Greater than 45,F,More than 3,1
5743,Caucasian,Greater than 45,M,0,0
6146,African-American,25 to 45,M,0,0
28,Caucasian,Less than 25,F,0,0
9126,African-American,25 to 45,M,1 to 3,0
3841,Caucasian,Greater than 45,F,1 to 3,0
7338,African-American,Less than 25,F,More than 3,1
7362,African-American,Less than 25,M,More than 3,1
3838,African-American,Greater than 45,M,1 to 3,0
2178,African-American,25 to 45,F,1 to 3,1
54,African-American,25 to 45,F,More than 3,1
4994,Caucasian,25 to 45,F,1 to 3,1
3344,African-American,25 to 45,F,1 to 3,1
5724,Caucasian,Greater than 45,M,1 to 3,0
190,African-American,25 to 45,F,More than 3,1
1066,Caucasian,25 to 45,F,1 to 3,0
5692,Caucasian,25 to 45,M,0,1
9991,Caucasian,Less than 25,M,0,0
3457,African-American,Greater than 45,F,1 to 3,0
5787,Caucasian,Greater than 45,M,0,0
3662,African-American,25 to 45,F,More than 3,0
7988,African-American,25 to 45,F,More than 3,1
7410,Caucasian,Greater than 45,F,1 to 3,0
1613,African-American,Less than 25,F,1 to 3,0
871,Caucasian,25 to 45,M,0,0
8380,Caucasian,25 to 45,F,1 to 3,1
6182,African-American,25 to 45,M,0,0
203,African-American,25 to 45,M,0,0
2549,African-American,Greater than 45,M,1 to 3,0
10720,African-American,Less than 25,M,1 to 3,1
5605,African-American,25 to 45,F,0,0
7971,Caucasian,25 to 45,F,1 to 3,1
7931,African-American,25 to 45,M,More than 3,0
2572,African-American,25 to 45,F,1 to 3,1
5293,African-American,25 to 45,F,More than 3,0
4378,Caucasian,25 to 45,M,More than 3,1
9823,African-American,Greater than 45,F,More than 3,0
3780,Caucasian,Less than 25,M,1 to 3,0
3419,African-American,25 to 45,F,More than 3,1
6671,Caucasian,Less than 25,F,0,1
6800,African-American,Less than 25,F,0,0
3020,African-American,Greater than 45,F,1 to 3,0
7280,African-American,25 to 45,M,1 to 3,1
3362,African-American,Less than 25,F,1 to 3,0
3005,African-American,Less than 25,F,1 to 3,0
4686,African-American,Greater than 45,M,0,0
5432,Caucasian,Greater than 45,M,More than 3,1
3057,African-American,25 to 45,F,More than 3,1
10351,African-American,25 to 45,M,0,1
5188,African-American,25 to 45,F,More than 3,1
10452,African-American,25 to 45,F,0,0
10530,African-American,25 to 45,F,1 to 3,0
3687,African-American,Greater than 45,F,More than 3,1
2543,African-American,25 to 45,F,More than 3,0
9464,Caucasian,Less than 25,M,0,0
9080,Caucasian,25 to 45,F,1 to 3,1
540,Caucasian,Greater than 45,M,0,0
6759,African-American,25 to 45,F,More than 3,1
8137,African-American,25 to 45,F,1 to 3,0
10997,African-American,Less than 25,F,0,0
4914,African-American,Less than 25,F,1 to 3,0
837,Caucasian,Greater than 45,F,1 to 3,1
4445,African-American,Less than 25,F,1 to 3,0
9020,Caucasian,25 to 45,M,More than 3,1
8010,Caucasian,Less than 25,M,0,0
10703,African-American,25 to 45,F,More than 3,0
4587,Caucasian,25 to 45,M,0,1
5820,Caucasian,25 to 45,F,1 to 3,1
3408,Caucasian,Less than 25,F,0,1
8479,African-American,Greater than 45,F,More than 3,1
8877,Caucasian,Greater than 45,F,1 to 3,0
9919,African-American,25 to 45,F,0,0
6658,African-American,25 to 45,F,0,1
5394,Caucasian,Greater than 45,F,1 to 3,0
1002,African-American,Less than 25,F,1 to 3,0
2482,African-American,25 to 45,M,0,0
10538,African-American,Less than 25,M,1 to 3,0
9800,Caucasian,25 to 45,M,1 to 3,0
8283,Caucasian,25 to 45,F,1 to 3,1
1127,African-American,25 to 45,F,0,0
9956,African-American,Greater than 45,F,More than 3,1
4631,African-American,25 to 45,F,More than 3,1
4927,African-American,25 to 45,F,More than 3,1
10519,African-American,25 to 45,M,1 to 3,1
4232,African-American,25 to 45,M,More than 3,1
6080,African-American,25 to 45,M,1 to 3,0
8719,Caucasian,Greater than 45,F,More than 3,1
4498,Caucasian,25 to 45,F,More than 3,1
1715,African-American,25 to 45,F,More than 3,1
3702,Caucasian,Greater than 45,F,More than 3,1
7105,African-American,25 to 45,F,More than 3,1
5725,African-American,Less than 25,F,1 to 3,1
5012,Caucasian,25 to 45,M,0,0
913,African-American,25 to 45,M,1 to 3,1
1591,Caucasian,Greater than 45,M,0,0
1125,African-American,25 to 45,F,More than 3,1
6654,African-American,Less than 25,F,1 to 3,1
4692,Caucasian,Greater than 45,M,0,0
10643,African-American,Less than 25,M,0,0
7837,Caucasian,Greater than 45,F,1 to 3,0
4834,African-American,25 to 45,F,1 to 3,0
3594,African-American,Greater than 45,M,1 to 3,1
1607,African-American,25 to 45,F,More than 3,1
9666,African-American,25 to 45,F,0,0
9789,African-American,Greater than 45,M,1 to 3,0
7660,African-American,Less than 25,F,0,0
7448,African-American,Greater than 45,F,0,0
9404,African-American,25 to 45,M,1 to 3,1
3208,African-American,25 to 45,M,0,0
9229,African-American,25 to 45,M,0,0
10801,African-American,Less than 25,F,1 to 3,1
9253,Caucasian,25 to 45,F,More than 3,0
2246,African-American,Less than 25,F,1 to 3,0
3246,Caucasian,25 to 45,M,0,0
4377,African-American,Less than 25,F,1 to 3,0
6297,Caucasian,25 to 45,F,More than 3,0
4563,African-American,Less than 25,F,0,1
613,Caucasian,Greater than 45,F,More than 3,1
1805,African-American,25 to 45,F,More than 3,1
6809,African-American,Greater than 45,F,0,0
4269,African-American,25 to 45,F,More than 3,1
3857,African-American,Greater than 45,F,0,0
1156,African-American,Less than 25,F,0,0
1924,African-American,Less than 25,F,0,1
4668,Caucasian,Greater than 45,F,1 to 3,0
9752,African-American,Less than 25,F,1 to 3,0
9394,Caucasian,25 to 45,F,More than 3,0
1007,African-American,25 to 45,F,0,0
9880,Caucasian,Greater than 45,M,0,0
9378,Caucasian,25 to 45,F,1 to 3,1
3835,Caucasian,Greater than 45,M,0,0
7791,African-American,Less than 25,M,1 to 3,1
3290,African-American,25 to 45,F,0,0
3714,Caucasian,Greater than 45,M,1 to 3,0
2915,Caucasian,25 to 45,F,1 to 3,1
1479,African-American,Greater than 45,M,More than 3,1
4660,African-American,25 to 45,F,0,0
6095,African-American,25 to 45,M,More than 3,1
10982,Caucasian,Less than 25,F,0,0
2353,Caucasian,Greater than 45,M,0,0
3136,Caucasian,25 to 45,M,0,0
1153,Caucasian,Less than 25,F,1 to 3,1
8195,African-American,25 to 45,M,More than 3,0
1331,African-American,Less than 25,F,More than 3,1
9165,African-American,25 to 45,F,0,0
6451,African-American,25 to 45,F,More than 3,1
10094,Caucasian,Less than 25,M,0,0
6271,Caucasian,25 to 45,F,1 to 3,0
4960,Caucasian,25 to 45,M,1 to 3,1
10233,African-American,Less than 25,F,1 to 3,0
6704,Caucasian,25 to 45,F,1 to 3,0
6629,Caucasian,25 to 45,M,1 to 3,1
6264,African-American,25 to 45,F,0,0
9401,Caucasian,Less than 25,M,1 to 3,1
10334,African-American,Less than 25,F,0,0
2961,African-American,25 to 45,F,0,1
1852,African-American,25 to 45,F,More than 3,1
9209,African-American,25 to 45,F,1 to 3,1
2078,Caucasian,25 to 45,F,More than 3,1
45,Caucasian,Greater than 45,F,0,0
3596,Caucasian,Greater than 45,F,0,0
7652,African-American,25 to 45,F,More than 3,1
5418,African-American,25 to 45,F,0,0
2162,African-American,25 to 45,M,0,0
8030,African-American,Less than 25,M,1 to 3,1
8572,African-American,25 to 45,M,1 to 3,0
4739,African-American,25 to 45,F,More than 3,1
1324,Caucasian,25 to 45,F,0,0
10036,African-American,25 to 45,M,More than 3,1
6924,African-American,Less than 25,F,1 to 3,0
10344,African-American,Greater than 45,F,0,0
5808,African-American,25 to 45,F,More than 3,1
5193,African-American,25 to 45,F,1 to 3,1
9854,African-American,Greater than 45,F,More than 3,1
6466,Caucasian,Greater than 45,M,0,0
8681,African-American,25 to 45,F,More than 3,1
6528,African-American,25 to 45,F,More than 3,1
7906,African-American,25 to 45,F,1 to 3,1
7675,Caucasian,Less than 25,F,0,1
6097,Caucasian,25 to 45,F,1 to 3,1
7881,African-American,25 to 45,M,0,0
8685,African-American,25 to 45,F,More than 3,1
9159,Caucasian,Greater than 45,F,1 to 3,1
6926,Caucasian,25 to 45,F,1 to 3,1
5051,Caucasian,25 to 45,F,1 to 3,0
2385,African-American,Less than 25,F,1 to 3,1
1314,African-American,25 to 45,M,More than 3,1
1353,Caucasian,Greater than 45,F,1 to 3,1
5327,Caucasian,25 to 45,F,1 to 3,1
8284,African-American,25 to 45,F,More than 3,1
5098,African-American,25 to 45,F,More than 3,1
1590,African-American,25 to 45,M,0,1
3585,Caucasian,Greater than 45,M,1 to 3,1
7425,African-American,25 to 45,F,0,0
6535,Caucasian,25 to 45,F,1 to 3,1
9235,Caucasian,Greater than 45,F,1 to 3,1
1941,African-American,25 to 45,M,0,0
10860,African-American,25 to 45,M,More than 3,0
9269,African-American,25 to 45,M,0,0
906,Caucasian,Less than 25,F,0,0
8899,African-American,25 to 45,F,More than 3,1
5282,Caucasian,25 to 45,F,0,1
1863,African-American,25 to 45,F,1 to 3,1
5544,African-American,Less than 25,F,1 to 3,0
1904,African-American,25 to 45,F,1 to 3,0
8478,Caucasian,25 to 45,F,More than 3,0
4136,African-American,25 to 45,F,0,0
1780,African-American,25 to 45,F,1 to 3,0
7740,African-American,25 to 45,M,More than 3,0
2037,African-American,25 to 45,M,0,0
7972,Caucasian,25 to 45,F,0,0
6260,Caucasian,25 to 45,F,1 to 3,1
7693,African-American,Less than 25,F,1 to 3,1
5873,African-American,25 to 45,F,More than 3,1
526,Caucasian,Less than 25,F,0,0
10674,African-American,25 to 45,F,More than 3,0
6392,African-American,Greater than 45,F,More than 3,1
9086,African-American,25 to 45,F,More than 3,1
501,Caucasian,25 to 45,M,0,0
1177,Caucasian,Greater than 45,M,0,0
8609,African-American,25 to 45,F,1 to 3,0
3749,African-American,25 to 45,F,1 to 3,1
4991,African-American,Greater than 45,F,1 to 3,0
9668,African-American,25 to 45,M,0,0
729,Caucasian,Greater than 45,F,1 to 3,1
4414,Caucasian,25 to 45,M,0,0
10719,African-American,25 to 45,M,1 to 3,0
8039,Caucasian,25 to 45,M,1 to 3,0
9685,African-American,Less than 25,M,0,1
6775,African-American,25 to 45,F,More than 3,1
10451,African-American,25 to 45,F,More than 3,1
9191,African-American,Greater than 45,F,1 to 3,1
3029,African-American,25 to 45,F,0,1
9226,Caucasian,25 to 45,F,1 to 3,1
8114,African-American,Less than 25,M,More than 3,1
6400,African-American,25 to 45,F,0,1
7796,African-American,25 to 45,F,1 to 3,1
859,African-American,Less than 25,F,1 to 3,0
1595,African-American,Greater than 45,F,More than 3,1
8626,Caucasian,25 to 45,F,More than 3,1
8496,Caucasian,Less than 25,F,0,1
4628,Caucasian,25 to 45,F,1 to 3,0
838,African-American,25 to 45,M,1 to 3,0
6287,Caucasian,25 to 45,M,0,0
2170,African-American,Less than 25,F,1 to 3,0
5563,Caucasian,25 to 45,F,0,1
10730,African-American,25 to 45,M,1 to 3,0
6830,Caucasian,Less than 25,F,1 to 3,1
10799,African-American,Less than 25,F,0,0
2820,Caucasian,Greater than 45,M,0,0
2495,Caucasian,Less than 25,F,0,0
4550,African-American,25 to 45,M,More than 3,1
