id,race,age_cat,c_charge_degree,priors_count,is_recid
6697,Caucasian,25 to 45,M,0,0
8477,African-American,25 to 45,F,1 to 3,0
5852,African-American,Greater than 45,F,1 to 3,0
8775,African-American,25 to 45,F,More than 3,0
10556,African-American,25 to 45,F,1 to 3,0
8418,Caucasian,25 to 45,F,0,0
1086,African-American,Less than 25,F,1 to 3,0
4797,Caucasian,25 to 45,F,More than 3,0
9730,Caucasian,25 to 45,M,0,0
1027,African-American,Less than 25,F,1 to 3,0
5994,African-American,Less than 25,F,0,1
754,African-American,25 to 45,F,1 to 3,1
10707,Caucasian,25 to 45,F,More than 3,1
5550,African-American,Less than 25,F,More than 3,1
3315,Caucasian,Greater than 45,M,0,0
128,African-American,25 to 45,F,More than 3,1
1159,African-American,Greater than 45,F,0,0
5012,Caucasian,25 to 45,M,0,0
9096,African-American,25 to 45,F,More than 3,0
6955,African-American,Less than 25,F,1 to 3,0
4171,African-American,Less than 25,F,0,0
10462,Caucasian,25 to 45,F,0,0
2672,African-American,25 to 45,F,More than 3,1
10234,African-American,25 to 45,F,1 to 3,0
1377,African-American,25 to 45,M,More than 3,1
1906,Caucasian,25 to 45,M,1 to 3,0
9308,Caucasian,Greater than 45,F,1 to 3,1
1490,African-American,25 to 45,M,More than 3,1
495,African-American,25 to 45,F,0,0
6689,Caucasian,Greater than 45,M,1 to 3,0
8949,African-American,Greater than 45,M,0,0
10359,African-American,25 to 45,M,1 to 3,1
5171,Caucasian,25 to 45,F,0,0
2245,Caucasian,Greater than 45,F,1 to 3,0
9378,Caucasian,25 to 45,F,0,1
7149,Caucasian,Less than 25,F,1 to 3,1
66,Caucasian,25 to 45,M,More than 3,1
8100,African-American,25 to 45,M,More than 3,1
4356,Caucasian,Less than 25,F,0,0
8954,Caucasian,Greater than 45,M,0,0
7725,African-American,Greater than 45,M,0,0
5938,African-American,25 to 45,M,More than 3,1
6924,African-American,Less than 25,F,1 to 3,1
8014,African-American,Greater than 45,M,More than 3,1
2198,Caucasian,Greater than 45,F,1 to 3,0
1604,African-American,25 to 45,M,More than 3,1
2704,African-American,25 to 45,F,0,0
4947,African-American,Less than 25,M,1 to 3,1
8748,Caucasian,Greater than 45,F,1 to 3,1
2703,African-American,Greater than 45,F,1 to 3,0
9214,African-American,Less than 25,F,0,0
6042,Caucasian,25 to 45,M,More than 3,1
8997,African-American,Greater than 45,F,1 to 3,0
1077,African-American,Less than 25,F,0,1
10962,Caucasian,25 to 45,M,More than 3,1
338,African-American,Less than 25,F,1 to 3,0
5506,Caucasian,Less than 25,F,1 to 3,1
8021,Caucasian,Greater than 45,F,More than 3,0
916,African-American,25 to 45,F,0,0
1298,African-American,Less than 25,M,More than 3,0
7753,African-American,Greater than 45,M,1 to 3,0
1596,African-American,25 to 45,F,1 to 3,1
5440,African-American,25 to 45,F,1 to 3,1
9756,African-American,25 to 45,M,More than 3,1
9515,African-American,25 to 45,F,1 to 3,0
7936,Caucasian,25 to 45,M,1 to 3,1
7834,African-American,25 to 45,F,1 to 3,0
2425,Caucasian,25 to 45,F,More than 3,1
4491,African-American,25 to 45,F,1 to 3,1
9745,African-American,Less than 25,M,1 to 3,1
6481,African-American,Less than 25,M,0,0
148,Caucasian,Greater than 45,M,0,0
5194,African-American,Greater than 45,F,0,0
4945,Caucasian,25 to 45,F,1 to 3,1
8719,Caucasian,Greater than 45,F,More than 3,1
153,African-American,25 to 45,F,1 to 3,0
8764,African-American,25 to 45,F,1 to 3,0
6796,African-American,Less than 25,F,0,1
3354,African-American,25 to 45,F,1 to 3,0
8203,African-American,25 to 45,F,1 to 3,0
3661,African-American,Greater than 45,F,More than 3,0
1369,Caucasian,25 to 45,M,1 to 3,0
5130,African-American,25 to 45,F,1 to 3,0
6492,Caucasian,25 to 45,M,1 to 3,0
5479,African-American,Less than 25,F,1 to 3,0
4973,African-American,Less than 25,F,More than 3,1
8294,Caucasian,Greater than 45,M,0,0
10536,African-American,25 to 45,F,More than 3,1
10389,Caucasian,25 to 45,M,More than 3,0
142,Caucasian,25 to 45,F,More than 3,1
6336,African-American,25 to 45,F,More than 3,1
4516,Caucasian,Greater than 45,M,1 to 3,1
238,African-American,25 to 45,F,More than 3,1
4311,African-American,25 to 45,M,More than 3,1
5405,African-American,25 to 45,F,More than 3,0
8309,African-American,25 to 45,M,More than 3,0
6580,Caucasian,Greater than 45,M,0,0
8137,African-American,25 to 45,F,1 to 3,0
2982,African-American,Greater than 45,F,More than 3,1
1254,African-American,25 to 45,F,More than 3,0
1030,Caucasian,25 to 45,M,0,0
6692,Caucasian,25 to 45,F,0,0
2412,Caucasian,25 to 45,F,More than 3,0
345,Caucasian,Greater than 45,F,0,0
10130,African-American,Greater than 45,F,1 to 3,0
3789,Caucasian,25 to 45,F,0,0
2915,Caucasian,25 to 45,F,1 to 3,1
2762,African-American,Less than 25,F,1 to 3,1
9527,African-American,25 to 45,M,1 to 3,0
5193,African-American,25 to 45,F,1 to 3,1
8647,African-American,25 to 45,F,More than 3,1
4233,African-American,Greater than 45,M,0,0
7227,Caucasian,Greater than 45,F,1 to 3,0
9404,African-American,25 to 45,M,1 to 3,1
10066,African-American,Greater than 45,F,More than 3,0
2523,African-American,Greater than 45,F,More than 3,0
9285,African-American,Greater than 45,F,1 to 3,0
2860,African-American,25 to 45,F,0,0
6399,Caucasian,25 to 45,F,More than 3,0
7186,Caucasian,25 to 45,F,1 to 3,0
2432,African-American,25 to 45,F,0,0
7896,African-American,Less than 25,F,0,1
5544,African-American,Less than 25,F,1 to 3,0
6116,African-American,25 to 45,F,1 to 3,0
7560,Caucasian,25 to 45,F,1 to 3,1
4195,African-American,25 to 45,M,0,1
5810,African-American,25 to 45,M,More than 3,1
6788,African-American,25 to 45,F,More than 3,0
9980,African-American,25 to 45,F,1 to 3,0
9513,African-American,25 to 45,F,1 to 3,0
10761,African-American,25 to 45,F,More than 3,1
8505,African-American,Less than 25,M,1 to 3,0
7944,Caucasian,25 to 45,M,1 to 3,0
2583,Caucasian,25 to 45,F,More than 3,0
8161,African-American,Less than 25,F,0,0
5584,African-American,25 to 45,F,More than 3,0
7700,African-American,25 to 45,F,More than 3,1
3631,Caucasian,25 to 45,M,0,0
5483,Caucasian,25 to 45,F,More than 3,0
1229,African-American,25 to 45,F,More than 3,0
10801,African-American,Less than 25,F,1 to 3,1
5189,Caucasian,25 to 45,F,1 to 3,0
4108,African-American,25 to 45,F,More than 3,1
5054,African-American,Less than 25,M,0,1
3067,African-American,25 to 45,M,More than 3,1
4021,African-American,25 to 45,F,1 to 3,0
10202,African-American,Greater than 45,M,0,0
1686,African-American,Less than 25,F,1 to 3,1
9914,Caucasian,Less than 25,M,More than 3,1
10230,Caucasian,Greater than 45,M,0,0
10064,African-American,Greater than 45,M,0,0
2056,African-American,25 to 45,F,More than 3,0
9717,Caucasian,Greater than 45,M,0,0
5416,African-American,25 to 45,M,1 to 3,0
6394,African-American,Greater than 45,F,1 to 3,0
5508,African-American,25 to 45,M,1 to 3,0
3771,African-American,25 to 45,F,More than 3,0
8787,Caucasian,25 to 45,F,1 to 3,1
7163,African-American,25 to 45,M,More than 3,1
8016,African-American,25 to 45,F,More than 3,1
2400,African-American,25 to 45,F,More than 3,0
3721,Caucasian,Greater than 45,F,1 to 3,0
2188,African-American,Less than 25,M,0,0
10977,African-American,25 to 45,M,More than 3,1
6372,African-American,25 to 45,F,1 to 3,1
8694,Caucasian,25 to 45,F,0,0
1957,Caucasian,25 to 45,M,0,0
637,Caucasian,Less than 25,F,1 to 3,1
5633,African-American,25 to 45,M,0,0
7689,African-American,25 to 45,F,More than 3,1
4977,Caucasian,25 to 45,F,More than 3,1
5628,Caucasian,25 to 45,F,1 to 3,0
1948,Caucasian,Greater than 45,F,More than 3,0
3856,African-American,25 to 45,F,More than 3,0
10855,African-American,Greater than 45,F,More than 3,1
7178,African-American,25 to 45,F,1 to 3,1
4002,African-American,25 to 45,M,0,0
10345,African-American,Greater than 45,F,More than 3,0
7763,African-American,25 to 45,F,More than 3,0
724,Caucasian,Greater than 45,F,1 to 3,0
9620,Caucasian,Less than 25,F,1 to 3,1
10989,African-American,25 to 45,M,1 to 3,0
8189,Caucasian,Greater than 45,F,0,0
2859,Caucasian,25 to 45,F,More than 3,1
8048,Caucasian,25 to 45,F,1 to 3,0
10069,Caucasian,25 to 45,F,0,0
4396,Caucasian,Greater than 45,M,More than 3,1
2398,Caucasian,Greater than 45,F,1 to 3,0
4533,Caucasian,Less than 25,F,1 to 3,1
2963,Caucasian,25 to 45,F,0,0
3662,African-American,25 to 45,F,More than 3,0
988,African-American,25 to 45,F,More than 3,0
9087,Caucasian,Greater than 45,M,1 to 3,1
10927,African-American,Less than 25,F,1 to 3,0
10077,African-American,25 to 45,M,More than 3,0
7958,Caucasian,Greater than 45,M,More than 3,0
361,Caucasian,Greater than 45,M,1 to 3,0
8024,African-American,25 to 45,M,1 to 3,1
9093,African-American,Less than 25,F,1 to 3,0
8835,African-American,25 to 45,M,1 to 3,0
9306,African-American,Less than 25,M,0,1
3535,Caucasian,25 to 45,F,1 to 3,0
3339,Caucasian,Greater than 45,F,0,0
2681,African-American,25 to 45,F,1 to 3,0
1543,African-American,25 to 45,M,More than 3,1
8890,African-American,25 to 45,F,0,0
9261,African-American,25 to 45,F,1 to 3,1
10531,Caucasian,25 to 45,F,More than 3,1
10836,African-American,25 to 45,F,1 to 3,0
7443,African-American,25 to 45,M,1 to 3,0
4748,African-American,25 to 45,M,0,0
6169,Caucasian,Less than 25,F,More than 3,1
3020,African-American,Greater than 45,F,1 to 3,0
8741,Caucasian,25 to 45,F,0,1
7523,African-American,25 to 45,F,1 to 3,1
9750,African-American,Less than 25,F,0,0
6820,African-American,25 to 45,F,1 to 3,0
7526,Caucasian,25 to 45,M,0,1
9148,Caucasian,25 to 45,F,0,0
7931,African-American,25 to 45,M,More than 3,0
2609,African-American,25 to 45,F,More than 3,0
9273,Caucasian,Less than 25,F,More than 3,1
1051,African-American,25 to 45,M,1 to 3,1
2546,African-American,Greater than 45,F,0,0
5671,Caucasian,25 to 45,F,0,1
3493,African-American,25 to 45,F,1 to 3,0
10837,African-American,Greater than 45,M,More than 3,0
7154,Caucasian,Greater than 45,M,1 to 3,0
1733,Caucasian,Greater than 45,M,More than 3,0
9444,Caucasian,25 to 45,F,0,0
10036,African-American,25 to 45,M,More than 3,1
2237,African-American,Less than 25,F,More than 3,0
8104,African-American,25 to 45,F,More than 3,0
2519,African-American,25 to 45,F,More than 3,1
10625,African-American,Less than 25,F,0,0
3212,African-American,25 to 45,F,0,1
6733,African-American,Less than 25,F,0,0
7606,Caucasian,25 to 45,M,More than 3,1
3504,African-American,25 to 45,M,1 to 3,0
9867,African-American,25 to 45,F,More than 3,1
9260,Caucasian,Greater than 45,F,More than 3,0
10065,Caucasian,25 to 45,M,1 to 3,0
10784,Caucasian,25 to 45,F,0,0
2307,Caucasian,Greater than 45,M,More than 3,0
7516,African-American,25 to 45,M,0,1
9433,African-American,25 to 45,M,0,0
3772,Caucasian,Less than 25,F,1 to 3,1
8792,Caucasian,25 to 45,F,0,1
579,African-American,25 to 45,F,More than 3,1
9208,African-American,25 to 45,F,1 to 3,1
998,African-American,25 to 45,F,More than 3,1
6661,Caucasian,Less than 25,F,0,0
4186,Caucasian,Greater than 45,F,0,0
7909,African-American,Greater than 45,F,More than 3,0
9196,Caucasian,25 to 45,F,0,1
5754,African-American,25 to 45,F,More than 3,1
1306,African-American,25 to 45,F,1 to 3,1
4070,African-American,25 to 45,M,1 to 3,0
7710,Caucasian,25 to 45,F,0,1
9840,Caucasian,25 to 45,M,0,1
10720,African-American,Less than 25,M,1 to 3,1
6449,African-American,Greater than 45,M,More than 3,1
6681,African-American,25 to 45,M,1 to 3,1
5133,African-American,25 to 45,M,1 to 3,1
6920,African-American,25 to 45,M,More than 3,0
2042,African-American,25 to 45,F,More than 3,0
7811,Caucasian,25 to 45,M,1 to 3,0
7450,African-American,25 to 45,M,More than 3,1
5518,Caucasian,25 to 45,M,1 to 3,1
10783,Caucasian,Greater than 45,M,0,0
10161,Caucasian,25 to 45,F,0,0
5064,Caucasian,Greater than 45,F,1 to 3,1
7074,Caucasian,Less than 25,M,More than 3,1
2157,African-American,Less than 25,M,1 to 3,0
5561,African-American,25 to 45,F,0,0
7667,Caucasian,25 to 45,M,1 to 3,0
7559,Caucasian,25 to 45,F,More than 3,0
1275,Caucasian,Greater than 45,F,0,0
6686,Caucasian,25 to 45,F,0,1
6459,African-American,Greater than 45,M,More than 3,1
10051,Caucasian,25 to 45,F,More than 3,1
7064,African-American,25 to 45,M,More than 3,1
2211,African-American,Less than 25,F,More than 3,1
4526,Caucasian,25 to 45,F,More than 3,1
1588,African-American,25 to 45,M,1 to 3,1
3617,African-American,25 to 45,M,More than 3,0
9664,Caucasian,25 to 45,F,1 to 3,1
6636,Caucasian,Less than 25,M,0,0
4183,Caucasian,Greater than 45,F,0,0
6688,Caucasian,25 to 45,F,0,0
10636,Caucasian,Less than 25,M,0,0
1976,Caucasian,Less than 25,F,More than 3,1
6488,Caucasian,Greater than 45,M,0,0
5658,African-American,Less than 25,F,0,1
2246,African-American,Less than 25,F,1 to 3,0
9524,Caucasian,25 to 45,M,1 to 3,0
9846,Caucasian,25 to 45,F,1 to 3,1
5225,African-American,Less than 25,F,1 to 3,1
5818,African-American,Less than 25,F,0,0
2951,African-American,25 to 45,F,0,0
6721,African-American,25 to 45,M,0,0
6521,Caucasian,25 to 45,F,More than 3,1
1445,African-American,25 to 45,F,More than 3,1
4599,African-American,Greater than 45,F,More than 3,0
6392,African-American,Greater than 45,F,More than 3,0
4005,Caucasian,25 to 45,M,More than 3,0
3998,African-American,Greater than 45,F,1 to 3,1
2787,African-American,25 to 45,F,0,1
7422,African-American,Less than 25,F,1 to 3,0
4001,African-American,25 to 45,F,0,1
7869,African-American,Less than 25,F,1 to 3,1
1259,Caucasian,25 to 45,F,More than 3,1
9182,African-American,25 to 45,F,More than 3,1
282,Caucasian,Greater than 45,M,More than 3,1
960,Caucasian,25 to 45,F,1 to 3,1
9554,Caucasian,25 to 45,M,0,0
7246,Caucasian,Less than 25,F,1 to 3,0
9414,Caucasian,25 to 45,M,1 to 3,1
10483,African-American,Less than 25,M,0,0
3107,Caucasian,Greater than 45,M,0,0
3725,African-American,25 to 45,F,More than 3,1
202,Caucasian,25 to 45,M,0,1
5337,African-American,Greater than 45,M,1 to 3,1
1545,African-American,25 to 45,F,1 to 3,0
964,Caucasian,25 to 45,F,0,1
3800,African-American,25 to 45,F,More than 3,1
3178,Caucasian,Less than 25,F,More than 3,1
4485,African-American,Less than 25,F,1 to 3,1
7930,Caucasian,Less than 25,M,More than 3,1
10571,Caucasian,Less than 25,F,1 to 3,1
999,Caucasian,Greater than 45,F,1 to 3,1
4086,African-American,25 to 45,M,More than 3,1
7636,African-American,25 to 45,M,0,0
586,African-American,Greater than 45,F,1 to 3,0
7500,African-American,25 to 45,F,1 to 3,0
8641,Caucasian,Greater than 45,M,1 to 3,0
8360,African-American,25 to 45,F,1 to 3,1
2687,Caucasian,Greater than 45,M,0,0
4591,Caucasian,25 to 45,F,More than 3,0
8972,African-American,25 to 45,M,1 to 3,1
8655,Caucasian,Greater than 45,F,1 to 3,1
7891,African-American,Greater than 45,M,More than 3,1
7711,African-American,Less than 25,F,0,0
9640,African-American,25 to 45,M,More than 3,1
10954,Caucasian,Less than 25,F,1 to 3,0
10226,African-American,25 to 45,F,More than 3,1
1642,Caucasian,25 to 45,M,1 to 3,0
10289,Caucasian,25 to 45,F,0,1
6781,Caucasian,Greater than 45,M,1 to 3,0
10274,African-American,25 to 45,M,0,1
2149,African-American,25 to 45,F,0,1
2235,Caucasian,25 to 45,F,More than 3,0
6442,African-American,Less than 25,M,1 to 3,1
1909,Caucasian,Greater than 45,M,0,0
6051,African-American,Less than 25,M,1 to 3,0
5520,Caucasian,Greater than 45,F,1 to 3,0
5586,African-American,25 to 45,F,More than 3,1
8558,African-American,Greater than 45,F,More than 3,1
4550,African-American,25 to 45,M,More than 3,1
5474,African-American,25 to 45,F,More than 3,0
396,African-American,Less than 25,F,0,0
6153,African-American,25 to 45,M,0,0
10252,African-American,Less than 25,M,0,0
2101,Caucasian,25 to 45,F,More than 3,1
3463,Caucasian,25 to 45,F,1 to 3,0
9239,African-American,Less than 25,F,1 to 3,1
6420,African-American,25 to 45,M,More than 3,1
9254,African-American,25 to 45,F,1 to 3,0
7222,Caucasian,25 to 45,F,More than 3,1
3847,African-American,Less than 25,F,1 to 3,0
8283,Caucasian,25 to 45,F,0,1
1103,African-American,Less than 25,F,0,0
6800,African-American,Less than 25,F,0,0
1396,African-American,25 to 45,F,1 to 3,1
6097,Caucasian,25 to 45,F,1 to 3,1
10302,African-American,25 to 45,M,More than 3,1
6593,African-American,Greater than 45,M,0,0
1463,African-American,25 to 45,M,More than 3,1
7107,African-American,25 to 45,F,More than 3,0
1941,African-American,25 to 45,M,0,0
10178,Caucasian,Greater than 45,F,0,0
3190,African-American,Less than 25,F,0,0
2910,Caucasian,25 to 45,M,0,0
1044,African-American,25 to 45,M,More than 3,0
10918,Caucasian,25 to 45,F,1 to 3,0
962,Caucasian,25 to 45,M,More than 3,0
7426,African-American,25 to 45,F,More than 3,0
6268,African-American,Greater than 45,M,0,0
10622,African-American,25 to 45,F,More than 3,0
430,African-American,25 to 45,M,1 to 3,1
7197,Caucasian,25 to 45,F,0,0
4990,Caucasian,Less than 25,M,More than 3,1
7007,African-American,25 to 45,F,More than 3,0
2045,Caucasian,Less than 25,M,1 to 3,0
5477,Caucasian,25 to 45,F,0,0
5061,African-American,Less than 25,F,1 to 3,0
8140,African-American,25 to 45,F,More than 3,1
5182,Caucasian,Greater than 45,F,1 to 3,0
9034,African-American,25 to 45,M,1 to 3,1
6380,African-American,25 to 45,F,1 to 3,0
2532,African-American,25 to 45,M,More than 3,0
7856,Caucasian,Less than 25,F,0,1
2216,African-American,25 to 45,F,1 to 3,0
5958,African-American,Less than 25,F,1 to 3,1
1435,African-American,25 to 45,M,1 to 3,1
9166,African-American,Less than 25,F,0,0
4851,African-American,25 to 45,F,1 to 3,0
4603,African-American,25 to 45,F,1 to 3,0
7545,Caucasian,Less than 25,F,1 to 3,0
6034,Caucasian,Less than 25,F,1 to 3,1
5453,African-American,Less than 25,F,More than 3,1
4486,Caucasian,Less than 25,F,1 to 3,1
1729,African-American,25 to 45,M,1 to 3,1
10869,African-American,Greater than 45,F,More than 3,0
6645,African-American,25 to 45,F,1 to 3,0
5736,Caucasian,Greater than 45,M,0,0
7679,Caucasian,Greater than 45,M,1 to 3,1
3326,African-American,25 to 45,F,More than 3,0
7688,African-American,25 to 45,F,0,0
3799,African-American,25 to 45,M,0,0
3032,African-American,25 to 45,F,More than 3,0
7116,African-American,25 to 45,F,More than 3,1
1927,African-American,25 to 45,F,More than 3,1
7099,African-American,25 to 45,F,1 to 3,0
2501,African-American,Less than 25,F,0,0
10021,Caucasian,Less than 25,F,0,0
8974,African-American,Less than 25,F,1 to 3,0
2591,African-American,Less than 25,M,1 to 3,1
8434,African-American,25 to 45,F,0,1
9452,African-American,25 to 45,M,More than 3,1
7317,African-American,25 to 45,F,1 to 3,0
10305,African-American,Less than 25,F,0,1
10873,African-American,25 to 45,M,More than 3,1
9626,African-American,25 to 45,F,More than 3,1
1106,Caucasian,25 to 45,F,1 to 3,0
4841,Caucasian,Greater than 45,M,0,0
5693,African-American,25 to 45,F,More than 3,0
4065,Caucasian,25 to 45,F,0,1
6979,Caucasian,25 to 45,M,1 to 3,0
3324,Caucasian,Greater than 45,M,0,0
6637,Caucasian,25 to 45,M,0,0
480,African-American,Less than 25,F,0,1
9617,African-American,25 to 45,F,More than 3,1
411,African-American,25 to 45,M,1 to 3,0
2058,African-American,Less than 25,F,0,1
869,Caucasian,25 to 45,M,More than 3,0
9588,Caucasian,Greater than 45,F,0,0
8627,African-American,25 to 45,M,0,0
7728,African-American,25 to 45,F,More than 3,0
4469,Caucasian,Greater than 45,M,0,0
7054,Caucasian,Greater than 45,M,0,0
2883,African-American,25 to 45,F,More than 3,0
7420,Caucasian,Less than 25,F,0,1
7547,Caucasian,Greater than 45,F,0,0
9491,Caucasian,Less than 25,M,1 to 3,0
5975,Caucasian,Greater than 45,F,1 to 3,0
7395,African-American,25 to 45,F,More than 3,1
7048,African-American,25 to 45,M,0,1
10424,African-American,Greater than 45,F,1 to 3,0
5659,Caucasian,25 to 45,M,1 to 3,0
4596,African-American,Greater than 45,M,0,1
5813,African-American,25 to 45,F,0,1
1093,Caucasian,Less than 25,M,0,0
7513,African-American,Less than 25,F,1 to 3,1
8399,African-American,25 to 45,F,More than 3,1
7150,African-American,Less than 25,M,0,0
3946,African-American,25 to 45,F,1 to 3,0
8457,African-American,25 to 45,F,1 to 3,0
4011,Caucasian,25 to 45,F,0,0
5431,Caucasian,25 to 45,M,1 to 3,1
5394,Caucasian,Greater than 45,F,1 to 3,0
838,African-American,25 to 45,M,1 to 3,0
4371,Caucasian,Greater than 45,M,0,0
4400,Caucasian,Greater than 45,M,0,0
7830,African-American,25 to 45,F,1 to 3,0
10448,African-American,Greater than 45,M,More than 3,1
8358,African-American,Less than 25,F,0,0
4178,Caucasian,25 to 45,F,0,0
5451,Caucasian,25 to 45,F,1 to 3,0
5448,Caucasian,25 to 45,F,0,0
9541,African-American,25 to 45,F,1 to 3,1
7084,Caucasian,Less than 25,F,0,0
8018,Caucasian,25 to 45,F,More than 3,1
9709,African-American,Less than 25,F,1 to 3,0
5996,African-American,25 to 45,F,More than 3,0
8185,African-American,Greater than 45,M,More than 3,1
9973,African-American,Less than 25,F,0,1
1238,Caucasian,25 to 45,M,1 to 3,1
3369,African-American,Less than 25,F,1 to 3,1
10019,African-American,Less than 25,F,1 to 3,1
8683,Caucasian,25 to 45,F,1 to 3,0
2930,African-American,25 to 45,M,More than 3,1
8996,African-American,Less than 25,F,1 to 3,0
6967,Caucasian,Less than 25,M,0,0
5905,Caucasian,Greater than 45,F,More than 3,1
10324,African-American,Less than 25,M,1 to 3,0
8426,Caucasian,Greater than 45,F,0,0
4958,Caucasian,Less than 25,M,0,1
4864,African-American,25 to 45,F,More than 3,0
5726,Caucasian,Greater than 45,M,1 to 3,1
3972,Caucasian,25 to 45,M,More than 3,0
6863,African-American,25 to 45,F,0,0
6660,Caucasian,25 to 45,F,1 to 3,1
6514,Caucasian,25 to 45,F,1 to 3,0
3807,Caucasian,25 to 45,M,1 to 3,1
1031,Caucasian,25 to 45,F,More than 3,1
2140,Caucasian,Greater than 45,F,1 to 3,0
3458,Caucasian,25 to 45,M,1 to 3,0
3314,Caucasian,25 to 45,F,1 to 3,0
9392,Caucasian,Greater than 45,M,1 to 3,1
3745,Caucasian,25 to 45,F,1 to 3,1
6096,African-American,Less than 25,M,1 to 3,1
2495,Caucasian,Less than 25,F,0,0
10546,Caucasian,25 to 45,M,1 to 3,0
2871,African-American,Less than 25,M,0,1
9855,Caucasian,Greater than 45,F,1 to 3,0
996,African-American,Less than 25,F,1 to 3,1
3904,African-American,Greater than 45,M,0,0
9398,African-American,Less than 25,M,1 to 3,1
4388,Caucasian,25 to 45,F,1 to 3,1
7015,Caucasian,Less than 25,F,0,0
1119,African-American,Less than 25,F,More than 3,1
6162,Caucasian,25 to 45,F,1 to 3,0
7484,African-American,25 to 45,F,More than 3,0
10159,Caucasian,Greater than 45,F,0,0
2604,African-American,25 to 45,F,More than 3,1
2908,African-American,Less than 25,F,0,0
85,Caucasian,Greater than 45,F,More than 3,0
197,Caucasian,25 to 45,M,1 to 3,0
7160,African-American,25 to 45,F,More than 3,1
4534,African-American,25 to 45,M,0,0
4970,African-American,25 to 45,F,1 to 3,0
7447,African-American,Less than 25,M,0,1
10276,African-American,25 to 45,F,1 to 3,0
3552,Caucasian,25 to 45,M,0,0
7912,Caucasian,Less than 25,F,0,1
2677,Caucasian,Less than 25,F,1 to 3,0
3881,African-American,25 to 45,F,More than 3,1
8211,Caucasian,25 to 45,F,1 to 3,0
9192,African-American,25 to 45,M,1 to 3,0
5379,African-American,25 to 45,F,More than 3,0
4137,Caucasian,Less than 25,M,1 to 3,1
15,African-American,Less than 25,M,1 to 3,0
7375,African-American,Less than 25,M,1 to 3,0
7184,African-American,25 to 45,F,1 to 3,1
4012,African-American,Less than 25,F,1 to 3,0
770,Caucasian,Greater than 45,M,1 to 3,0
9935,African-American,25 to 45,F,More than 3,1
9486,African-American,Less than 25,F,0,1
6926,Caucasian,25 to 45,F,0,1
2477,Caucasian,25 to 45,F,More than 3,1
220,African-American,Less than 25,F,1 to 3,0
3138,African-American,25 to 45,F,More than 3,0
1901,Caucasian,Less than 25,F,0,1
9283,Caucasian,25 to 45,F,More than 3,1
8941,Caucasian,Less than 25,F,1 to 3,1
2656,Caucasian,Greater than 45,F,1 to 3,0
5004,African-American,25 to 45,F,0,1
3291,African-American,25 to 45,M,More than 3,1
10189,African-American,25 to 45,F,More than 3,1
9830,Caucasian,Greater than 45,F,0,0
8425,African-American,25 to 45,M,More than 3,1
1187,Caucasian,Less than 25,F,1 to 3,1
2153,African-American,Less than 25,F,1 to 3,1
2843,Caucasian,25 to 45,M,0,0
2353,Caucasian,Greater than 45,M,0,0
8610,Caucasian,Greater than 45,M,1 to 3,0
5341,Caucasian,25 to 45,F,More than 3,1
3445,Caucasian,25 to 45,M,1 to 3,0
6534,African-American,25 to 45,F,More than 3,0
10407,African-American,Greater than 45,F,More than 3,0
6100,Caucasian,25 to 45,F,0,1
4310,Caucasian,25 to 45,F,0,1
1324,Caucasian,25 to 45,F,0,0
6524,Caucasian,25 to 45,F,0,0
2411,African-American,25 to 45,F,More than 3,0
1290,African-American,25 to 45,M,More than 3,1
4443,Caucasian,25 to 45,F,0,0
6137,Caucasian,Greater than 45,F,0,0
8813,African-American,25 to 45,F,0,0
5001,African-American,Less than 25,M,0,1
6866,African-American,Less than 25,M,1 to 3,0
9834,African-American,25 to 45,M,1 to 3,1
8526,African-American,25 to 45,M,0,0
659,Caucasian,Less than 25,F,1 to 3,1
10354,African-American,Less than 25,M,0,0
2370,African-American,25 to 45,M,0,0
3782,African-American,25 to 45,F,1 to 3,1
6400,African-American,25 to 45,F,0,0
1143,African-American,Less than 25,F,0,1
3371,African-American,Less than 25,F,0,0
4780,Caucasian,Less than 25,F,1 to 3,0
3322,African-American,Less than 25,F,0,1
67,African-American,25 to 45,F,More than 3,0
5473,African-American,Less than 25,F,0,0
9523,African-American,25 to 45,F,1 to 3,1
2292,Caucasian,25 to 45,F,0,0
8325,African-American,Less than 25,F,1 to 3,1
7077,African-American,25 to 45,F,1 to 3,1
6531,African-American,Less than 25,M,1 to 3,0
9741,African-American,Less than 25,F,1 to 3,1
6131,African-American,Greater than 45,M,1 to 3,0
2195,African-American,25 to 45,F,More than 3,1
8465,African-American,Less than 25,F,0,0
8284,African-American,25 to 45,F,1 to 3,1
1205,African-American,Greater than 45,M,0,0
627,African-American,25 to 45,F,More than 3,0
4885,African-American,25 to 45,F,1 to 3,0
1942,Caucasian,25 to 45,M,1 to 3,0
1353,Caucasian,Greater than 45,F,1 to 3,1
4665,African-American,Less than 25,M,0,0
10945,African-American,Less than 25,F,0,1
7245,African-American,25 to 45,M,More than 3,1
9442,African-American,25 to 45,F,1 to 3,0
2749,African-American,25 to 45,F,More than 3,0
4205,Caucasian,25 to 45,F,0,1
4041,African-American,25 to 45,F,1 to 3,0
2361,Caucasian,Greater than 45,M,1 to 3,1
10165,African-American,25 to 45,F,More than 3,1
4518,African-American,Less than 25,F,More than 3,1
3528,African-American,Less than 25,F,0,0
10223,African-American,25 to 45,M,0,0
224,African-American,25 to 45,F,More than 3,1
2610,African-American,Greater than 45,F,1 to 3,0
